label	family	locus	island_n_strains	example_strain	island_size	n_supporting_pairs	classifications	locus_id	locus_contig	locus_start	locus_end	pfam_domains
H048	B3491|C53B4A4_001549-T1	L001	1	UTAH_23742X208	6	1	unexplained_physical	UTAH_23742X208:scaffold_48:138209-147672	scaffold_48	138209	147672	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N
H048	B3491|C53B4A4_001549-T1	L001	1	VFC093	6	2	unexplained_physical	VFC093:scaffold_153:6526-15700	scaffold_153	6526	15700	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	73	407-1_S_OLD_CPA0004	5	1	unexplained_physical	407-1_S_OLD_CPA0004:scaffold_52:124320-134192	scaffold_52	124320	134192	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,WD40_CDC20-Fz,WHD_GPIID
H050	GT-149|C5E7948_005114-T1	L005	17	4M3	5	4	unexplained_physical	4M3:scaffold_419:5124-14366	scaffold_419	5124	14366	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H053	B3440|C2CD592_003898-T1	L001	17	730332_Guatemala	5	1	unexplained_physical	730332_Guatemala:scaffold_438:5075-15612	scaffold_438	5075	15612	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	14	A432	5	2	unexplained_physical	A432:scaffold_207:14630-23621	scaffold_207	14630	23621	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	8	574-1_L_NEW_CPA0040	5	1	unexplained_physical	574-1_L_NEW_CPA0040:scaffold_94:5641-15619	scaffold_94	5641	15619	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H053	B3440|C2CD592_003898-T1	L001	8	B14288	5	2	unexplained_physical	B14288:scaffold_47:123763-133510	scaffold_47	123763	133510	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	L005	6	B15145	5	2	unexplained_physical	B15145:scaffold_276:6951-16746	scaffold_276	6951	16746	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_Prp19,WHD_GPIID
H050	GT-149|C5E7948_005114-T1	L005	6	B3344	5	1	unexplained_physical	B3344:scaffold_81:79092-88979	scaffold_81	79092	88979	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,NPHP3_N,PGAP1,WD40_CDC20-Fz,WHD_GPIID
H057	B11035|C5FC1D8_003314-T1	L005	4	B11002	5	3	unexplained_physical	B11002:scaffold_381:5154-15595	scaffold_381	5154	15595	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,Hydrolase_4,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	L005	4	GT-106	5	1	unexplained_physical	GT-106:scaffold_13:31970-44256	scaffold_13	31970	44256	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_Prp19,WHD_GPIID
H048	B3491|C53B4A4_001549-T1	L001	4	GT-115	5	1	unexplained_physical	GT-115:scaffold_116:5641-15949	scaffold_116	5641	15949	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	4	M198	5	1	unexplained_physical	M198:scaffold_66:46939-55487	scaffold_66	46939	55487	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H057	B11035|C5FC1D8_003314-T1	L005	3	B12220	5	3	unexplained_physical	B12220:scaffold_247:7021-17071	scaffold_247	7021	17071	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,Hydrolase_4,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H057	B11035|C5FC1D8_003314-T1	L005	2	B14286	5	3	unexplained_physical	B14286:scaffold_288:11071-21512	scaffold_288	11071	21512	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,Hydrolase_4,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H054	CA23|C477594_005344-T1	L005	2	GT-121	5	1	unexplained_physical	GT-121:scaffold_50:127080-137117	scaffold_50	127080	137117	ANAPC4_WD40,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H061	COCSP_8725|CCC6481_008432-T1	L001	2	SDVA2	5	2	unexplained_physical	SDVA2:scaffold_46:5929-15676	scaffold_46	5929	15676	AAA_16,Abhydrolase_6,DUF676,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	1	730334_Guatemala	5	1	unexplained_physical	730334_Guatemala:scaffold_77:47407-57295	scaffold_77	47407	57295	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,WD40_CDC20-Fz,WHD_GPIID
H048	B3491|C53B4A4_001549-T1	L001	1	B11036	5	1	unexplained_physical	B11036:scaffold_274:5712-14424	scaffold_274	5712	14424	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	1	B15317	5	2	unexplained_physical	B15317:scaffold_348:6837-16104	scaffold_348	6837	16104	Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H053	B3440|C2CD592_003898-T1	L001	1	B16364	5	1	unexplained_physical	B16364:scaffold_75:91891-101854	scaffold_75	91891	101854	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	1	B3409	5	1	unexplained_physical	B3409:scaffold_87:6165-16412	scaffold_87	6165	16412	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H070	CA2|CD8B963_008471-T1	L001	1	CA2	5	1	unexplained_physical	CA2:scaffold_225:96-8723	scaffold_225	96	8723	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7779,NB-ARC,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	1	CDC-202	5	2	unexplained_physical	CDC-202:scaffold_428:6837-13713	scaffold_428	6837	13713	Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H048	B3491|C53B4A4_001549-T1	L001	1	GT-105	5	1	unexplained_physical	GT-105:scaffold_102:7967-17725	scaffold_102	7967	17725	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NPHP3_N,TPR_12
H055	5SD|CCCC1E1_003646-T1	L002	1	GT-113	5	1	unexplained_physical	GT-113:scaffold_62:106618-110811	scaffold_62	106618	110811	Goodbye,NPHP3_N
H010	UTAH_23742X260|CC29979_006059-T1	L002	1	GT-113	5	1	unexplained_physical	GT-113:scaffold_62:106618-110811	scaffold_62	106618	110811	Goodbye,NPHP3_N
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	1	GT-165	5	3	unexplained_physical	GT-165:scaffold_127:31768-40414	scaffold_127	31768	40414	APH,HET
H061	COCSP_8725|CCC6481_008432-T1	L001	1	GT-171	5	1	unexplained_physical	GT-171:scaffold_203:5763-15356	scaffold_203	5763	15356	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7779,NB-ARC,NPHP3_N,TPR_12
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	L005	1	KJH004	5	1	unexplained_physical	KJH004:scaffold_89:19450-32148	scaffold_89	19450	32148	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_Prp19,WHD_GPIID
H048	B3491|C53B4A4_001549-T1	L001	1	M197	5	1	unexplained_physical	M197:scaffold_28:88640-98286	scaffold_28	88640	98286	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H083	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	L001	1	SOIL_578-1_A_NEW_CPA0048	5	2	unexplained_physical	SOIL_578-1_A_NEW_CPA0048:scaffold_262:6527-14641	scaffold_262	6527	14641	AAA_16,DUF7779,NB-ARC,TPR_12
H053	B3440|C2CD592_003898-T1	L001	1	Tucson_14	5	1	unexplained_physical	Tucson_14:scaffold_34:234006-245275	scaffold_34	234006	245275	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H048	B3491|C53B4A4_001549-T1	L001	1	UTAH_20380X1	5	1	unexplained_physical	UTAH_20380X1:scaffold_53:75416-84864	scaffold_53	75416	84864	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H025	409B-0_L_OLD_CPA0011|C90261E_007970-T1	L008	1	UTAH_23742X153	5	2	unexplained_physical	UTAH_23742X153:scaffold_85:53823-105070	scaffold_85	53823	105070	AAA_16,ATPase_2,AlaDh_PNT_C,AlaDh_PNT_N,DUF7779,NB-ARC,PNTB,PNTB_4TM,Patatin,TPR_1,TPR_10,TPR_12,TPR_MalT,TPR_NPHP3
H028	5SD|CCCC1E1_001065-T1	L008	1	UTAH_23742X153	5	2	unexplained_physical	UTAH_23742X153:scaffold_85:53823-105070	scaffold_85	53823	105070	AAA_16,ATPase_2,AlaDh_PNT_C,AlaDh_PNT_N,DUF7779,NB-ARC,PNTB,PNTB_4TM,Patatin,TPR_1,TPR_10,TPR_12,TPR_MalT,TPR_NPHP3
H060	B12527|C750C60_003353-T1	L001	1	UTAH_23742X209	5	1	unexplained_physical	UTAH_23742X209:scaffold_64:8622-13473	scaffold_64	8622	13473	AAA_16,DUF6601,DUF7779,NB-ARC,TPR_12
H068	B16531|C0BF1BA_007130-T1	L001	1	UTAH_23742X209	5	1	unexplained_physical	UTAH_23742X209:scaffold_64:8622-13473	scaffold_64	8622	13473	AAA_16,DUF6601,DUF7779,NB-ARC,TPR_12
H054	CA23|C477594_005344-T1	L005	1	UTAH_23742X255	5	1	unexplained_physical	UTAH_23742X255:scaffold_116:37773-47419	scaffold_116	37773	47419	ANAPC4_WD40,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H022	SOIL_604-1_L_OLD_CPA066|C04D475_008327-T1	L003	1	WA31	5	1	unexplained_physical	WA31:scaffold_13:224995-230264	scaffold_13	224995	230264	Het-C,PH,PH_26
H020	574-0_S_OLD_CPA0039|C27CBD2_001106-T1	L003	1	WA31	5	1	unexplained_physical	WA31:scaffold_13:224995-230264	scaffold_13	224995	230264	Het-C,PH,PH_26
H048	B3491|C53B4A4_001549-T1	L001	38	1M0	4	1	unexplained_physical	1M0:scaffold_481:10572-19410	scaffold_481	10572	19410	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H057	B11035|C5FC1D8_003314-T1	L005	17	3M3	4	3	unexplained_physical	3M3:scaffold_410:5164-15605	scaffold_410	5164	15605	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,Hydrolase_4,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H050	GT-149|C5E7948_005114-T1	L005	13	A391	4	3	unexplained_physical	A391:scaffold_335:6755-16633	scaffold_335	6755	16633	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H053	B3440|C2CD592_003898-T1	L001	12	B11035	4	1	unexplained_physical	B11035:scaffold_66:56948-66969	scaffold_66	56948	66969	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	9	B12527	4	1	unexplained_physical	B12527:scaffold_186:8482-18369	scaffold_186	8482	18369	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,NPHP3_N,PGAP1,WD40_CDC20-Fz,WHD_GPIID
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	L011	6	COCPO_103827	4	3	unexplained_physical	COCPO_103827:scaffold_271:1644-10575	scaffold_271	1644	10575	APH,HET
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	L005	6	GT-104	4	1	unexplained_physical	GT-104:scaffold_102:28881-38972	scaffold_102	28881	38972	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_Prp19,WHD_GPIID
H054	CA23|C477594_005344-T1	L005	5	B11057	4	1	unexplained_physical	B11057:scaffold_356:2339-12376	scaffold_356	2339	12376	ANAPC4_WD40,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H048	B3491|C53B4A4_001549-T1	L001	5	COCSP-8945	4	1	unexplained_physical	COCSP-8945:scaffold_110:85485-94997	scaffold_110	85485	94997	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	L005	4	1M0	4	1	unexplained_physical	1M0:scaffold_324:5195-21112	scaffold_324	5195	21112	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_Prp19,WHD_GPIID
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	L005	4	B11343	4	1	unexplained_physical	B11343:scaffold_393:6626-17067	scaffold_393	6626	17067	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_Prp19,WHD_GPIID
H048	B3491|C53B4A4_001549-T1	L001	4	B3256	4	1	unexplained_physical	B3256:scaffold_99:75412-84858	scaffold_99	75412	84858	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	4	B3476	4	3	unexplained_physical	B3476:scaffold_85:8574-18479	scaffold_85	8574	18479	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H053	B3440|C2CD592_003898-T1	L001	3	4M3	4	1	unexplained_physical	4M3:scaffold_373:589-10418	scaffold_373	589	10418	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	3	574-0_S_OLD_CPA0039	4	1	unexplained_physical	574-0_S_OLD_CPA0039:scaffold_52:45402-57362	scaffold_52	45402	57362	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H056	B11035|C5FC1D8_000225-T1	L002	3	B15257	4	2	unexplained_physical	B15257:scaffold_68:29173-30468	scaffold_68	29173	30468	Goodbye,NPHP3_N
H011	UCSF_Cp_Silveira|C282BBF_005390-T1	L002	3	B15257	4	2	unexplained_physical	B15257:scaffold_68:29173-30468	scaffold_68	29173	30468	Goodbye,NPHP3_N
H014	A502-1|C7FAE4E_005112-T1	L002	3	B15257	4	2	unexplained_physical	B15257:scaffold_68:29173-30468	scaffold_68	29173	30468	Goodbye,NPHP3_N
H054	CA23|C477594_005344-T1	L005	3	CA3	4	1	unexplained_physical	CA3:scaffold_145:6311-16348	scaffold_145	6311	16348	ANAPC4_WD40,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H061	COCSP_8725|CCC6481_008432-T1	L001	2	B11080	4	1	unexplained_physical	B11080:scaffold_316:5858-15879	scaffold_316	5858	15879	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7779,NB-ARC,NPHP3_N,TPR_12
H053	B3440|C2CD592_003898-T1	L001	2	B11198	4	1	unexplained_physical	B11198:scaffold_31:151506-162149	scaffold_31	151506	162149	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H020	574-0_S_OLD_CPA0039|C27CBD2_001106-T1	L003	2	B15368	4	1	ambiguous_linkage	B15368:scaffold_45:151034-159649	scaffold_45	151034	159649	HEAT_IPO9_c,Het-C,IBN_N,Xpo1
H050	GT-149|C5E7948_005114-T1	L005	2	B17567	4	2	unexplained_physical	B17567:scaffold_291:19924-26800	scaffold_291	19924	26800	Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H048	B3491|C53B4A4_001549-T1	L001	2	COCPO_175712	4	1	unexplained_physical	COCPO_175712:scaffold_64:5600-15819	scaffold_64	5600	15819	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H067	UTAH_23742X205|CB0BD29_008619-T1	L001	2	GT-123	4	1	unexplained_physical	GT-123:scaffold_207:16096-24905	scaffold_207	16096	24905	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7779,NB-ARC,NPHP3_N,TPR_12
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	L005	2	GT-139	4	1	unexplained_physical	GT-139:scaffold_221:15627-27341	scaffold_221	15627	27341	AAA_lid_TANC1,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,DUF676,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_Prp19,WHD_GPIID
H053	B3440|C2CD592_003898-T1	L001	1	573-1_S_NEW_CPA0033	4	1	unexplained_physical	573-1_S_NEW_CPA0033:scaffold_224:5100-14660	scaffold_224	5100	14660	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H006	B10757_Nevada|CAE1CCF_005469-T1	L007	1	B11002	4	1	unexplained_physical	B11002:scaffold_665:1726-10973	scaffold_665	1726	10973	SACS
H061	COCSP_8725|CCC6481_008432-T1	L001	1	B14132	4	1	unexplained_physical	B14132:scaffold_32:166770-176786	scaffold_32	166770	176786	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7779,NB-ARC,NPHP3_N,TPR_12
H068	B16531|C0BF1BA_007130-T1	L001	1	B3222	4	1	unexplained_physical	B3222:scaffold_40:116833-126297	scaffold_40	116833	126297	AAA_16,DUF6601,DUF7779,NB-ARC,TPR_12
H025	409B-0_L_OLD_CPA0011|C90261E_007970-T1	L008	1	CA15	4	2	unexplained_physical	CA15:scaffold_4:82317-85861	scaffold_4	82317	85861	AAA_16,ATPase_2,DUF7779,NB-ARC,Patatin,TPR_1,TPR_10,TPR_12,TPR_MalT,TPR_NPHP3
H028	5SD|CCCC1E1_001065-T1	L008	1	CA15	4	2	unexplained_physical	CA15:scaffold_4:82317-85861	scaffold_4	82317	85861	AAA_16,ATPase_2,DUF7779,NB-ARC,Patatin,TPR_1,TPR_10,TPR_12,TPR_MalT,TPR_NPHP3
H048	B3491|C53B4A4_001549-T1	L001	1	CA23	4	1	unexplained_physical	CA23:scaffold_29:107665-117677	scaffold_29	107665	117677	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
H054	CA23|C477594_005344-T1	L005	1	CA25	4	1	unexplained_physical	CA25:scaffold_24:149835-159872	scaffold_24	149835	159872	ANAPC4_WD40,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H055	5SD|CCCC1E1_003646-T1	L002	1	CA25	4	1	unexplained_physical	CA25:scaffold_28:136757-138042	scaffold_28	136757	138042	Goodbye,NPHP3_N
H016	CA25|C4385CC_002784-T1	L002	1	CA25	4	1	unexplained_physical	CA25:scaffold_28:136757-138042	scaffold_28	136757	138042	Goodbye,NPHP3_N
H010	UTAH_23742X260|CC29979_006059-T1	L002	1	CA25	4	1	unexplained_physical	CA25:scaffold_28:136757-138042	scaffold_28	136757	138042	Goodbye,NPHP3_N
H054	CA23|C477594_005344-T1	L005	1	COCPO_103718	4	1	unexplained_physical	COCPO_103718:scaffold_396:16-11491	scaffold_396	16	11491	ANAPC4_WD40,Abhydrolase_1,Abhydrolase_6,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NACHT,NPHP3_N,Sugar_tr,TRI12,WD40_CDC20-Fz,WD40_Prp19,WHD_GPIID
H050	GT-149|C5E7948_005114-T1	L005	1	Colorado_Springs_1	4	1	unexplained_physical	Colorado_Springs_1:scaffold_111:17345-25892	scaffold_111	17345	25892	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,NPHP3_N,PGAP1,WD40_CDC20-Fz,WHD_GPIID
H067	UTAH_23742X205|CB0BD29_008619-T1	L001	1	GT-100	4	1	unexplained_physical	GT-100:scaffold_506:7425-16244	scaffold_506	7425	16244	AAA_16,Abhydrolase_6,DUF6601,DUF676,DUF7779,NB-ARC,NPHP3_N,TPR_12
H050	GT-149|C5E7948_005114-T1	L005	1	GT-119	4	3	unexplained_physical	GT-119:scaffold_154:29180-39265	scaffold_154	29180	39265	APH,Beta-prop_EML_2,Beta-prop_IFT122_1st,Beta-prop_THOC3,Beta-prop_WDR3_1st,Beta-prop_WDR5,Fructosamin_kin,MFS_1,NPHP3_N,PGAP1,Sugar_tr,TRI12,WD40_CDC20-Fz,WHD_GPIID
H048	B3491|C53B4A4_001549-T1	L001	1	GT-119	4	1	unexplained_physical	GT-119:scaffold_7:122604-132002	scaffold_7	122604	132002	AAA_16,Abhydrolase_6,DUF676,DUF7104,DUF7779,NB-ARC,NPHP3_N,TPR_12
