q	s	pident	length	qlen	slen	qstart	qend	sstart	send	evalue	bits	qcov	scov	q_label	s_label	q_locus	s_locus
B3269|C180A32_006926-T1	B11002|C5E4193_001102-T1	23.8	441	1177	581	6	403	114	525	3.16e-13	66.2	0.338	0.709	H059	H074	L005	L004
B3276|C38AD85_001344-T1	B11035|C5FC1D8_003314-T1	39.6	91	541	1123	444	533	1	91	1.76e-13	65.9	0.166	0.081	H077	H057	L005	L005
CA23|C477594_005344-T1	B3244|CC6B4BB_007648-T1	23.7	316	1580	603	300	597	307	602	6.16e-13	65.9	0.189	0.491	H054	H037	L005	L004
B11035|C5FC1D8_003314-T1	B11002|C5E4193_001102-T1	26.6	305	1123	581	36	313	223	503	5.15e-13	65.5	0.248	0.484	H057	H074	L005	L004
B3244|CC6B4BB_007648-T1	GT-101|C4EFBB3_002316-T1	24.8	286	603	1631	321	601	355	624	4.09e-13	65.1	0.466	0.166	H037	H051	L004	L006
B11002|C5E4193_001102-T1	B11035|C5FC1D8_003314-T1	26.0	327	581	1123	223	525	36	335	4.62e-13	64.7	0.522	0.267	H074	H057	L004	L005
578-1_L_NEW_CPA0049|C79DB71_007498-T1	B3244|CC6B4BB_007648-T1	23.1	277	1575	603	326	582	336	589	1.4e-12	64.7	0.163	0.421	H052	H037	L005	L004
GT-147|C9481DC_005228-T1	B3244|CC6B4BB_007648-T1	23.1	277	1038	603	326	582	336	589	1.09e-12	64.3	0.248	0.421	H041	H037	L005	L004
Phoenix_2|CE7BF4E_002155-T1	GT-101|C4EFBB3_002316-T1	20.1	551	764	1631	28	537	326	808	1.37e-12	63.9	0.668	0.296	H066	H051	L001	L006
B11002|C5E4193_001102-T1	B3269|C180A32_006926-T1	23.8	441	581	1177	114	525	6	403	1.07e-12	63.5	0.709	0.338	H074	H059	L004	L005
B3244|CC6B4BB_007648-T1	B15142|CE5AC85_003480-T1	24.5	286	603	768	321	601	355	624	1.29e-12	63.2	0.466	0.352	H037	H075	L004	L006
B11035|C5FC1D8_003314-T1	B3276|C38AD85_001344-T1	39.6	91	1123	541	1	91	444	533	2.52e-12	63.2	0.081	0.166	H057	H077	L005	L005
GT-147|C9481DC_005228-T1	CA2|CD8B963_008471-T1	24.8	307	1038	548	376	663	7	303	3.04e-12	62.8	0.277	0.542	H041	H070	L005	L001
B3440|C2CD592_003898-T1	B3276|C38AD85_001344-T1	22.3	530	1687	541	141	643	53	513	7.17e-12	62.4	0.298	0.852	H053	H077	L001	L005
578-1_L_NEW_CPA0049|C79DB71_007498-T1	CA2|CD8B963_008471-T1	25.0	308	1575	548	376	663	7	303	6.69e-12	62.4	0.183	0.542	H052	H070	L005	L001
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	B3276|C38AD85_001344-T1	22.3	530	983	541	141	643	53	513	3.69e-12	62.4	0.512	0.852	H084	H077	L020	L005
GT-111|C5A2EA4_002972-T1	CA2|CD8B963_008471-T1	24.0	333	934	548	350	660	2	318	3.48e-12	62.4	0.333	0.578	H046	H070	L010	L001
GT-111|C5A2EA4_002972-T1	Phoenix_2|CE7BF4E_002155-T1	23.2	336	934	764	350	660	130	446	7.44e-12	61.6	0.333	0.415	H046	H066	L010	L001
B3491|C53B4A4_001549-T1	B3276|C38AD85_001344-T1	25.9	263	1273	541	141	393	53	289	1.17e-11	61.2	0.199	0.438	H048	H077	L001	L005
UTAH_23742X205|CB0BD29_008619-T1	B3276|C38AD85_001344-T1	25.9	263	1014	541	141	393	53	289	8.78e-12	61.2	0.25	0.438	H067	H077	L001	L005
CA7|CFA4D20_007665-T1	B3276|C38AD85_001344-T1	25.9	263	798	541	141	393	53	289	6.35e-12	61.2	0.317	0.438	H078	H077	L001	L005
GT-147|C9481DC_003434-T1	5SD|CCCC1E1_001065-T1	24.9	213	618	797	25	223	75	279	7.13e-12	60.8	0.322	0.257	H045	H028	L013	L008
5SD|CCCC1E1_001065-T1	UTAH_20380X1|CF4A409_007973-T1	28.9	142	797	440	32	171	310	434	9.02e-12	60.5	0.176	0.284	H028	H036	L008	L012
409B-0_L_OLD_CPA0011|C90261E_005650-T1	407-0_S_OLD_CPA0002|C577643_002522-T1	26.4	212	905	898	20	211	686	893	2.27e-11	60.1	0.212	0.232	H072	H065	L005	L006
COCSP_8725|CCC6481_008432-T1	B3276|C38AD85_001344-T1	25.5	263	1012	541	141	393	53	289	2e-11	60.1	0.25	0.438	H061	H077	L001	L005
B3244|CC6B4BB_007648-T1	GT-147|C9481DC_005228-T1	22.4	277	603	1038	336	589	326	582	1.3e-11	60.1	0.421	0.248	H037	H041	L004	L005
B3244|CC6B4BB_007648-T1	578-1_L_NEW_CPA0049|C79DB71_007498-T1	22.4	277	603	1575	336	589	326	582	1.43e-11	60.1	0.421	0.163	H037	H052	L004	L005
B12527|C750C60_003353-T1	B3276|C38AD85_001344-T1	25.5	263	1595	541	141	393	53	289	3.49e-11	60.1	0.159	0.438	H060	H077	L001	L005
TX8|C5FF6CA_008304-T1	B3276|C38AD85_001344-T1	25.5	263	983	541	141	393	53	289	1.93e-11	60.1	0.257	0.438	H085	H077	L001	L005
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	B3276|C38AD85_001344-T1	25.5	263	983	541	141	393	53	289	1.93e-11	60.1	0.257	0.438	H083	H077	L001	L005
B14286|CC2BA17_001544-T1	UTAH_20380X1|CF4A409_007973-T1	22.7	375	390	440	21	285	71	434	6.23e-12	59.3	0.679	0.827	H044	H036	L001	L012
CA2|CD8B963_008471-T1	GT-111|C5A2EA4_002972-T1	24.5	323	548	934	2	308	350	650	2.44e-11	58.9	0.56	0.322	H070	H046	L001	L010
UTAH_23742X205|CB0BD29_008619-T1	B11871|CA42FC6_007798-T1	24.3	333	1014	394	525	828	3	306	3.28e-11	58.9	0.3	0.772	H067	H049	L001	L002
B3491|C53B4A4_001549-T1	B11871|CA42FC6_007798-T1	24.3	333	1273	394	525	828	3	306	5.74e-11	58.5	0.239	0.772	H048	H049	L001	L002
CA2|CD8B963_008471-T1	B11871|CA42FC6_007798-T1	24.3	333	548	394	51	354	3	306	1.84e-11	58.5	0.555	0.772	H070	H049	L001	L002
B3244|CC6B4BB_007648-T1	CA23|C477594_005344-T1	23.8	210	603	1580	307	498	300	502	4.27e-11	58.5	0.318	0.128	H037	H054	L004	L005
CA7|CFA4D20_007665-T1	B11871|CA42FC6_007798-T1	25.5	278	798	394	525	776	3	263	4.22e-11	58.2	0.316	0.662	H078	H049	L001	L002
GT-147|C9481DC_003434-T1	409B-0_L_OLD_CPA0011|C90261E_007970-T1	24.4	213	618	1090	25	223	417	621	5.41e-11	58.2	0.322	0.188	H045	H025	L013	L008
UTAH_20380X1|CF4A409_007973-T1	5SD|CCCC1E1_001065-T1	28.9	142	440	797	310	434	32	171	2.66e-11	58.2	0.284	0.176	H036	H028	L012	L008
407-0_S_OLD_CPA0002|C577643_002522-T1	409B-0_L_OLD_CPA0011|C90261E_005650-T1	26.7	206	898	905	686	887	20	205	1.16e-10	57.8	0.225	0.206	H065	H072	L006	L005
B16531|C0BF1BA_007130-T1	B3276|C38AD85_001344-T1	25.1	263	1371	541	141	393	53	289	1.52e-10	57.8	0.185	0.438	H068	H077	L001	L005
Phoenix_2|CE7BF4E_002155-T1	CA23|C477594_005344-T1	20.8	548	764	1580	26	537	277	771	1.06e-10	57.8	0.67	0.313	H066	H054	L001	L005
Phoenix_2|CE7BF4E_002155-T1	GT-111|C5A2EA4_002972-T1	23.9	326	764	934	130	436	350	650	9.36e-11	57.8	0.402	0.322	H066	H046	L001	L010
B15142|CE5AC85_003480-T1	Phoenix_2|CE7BF4E_002155-T1	20.3	508	768	764	326	761	28	509	8.76e-11	57.8	0.568	0.631	H075	H066	L006	L001
B16531|C0BF1BA_007130-T1	B11871|CA42FC6_007798-T1	24.0	333	1371	394	525	828	3	306	1.45e-10	57.4	0.222	0.772	H068	H049	L001	L002
Phoenix_2|CE7BF4E_002155-T1	B11871|CA42FC6_007798-T1	24.0	333	764	394	179	482	3	306	6.98e-11	57.4	0.398	0.772	H066	H049	L001	L002
B3440|C2CD592_003898-T1	B11871|CA42FC6_007798-T1	24.0	333	1687	394	525	828	3	306	1.85e-10	57.4	0.18	0.772	H053	H049	L001	L002
TX8|C5FF6CA_008304-T1	B11871|CA42FC6_007798-T1	24.0	333	983	394	525	828	3	306	9.7e-11	57.4	0.309	0.772	H085	H049	L001	L002
COCSP_8725|CCC6481_008432-T1	B11871|CA42FC6_007798-T1	24.0	333	1012	394	525	828	3	306	1.01e-10	57.4	0.3	0.772	H061	H049	L001	L002
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	B11871|CA42FC6_007798-T1	24.0	333	983	394	525	828	3	306	9.7e-11	57.4	0.309	0.772	H084	H049	L020	L002
CA2|CD8B963_008471-T1	GT-101|C4EFBB3_002316-T1	20.9	449	548	1631	2	409	396	808	1.44e-10	56.6	0.745	0.253	H070	H051	L001	L006
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	B11871|CA42FC6_007798-T1	23.7	333	983	394	525	828	3	306	1.7e-10	56.6	0.309	0.772	H083	H049	L001	L002
B12527|C750C60_003353-T1	B11871|CA42FC6_007798-T1	23.7	333	1595	394	525	828	3	306	3.03e-10	56.6	0.191	0.772	H060	H049	L001	L002
UTAH_20380X1|CF4A409_007973-T1	B14286|CC2BA17_001544-T1	22.0	378	440	390	71	434	21	285	6.84e-11	56.2	0.827	0.679	H036	H044	L012	L001
B3301|C251A4F_003646-T1	B11871|CA42FC6_007798-T1	26.4	288	844	394	411	681	3	277	2.45e-10	55.8	0.321	0.698	H027	H049	L004	L002
UTAH_23742X205|CB0BD29_008619-T1	SDVA42|C8631F9_001720-T1	24.6	264	1014	257	525	763	3	250	1.82e-10	55.5	0.236	0.965	H067	H064	L001	L002
UTAH_23742X205|CB0BD29_008619-T1	B11035|C5FC1D8_003314-T1	25.1	331	1014	1123	575	887	10	317	7.38e-10	55.5	0.309	0.274	H067	H057	L001	L005
CA2|CD8B963_008471-T1	SDVA42|C8631F9_001720-T1	24.6	264	548	257	51	289	3	250	8.34e-11	55.5	0.436	0.965	H070	H064	L001	L002
CA7|CFA4D20_007665-T1	SDVA42|C8631F9_001720-T1	24.6	264	798	257	525	763	3	250	1.36e-10	55.5	0.299	0.965	H078	H064	L001	L002
GT-111|C5A2EA4_002972-T1	B3228|C904DB3_000957-T1	36.2	130	934	746	587	709	1	121	5.83e-10	55.5	0.132	0.162	H046	H062	L010	L004
B12527|C750C60_003353-T1	B11035|C5FC1D8_003314-T1	25.4	331	1595	1123	575	887	10	317	1.67e-09	55.1	0.196	0.274	H060	H057	L001	L005
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	B11035|C5FC1D8_003314-T1	25.4	331	983	1123	575	887	10	317	9.3e-10	55.1	0.318	0.274	H083	H057	L001	L005
UTAH_23742X205|CB0BD29_008619-T1	Michoacan_1|C0F72A3_003139-T1	24.3	333	1014	676	525	828	3	306	8.15e-10	55.1	0.3	0.45	H067	H058	L001	L002
B3491|C53B4A4_001549-T1	SDVA42|C8631F9_001720-T1	24.6	264	1273	257	525	763	3	250	3.17e-10	55.1	0.188	0.965	H048	H064	L001	L002
GT-111|C5A2EA4_002972-T1	B15145|CD39A0E_003234-T1	36.2	130	934	233	587	709	1	121	1.7e-10	55.1	0.132	0.519	H046	H063	L010	L004
CA2|CD8B963_008471-T1	B11035|C5FC1D8_003314-T1	27.7	213	548	1123	101	303	10	211	5.29e-10	54.7	0.37	0.18	H070	H057	L001	L005
CA2|CD8B963_008471-T1	Michoacan_1|C0F72A3_003139-T1	24.3	333	548	676	51	354	3	306	4.5e-10	54.7	0.555	0.45	H070	H058	L001	L002
B3491|C53B4A4_001549-T1	Michoacan_1|C0F72A3_003139-T1	24.3	333	1273	676	525	828	3	306	1.42e-09	54.7	0.239	0.45	H048	H058	L001	L002
CA7|CFA4D20_007665-T1	B11035|C5FC1D8_003314-T1	27.7	213	798	1123	575	777	10	211	9.26e-10	54.7	0.254	0.18	H078	H057	L001	L005
GT-171|C28DABA_004054-T1	B3244|CC6B4BB_007648-T1	25.4	232	995	603	317	540	336	538	9.87e-10	54.7	0.225	0.337	H069	H037	L005	L004
GT-149|C5E7948_005114-T1	B3244|CC6B4BB_007648-T1	25.4	232	1510	603	306	529	336	538	1.63e-09	54.7	0.148	0.337	H050	H037	L005	L004
B3228|C904DB3_000957-T1	GT-111|C5A2EA4_002972-T1	31.9	182	746	934	1	166	587	760	8.04e-10	54.7	0.223	0.186	H062	H046	L004	L010
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	B11035|C5FC1D8_003314-T1	25.1	331	983	1123	575	887	10	317	1.22e-09	54.7	0.318	0.274	H084	H057	L020	L005
5SD|CCCC1E1_001065-T1	GT-147|C9481DC_003434-T1	22.9	288	797	618	75	351	25	281	7.49e-10	54.7	0.348	0.416	H028	H045	L008	L013
TX8|C5FF6CA_008304-T1	B11035|C5FC1D8_003314-T1	25.1	331	983	1123	575	887	10	317	1.6e-09	54.3	0.318	0.274	H085	H057	L001	L005
Phoenix_2|CE7BF4E_002155-T1	B11035|C5FC1D8_003314-T1	25.1	331	764	1123	229	541	10	317	1.15e-09	54.3	0.41	0.274	H066	H057	L001	L005
B15145|CD39A0E_003234-T1	GT-111|C5A2EA4_002972-T1	31.9	182	233	934	1	166	587	760	7.66e-11	54.3	0.712	0.186	H063	H046	L004	L010
B16531|C0BF1BA_007130-T1	B11035|C5FC1D8_003314-T1	25.1	331	1371	1123	575	887	10	317	2.41e-09	54.3	0.228	0.274	H068	H057	L001	L005
CA7|CFA4D20_007665-T1	Michoacan_1|C0F72A3_003139-T1	25.5	278	798	676	525	776	3	263	1.03e-09	54.3	0.316	0.386	H078	H058	L001	L002
COCSP_8725|CCC6481_008432-T1	B11035|C5FC1D8_003314-T1	25.1	331	1012	1123	575	887	10	317	1.66e-09	54.3	0.309	0.274	H061	H057	L001	L005
B3491|C53B4A4_001549-T1	B11035|C5FC1D8_003314-T1	25.1	331	1273	1123	575	887	10	317	2.2e-09	54.3	0.246	0.274	H048	H057	L001	L005
B3276|C38AD85_001344-T1	B3301|C251A4F_003646-T1	24.9	205	541	844	317	514	336	516	6.32e-10	54.3	0.366	0.214	H077	H027	L005	L004
B3276|C38AD85_001344-T1	UTAH_23742X6|CAC50EA_001516-T1	24.9	205	541	1363	317	514	336	516	7.08e-10	54.3	0.366	0.133	H077	H026	L005	L004
B3276|C38AD85_001344-T1	B3244|CC6B4BB_007648-T1	24.9	205	541	603	317	514	336	516	5.51e-10	54.3	0.366	0.3	H077	H037	L005	L004
B3440|C2CD592_003898-T1	B11035|C5FC1D8_003314-T1	25.1	331	1687	1123	575	887	10	317	3.07e-09	54.3	0.186	0.274	H053	H057	L001	L005
B3440|C2CD592_003898-T1	SDVA42|C8631F9_001720-T1	24.0	262	1687	257	525	763	3	250	1.04e-09	53.9	0.142	0.965	H053	H064	L001	L002
TX8|C5FF6CA_008304-T1	SDVA42|C8631F9_001720-T1	24.0	262	983	257	525	763	3	250	5.65e-10	53.9	0.243	0.965	H085	H064	L001	L002
Phoenix_2|CE7BF4E_002155-T1	SDVA42|C8631F9_001720-T1	24.0	262	764	257	179	417	3	250	4.16e-10	53.9	0.313	0.965	H066	H064	L001	L002
COCSP_8725|CCC6481_008432-T1	SDVA42|C8631F9_001720-T1	24.0	262	1012	257	525	763	3	250	5.85e-10	53.9	0.236	0.965	H061	H064	L001	L002
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	SDVA42|C8631F9_001720-T1	24.0	262	983	257	525	763	3	250	5.65e-10	53.9	0.243	0.965	H084	H064	L020	L002
B16531|C0BF1BA_007130-T1	SDVA42|C8631F9_001720-T1	24.0	262	1371	257	525	763	3	250	8.29e-10	53.9	0.174	0.965	H068	H064	L001	L002
B3440|C2CD592_003898-T1	Michoacan_1|C0F72A3_003139-T1	23.9	331	1687	676	525	828	3	306	4.46e-09	53.5	0.18	0.45	H053	H058	L001	L002
SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	Michoacan_1|C0F72A3_003139-T1	23.9	331	983	676	525	828	3	306	2.34e-09	53.5	0.309	0.45	H084	H058	L020	L002
COCSP_8725|CCC6481_008432-T1	Michoacan_1|C0F72A3_003139-T1	23.9	331	1012	676	525	828	3	306	2.43e-09	53.5	0.3	0.45	H061	H058	L001	L002
Phoenix_2|CE7BF4E_002155-T1	Michoacan_1|C0F72A3_003139-T1	23.9	331	764	676	179	482	3	306	1.68e-09	53.5	0.398	0.45	H066	H058	L001	L002
TX8|C5FF6CA_008304-T1	Michoacan_1|C0F72A3_003139-T1	23.9	331	983	676	525	828	3	306	2.34e-09	53.5	0.309	0.45	H085	H058	L001	L002
B16531|C0BF1BA_007130-T1	Michoacan_1|C0F72A3_003139-T1	23.9	331	1371	676	525	828	3	306	3.51e-09	53.5	0.222	0.45	H068	H058	L001	L002
B12527|C750C60_003353-T1	SDVA42|C8631F9_001720-T1	23.7	262	1595	257	525	763	3	250	1.76e-09	53.1	0.15	0.965	H060	H064	L001	L002
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	SDVA42|C8631F9_001720-T1	23.7	262	983	257	525	763	3	250	1.01e-09	53.1	0.243	0.965	H083	H064	L001	L002
GT-111|C5A2EA4_002972-T1	UTAH_20380X10|CE3D476_001466-T1	28.7	94	934	439	331	420	340	431	2.2e-09	53.1	0.096	0.21	H046	H071	L010	L004
Phoenix_2|CE7BF4E_002155-T1	B15142|CE5AC85_003480-T1	20.3	507	764	768	28	509	326	761	2.33e-09	53.1	0.631	0.568	H066	H075	L001	L006
B12527|C750C60_003353-T1	Michoacan_1|C0F72A3_003139-T1	23.6	331	1595	676	525	828	3	306	7.2e-09	52.8	0.191	0.45	H060	H058	L001	L002
5SD|CCCC1E1_001065-T1	B3246|C90A8A7_001323-T1	22.2	288	797	1048	75	351	25	281	3.55e-09	52.8	0.348	0.245	H028	H040	L008	L013
B3301|C251A4F_003646-T1	Michoacan_1|C0F72A3_003139-T1	25.9	286	844	676	411	681	3	277	3.32e-09	52.8	0.321	0.407	H027	H058	L004	L002
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	Michoacan_1|C0F72A3_003139-T1	23.6	331	983	676	525	828	3	306	4.04e-09	52.8	0.309	0.45	H083	H058	L001	L002
B11002|C5E4193_001102-T1	B11871|CA42FC6_007798-T1	26.0	288	581	394	148	418	3	277	1.38e-09	52.8	0.466	0.698	H074	H049	L004	L002
UTAH_20380X10|CE3D476_001466-T1	GT-111|C5A2EA4_002972-T1	28.1	96	439	934	338	431	329	420	1.8e-09	52.4	0.214	0.099	H071	H046	L004	L010
Michoacan_1|C0F72A3_003139-T1	B3301|C251A4F_003646-T1	25.5	286	676	844	3	277	411	681	3.5e-09	52.4	0.407	0.321	H058	H027	L002	L004
Michoacan_1|C0F72A3_003139-T1	UTAH_23742X6|CAC50EA_001516-T1	25.5	286	676	1363	3	277	411	681	3.91e-09	52.4	0.407	0.199	H058	H026	L002	L004
578-1_L_NEW_CPA0049|C79DB71_006976-T1	UTAH_20380X10|CE3D476_001466-T1	29.8	114	1608	439	334	443	321	431	9.61e-09	52.0	0.068	0.253	H047	H071	L006	L004
B11035|C5FC1D8_003314-T1	UTAH_23742X205|CB0BD29_008619-T1	25.4	327	1123	1014	10	313	575	883	9.4e-09	52.0	0.271	0.305	H057	H067	L005	L001
B11871|CA42FC6_007798-T1	UTAH_23742X6|CAC50EA_001516-T1	26.4	288	394	1363	3	277	411	681	2.07e-09	52.0	0.698	0.199	H049	H026	L002	L004
B11871|CA42FC6_007798-T1	B3301|C251A4F_003646-T1	26.4	288	394	844	3	277	411	681	1.88e-09	52.0	0.698	0.321	H049	H027	L002	L004
407-0_S_OLD_CPA0002|C577643_002522-T1	UTAH_20380X10|CE3D476_001466-T1	29.8	114	898	439	334	443	321	431	4.81e-09	52.0	0.122	0.253	H065	H071	L006	L004
B11035|C5FC1D8_003314-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	25.7	327	1123	983	10	313	575	883	1.22e-08	51.6	0.271	0.314	H057	H083	L005	L001
B3228|C904DB3_000957-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	26.3	194	746	983	3	179	724	910	7.24e-09	51.6	0.237	0.19	H062	H083	L004	L001
B3228|C904DB3_000957-T1	B12527|C750C60_003353-T1	26.3	194	746	1595	3	179	724	910	7.93e-09	51.6	0.237	0.117	H062	H060	L004	L001
B3276|C38AD85_001344-T1	B11002|C5E4193_001102-T1	23.4	205	541	581	317	514	73	253	3.76e-09	51.6	0.366	0.312	H077	H074	L005	L004
B11035|C5FC1D8_003314-T1	B12527|C750C60_003353-T1	25.7	327	1123	1595	10	313	575	883	1.34e-08	51.6	0.271	0.194	H057	H060	L005	L001
B12527|C750C60_003353-T1	B3228|C904DB3_000957-T1	24.0	283	1595	746	724	988	3	268	2.23e-08	51.2	0.166	0.357	H060	H062	L001	L004
B11035|C5FC1D8_003314-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	25.4	327	1123	983	10	313	575	883	1.6e-08	51.2	0.271	0.314	H057	H084	L005	L020
B11035|C5FC1D8_003314-T1	CA7|CFA4D20_007665-T1	27.7	213	1123	798	10	211	575	777	1.51e-08	51.2	0.18	0.254	H057	H078	L005	L001
B11035|C5FC1D8_003314-T1	CA2|CD8B963_008471-T1	27.7	213	1123	548	10	211	101	303	1.28e-08	51.2	0.18	0.37	H057	H070	L005	L001
B3228|C904DB3_000957-T1	UTAH_23742X205|CB0BD29_008619-T1	25.8	194	746	1014	3	179	724	910	1.26e-08	50.8	0.237	0.184	H062	H067	L004	L001
B3228|C904DB3_000957-T1	Phoenix_2|CE7BF4E_002155-T1	25.8	194	746	764	3	179	378	564	1.16e-08	50.8	0.237	0.245	H062	H066	L004	L001
UTAH_23742X6|CAC50EA_001516-T1	B3276|C38AD85_001344-T1	23.9	205	1363	541	336	516	317	514	2.1e-08	50.8	0.133	0.366	H026	H077	L004	L005
B11035|C5FC1D8_003314-T1	Phoenix_2|CE7BF4E_002155-T1	25.4	327	1123	764	10	313	229	537	1.95e-08	50.8	0.271	0.404	H057	H066	L005	L001
B11035|C5FC1D8_003314-T1	TX8|C5FF6CA_008304-T1	25.4	327	1123	983	10	313	575	883	2.1e-08	50.8	0.271	0.314	H057	H085	L005	L001
B3244|CC6B4BB_007648-T1	GT-149|C5E7948_005114-T1	23.9	205	603	1510	336	516	306	503	1e-08	50.8	0.3	0.131	H037	H050	L004	L005
B11035|C5FC1D8_003314-T1	COCSP_8725|CCC6481_008432-T1	25.4	327	1123	1012	10	313	575	883	2.12e-08	50.8	0.271	0.305	H057	H061	L005	L001
B3244|CC6B4BB_007648-T1	GT-171|C28DABA_004054-T1	23.9	205	603	995	336	516	317	514	9.27e-09	50.8	0.3	0.199	H037	H069	L004	L005
B11035|C5FC1D8_003314-T1	B3491|C53B4A4_001549-T1	25.4	327	1123	1273	10	313	575	883	2.22e-08	50.8	0.271	0.243	H057	H048	L005	L001
B11035|C5FC1D8_003314-T1	B16531|C0BF1BA_007130-T1	25.4	327	1123	1371	10	313	575	883	2.25e-08	50.8	0.271	0.225	H057	H068	L005	L001
B11035|C5FC1D8_003314-T1	B3440|C2CD592_003898-T1	25.4	327	1123	1687	10	313	575	883	2.32e-08	50.8	0.271	0.183	H057	H053	L005	L001
SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	B3228|C904DB3_000957-T1	28.1	167	983	746	724	883	3	155	1.65e-08	50.8	0.163	0.205	H083	H062	L001	L004
B3244|CC6B4BB_007648-T1	B3276|C38AD85_001344-T1	23.9	205	603	541	336	516	317	514	7.42e-09	50.8	0.3	0.366	H037	H077	L004	L005
409B-0_L_OLD_CPA0011|C90261E_007970-T1	SDVA10|CE292C0_006993-T1	31.3	99	1090	105	417	513	11	99	5.55e-10	50.8	0.089	0.848	H025	H038	L008	L012
B3301|C251A4F_003646-T1	B3276|C38AD85_001344-T1	23.9	205	844	541	336	516	317	514	1.17e-08	50.8	0.214	0.366	H027	H077	L004	L005
5SD|CCCC1E1_003646-T1	B3222|C3A673A_002130-T1	100.0	22	105	117	84	105	3	24	1.18e-11	50.4	0.21	0.188	H055	H076	L002	L002
B3228|C904DB3_000957-T1	COCSP_8725|CCC6481_008432-T1	26.7	172	746	1012	3	160	724	888	1.65e-08	50.4	0.212	0.163	H062	H061	L004	L001
B3228|C904DB3_000957-T1	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007251-T1	26.7	172	746	983	3	160	724	888	1.64e-08	50.4	0.212	0.168	H062	H084	L004	L020
B11871|CA42FC6_007798-T1	UTAH_23742X205|CB0BD29_008619-T1	25.5	278	394	1014	3	263	525	776	5.98e-09	50.4	0.662	0.249	H049	H067	L002	L001
B11871|CA42FC6_007798-T1	CA7|CFA4D20_007665-T1	25.5	278	394	798	3	263	525	776	5.64e-09	50.4	0.662	0.316	H049	H078	L002	L001
5SD|CCCC1E1_001065-T1	SDVA10|CE292C0_006993-T1	31.3	99	797	105	75	171	11	99	5.44e-10	50.4	0.122	0.848	H028	H038	L008	L012
Phoenix_2|CE7BF4E_002155-T1	B3228|C904DB3_000957-T1	23.7	283	764	746	378	642	3	268	1.56e-08	50.4	0.347	0.357	H066	H062	L001	L004
B11035|C5FC1D8_000225-T1	B3222|C3A673A_002130-T1	100.0	22	149	117	128	149	3	24	3.75e-11	50.4	0.148	0.188	H056	H076	L002	L002
B11871|CA42FC6_007798-T1	CA2|CD8B963_008471-T1	25.5	278	394	548	3	263	51	302	4.9e-09	50.4	0.662	0.46	H049	H070	L002	L001
B3228|C904DB3_000957-T1	TX8|C5FF6CA_008304-T1	26.7	172	746	983	3	160	724	888	1.64e-08	50.4	0.212	0.168	H062	H085	L004	L001
UTAH_23742X260|CC29979_006058-T1	B3222|C3A673A_002130-T1	100.0	22	89	117	68	89	3	24	7.07e-12	50.4	0.247	0.188	H086	H076	L002	L002
B3228|C904DB3_000957-T1	B3440|C2CD592_003898-T1	26.7	172	746	1687	3	160	724	888	1.81e-08	50.4	0.212	0.098	H062	H053	L004	L001
5SD|CCCC1E1_003646-T1	730334_Guatemala|C5AD400_001716-T1	100.0	22	105	130	84	105	3	24	1.51e-11	50.4	0.21	0.169	H055	H073	L002	L002
B3228|C904DB3_000957-T1	B16531|C0BF1BA_007130-T1	26.7	172	746	1371	3	160	724	888	1.75e-08	50.4	0.212	0.12	H062	H068	L004	L001
B3228|C904DB3_000957-T1	B3491|C53B4A4_001549-T1	26.7	172	746	1273	3	160	724	888	1.73e-08	50.4	0.212	0.13	H062	H048	L004	L001
B11035|C5FC1D8_000225-T1	730334_Guatemala|C5AD400_001716-T1	100.0	22	149	130	128	149	3	24	4.8e-11	50.4	0.148	0.169	H056	H073	L002	L002
UTAH_23742X260|CC29979_006058-T1	730334_Guatemala|C5AD400_001716-T1	100.0	22	89	130	68	89	3	24	9.01e-12	50.4	0.247	0.169	H086	H073	L002	L002
730334_Guatemala|C5AD400_001716-T1	B11035|C5FC1D8_000225-T1	100.0	22	130	149	3	24	128	149	5.85e-11	50.1	0.169	0.148	H073	H056	L002	L002
B15145|CD39A0E_003234-T1	SOIL_578-1_A_NEW_CPA0048|CEB879C_008473-T1	26.3	194	233	983	3	179	724	910	1.98e-09	50.1	0.76	0.19	H063	H083	L004	L001
B15145|CD39A0E_003234-T1	B12527|C750C60_003353-T1	26.3	194	233	1595	3	179	724	910	2.1e-09	50.1	0.76	0.117	H063	H060	L004	L001
