label	anchor_family	neighbour_family	neighbour_label	frac_anchors	n_anchors	median_offset	bin	pfam
H086	UTAH_23742X260|CC29979_006058-T1	578-1_L_NEW_CPA0049|C79DB71_000187-T1		1.0	1	4.0	core	HGTP_anticodon,tRNA-synt_2b
H086	UTAH_23742X260|CC29979_006058-T1	578-1_L_NEW_CPA0049|C79DB71_000189-T1		1.0	1	2.0	core	LANC_like
H086	UTAH_23742X260|CC29979_006058-T1	5SD|CCCC1E1_003638-T1		1.0	1	8.0	core	
H086	UTAH_23742X260|CC29979_006058-T1	5SD|CCCC1E1_003643-T1		1.0	1	3.0	core	CBF
H010	UTAH_23742X260|CC29979_006059-T1	5SD|CCCC1E1_003647-T1		0.983	58	2.0	core	
H010	UTAH_23742X260|CC29979_006059-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		0.966	57	-9.0	core	ACBP
H010	UTAH_23742X260|CC29979_006059-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		0.966	57	-8.0	core	4HBT,4HBT_3
H010	UTAH_23742X260|CC29979_006059-T1	578-1_L_NEW_CPA0049|C79DB71_000185-T1		0.966	57	-5.0	core	DUF7905
H010	UTAH_23742X260|CC29979_006059-T1	578-1_L_NEW_CPA0049|C79DB71_000186-T1		0.966	57	-4.0	core	Prefoldin
H010	UTAH_23742X260|CC29979_006059-T1	B11002|C5E4193_004067-T1		0.966	57	-6.0	core	CHCH
H010	UTAH_23742X260|CC29979_006059-T1	578-1_L_NEW_CPA0049|C79DB71_000189-T1		0.966	57	-1.0	core	LANC_like
H010	UTAH_23742X260|CC29979_006059-T1	5SD|CCCC1E1_003646-T1	H055	0.966	57	1.0	shell	NPHP3_N
H034	UTAH_23742X51|C229CD7_002130-T1	578-1_L_NEW_CPA0049|C79DB71_007049-T1		1.0	34	-6.0	core	MPC
H034	UTAH_23742X51|C229CD7_002130-T1	B12496|CD2FAA9_003660-T1		1.0	34	-1.0	core	Aspzincin_M35,Peptidase_M35
H034	UTAH_23742X51|C229CD7_002130-T1	578-1_L_NEW_CPA0049|C79DB71_007048-T1		1.0	34	-5.0	core	Aa_trans
H034	UTAH_23742X51|C229CD7_002130-T1	B15257|C0359CC_004728-T1		1.0	34	-4.0	core	AA_permease,SLC12
H034	UTAH_23742X51|C229CD7_002130-T1	Michoacan_2|C26AA88_004321-T1		1.0	34	-7.0	core	LSM
H034	UTAH_23742X51|C229CD7_002130-T1	574-0_S_OLD_CPA0039|C27CBD2_006455-T1		0.971	33	4.0	singleton	NTF2
H034	UTAH_23742X51|C229CD7_002130-T1	GT-161|CD86944_006773-T1		0.971	33	-3.0	core	
H034	UTAH_23742X51|C229CD7_002130-T1	578-1_L_NEW_CPA0049|C79DB71_007037-T1		0.971	33	5.0	core	Anticodon_3,tRNA-synt_1,tRNA-synt_1g
H026	UTAH_23742X6|CAC50EA_001516-T1	578-1_L_NEW_CPA0049|C79DB71_001398-T1		1.0	347	-1.0	core	DSPc,DSPn,PTP-NADK,Tc-R-P,Y_phosphatase
H026	UTAH_23742X6|CAC50EA_001516-T1	578-1_L_NEW_CPA0049|C79DB71_001400-T1		0.997	346	1.0	core	CMAS,MTS,MetW,Methyltransf_11,Methyltransf_12,Methyltransf_23,Methyltransf_25,Methyltransf_31,Ubie_methyltran
H026	UTAH_23742X6|CAC50EA_001516-T1	730332_Guatemala|C45F23D_001017-T1		0.983	341	-3.0	core	HATPase_c
H026	UTAH_23742X6|CAC50EA_001516-T1	Tucson_2|C17EB43_005004-T1		0.983	341	3.0	core	LRR_15
H026	UTAH_23742X6|CAC50EA_001516-T1	Tucson_19|C6B259C_003383-T1		0.977	339	2.0	singleton	
H026	UTAH_23742X6|CAC50EA_001516-T1	B17567|C539AD4_001104-T1		0.974	338	-2.0	core	Pcc1
H026	UTAH_23742X6|CAC50EA_001516-T1	578-1_L_NEW_CPA0049|C79DB71_001395-T1		0.876	304	-4.0	core	Translin
H026	UTAH_23742X6|CAC50EA_001516-T1	578-1_L_NEW_CPA0049|C79DB71_001391-T1		0.873	303	-8.0	core	Inhibitor_I9,Peptidase_S8
