accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
A6TFL4	272620	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	GO:0008712:IEA|GO:0050661:IEA|GO:0097171:IEA|GO:0005975:IEA	PF01370	Epimerase	IPR001509|IPR011912|IPR036291	5.1.3.20	A6TFL4
A6TFN6	272620	KPN_03985	ABC-type multidrug transport system, permease component	GO:0005886:IEA|GO:0140359:IEA	PF12698	ABC2_membrane_3	IPR051449|IPR013525|IPR047817		A6TFN6
A6TFS6	272620	KPN_04027	Beta-lactamase-like protein	GO:0016787:IEA	PF12706	Lactamase_B_2	IPR001279|IPR036866|IPR050114		A6TFS6
A6TG17	272620	KPN_04118	Uncharacterized protein				IPR016024		A6TG17
A6TGB9	272620	rraA	Regulator of ribonuclease activity A	GO:0005829:IEA|GO:0060698:IEA|GO:0019899:IEA|GO:1902369:IEA	PF03737	RraA-like	IPR010203|IPR005493|IPR036704|IPR014339		A6TGB9
A6TGE4	272620	argH	Argininosuccinate lyase	GO:0005829:IEA|GO:0004056:IEA|GO:0042450:IEA	PF14698|PF00206	ASL_C2|Lyase_1	IPR029419|IPR009049|IPR024083|IPR020557|IPR000362|IPR022761|IPR008948	4.3.2.1	A6TGE4
A6TGH2	272620	wecA	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	GO:0009276:IEA|GO:0005886:IEA|GO:0016757:IEA|GO:0000287:IEA|GO:0030145:IEA|GO:0036380:IEA|GO:0044038:IEA|GO:0071555:IEA|GO:0009246:IEA|GO:0009243:IEA	PF00953	Glycos_transf_4	IPR012750|IPR000715	2.7.8.33	A6TGH2
A6TGL4	272620	yigP	Ubiquinone biosynthesis accessory factor UbiJ	GO:0005737:IEA|GO:0006744:IEA	PF02036	SCP2	IPR003033|IPR036527|IPR038989		A6TGL4
A6TGM5	272620	pepQ	Xaa-Pro dipeptidase	GO:0005829:IEA|GO:0004177:IEA|GO:0046872:IEA|GO:0008235:IEA|GO:0016795:IEA|GO:0102009:IEA|GO:0006508:IEA	PF21216|PF00557	PepQ_N|Peptidase_M24	IPR029149|IPR036005|IPR048819|IPR000994|IPR001131|IPR052433|IPR022846	3.4.13.9	A6TGM5
A6TGX5	272620	KPN_04454	Mgl repressor, galactose operon inducer	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF00356|PF13377	LacI|Peripla_BP_3	IPR000843|IPR046335|IPR010982|IPR028082		A6TGX5
A6TH00	272620	ybbC	Uncharacterized protein						A6TH00
A6TH09	272620	KPN_04488	Carbohydrate ABC transport system permease	GO:0005886:IEA|GO:0022857:IEA	PF02653	BPD_transp_2	IPR001851		A6TH09
A6THF0	272620	KPN_04633	Cytoplasmic protein	GO:0006355:IEA			IPR011608|IPR020044|IPR036634		A6THF0
A6THP2	272620	KPN_04726	DUF1722 domain-containing protein		PF04463|PF08349	2-thiour_desulf|DUF1722	IPR007553|IPR013560|IPR017087		A6THP2
A6THP5	272620	KPN_04729	Cyclopropane-fatty-acyl-phospholipid synthase	GO:0008168:IEA|GO:0008610:IEA|GO:0032259:IEA	PF02353	CMAS	IPR050723|IPR003333|IPR029063		A6THP5
A6THU5	272620	hpcH	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase	GO:0005737:IEA|GO:0043863:IEA|GO:0046872:IEA|GO:1901023:IEA|GO:0010124:IEA	PF03328	HpcH_HpaI	IPR005000|IPR023701|IPR012689|IPR050251|IPR015813|IPR040442	4.1.2.52	A6THU5
A6THV7	272620	KPN_04795	Sodium/panthothenate symporter	GO:0005886:IEA|GO:0015293:IEA|GO:0006814:IEA	PF00474	SSF	IPR038377|IPR001734|IPR050277		A6THV7
A6THW5	272620	KPN_04803	PTS permease	GO:0005737:IEA|GO:0016301:IEA|GO:0008982:IEA|GO:0009401:IEA	PF03830	PTSIIB_sorb	IPR004720|IPR036667		A6THW5
A6TI44	272620	KPN_pKPN3p05887	Transposase						A6TI44
A6TI85	272620	KPN_pKPN3p05927	HTH arsR-type domain-containing protein	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF12840	HTH_20	IPR011991|IPR001845|IPR051011|IPR036388|IPR036390		A6TI85
A6TIA3	272620	silB	Membrane fusion protein SilB	GO:0016020:IEA|GO:0030288:IEA|GO:0046914:IEA|GO:0022857:IEA|GO:0060003:IEA|GO:0015679:IEA	PF25869|PF25954|PF25919|PF19335|PF25967	3HB_CusB|Beta-barrel_RND_2|BSH_CusB|HMBD|RND-MFP_C	IPR058791|IPR058792|IPR058790|IPR045800|IPR058627|IPR051909|IPR006143		A6TIA3
A6TIB5	272620	KPN_pKPN3p05959	DUF2254 domain-containing protein		PF10011	DUF2254	IPR018723		A6TIB5
A6TIE2	272620	KPN_pKPN3p05986	Plasmid SOS inhibition protein B		PF06290	PsiB	IPR009385|IPR038131		A6TIE2
A6TIF2	272620	KPN_pKPN3p05996	HTH cro/C1-type domain-containing protein	GO:0003677:IEA	PF01381	HTH_3	IPR001387|IPR010982		A6TIF2
A6TIH1	272620	KPN_pKPN3p06015	Uncharacterized protein						A6TIH1
A6TIP4	272620	KPN_pKPN4p07088	Uncharacterized protein						A6TIP4
A6TJ23	272620	KPN_pKPN5p08216	Uncharacterized protein						A6TJ23
A6TJ49	272620	KPN_pKPN5p08242	Chlorite dismutase	GO:0020037:IEA|GO:0046872:IEA|GO:0016491:IEA	PF06778	Chlor_dismutase	IPR010644|IPR011008		A6TJ49
A6T4G0	272620	ileS	Isoleucine--tRNA ligase	GO:0005829:IEA|GO:0002161:IEA|GO:0005524:IEA|GO:0004822:IEA|GO:0000049:IEA|GO:0008270:IEA|GO:0006428:IEA	PF08264|PF00133|PF06827	Anticodon_1|tRNA-synt_1|zf-FPG_IleRS	IPR001412|IPR002300|IPR033708|IPR002301|IPR023585|IPR050081|IPR013155|IPR014729|IPR009080|IPR009008|IPR010663	6.1.1.5	A6T4G0
A6T4P2	272620	mutT	8-oxo-dGTP diphosphatase	GO:0035539:IEA|GO:0008413:IEA|GO:0044715:IEA|GO:0044716:IEA|GO:0046872:IEA|GO:0006281:IEA|GO:0006260:IEA	PF14815	NUDIX_4	IPR003561|IPR047127|IPR029119|IPR020476|IPR015797|IPR020084|IPR000086	3.6.1.55	A6T4P2
A6T4U7	272620	pulF	General secretion pathway protein F	GO:0005886:IEA|GO:0015627:IEA|GO:0046872:IEA|GO:0015628:IEA	PF00482|PF28597	T2SSF|T2SSF_N	IPR003004|IPR011850|IPR001992|IPR018076|IPR042094		A6T4U7
A6T4V4	272620	fhuA	Outer membrane pore protein, receptor for ferrichrome, colicin M, and phages T1, T5 and phi80	GO:0009279:IEA|GO:0015344:IEA|GO:0038023:IEA|GO:0015891:IEA	PF07715|PF00593	Plug|TonB_dep_Rec_b-barrel	IPR000531|IPR036942|IPR012910|IPR037066|IPR039426|IPR010916|IPR010917|IPR010105		A6T4V4
A6T500	272620	metQ	Lipoprotein	GO:0005886:IEA|GO:0015821:IEA	PF03180	Lipoprotein_9	IPR004872		A6T500
A6T529	272620	dinB	DNA polymerase IV	GO:0005829:IEA|GO:0003684:IEA|GO:0003887:IEA|GO:0000287:IEA|GO:0006281:IEA|GO:0006261:IEA|GO:0042276:IEA|GO:0009432:IEA	PF00817|PF11799|PF21999	IMS|IMS_C|IMS_HHH_1	IPR043502|IPR036775|IPR017961|IPR050116|IPR022880|IPR053848|IPR043128|IPR001126	2.7.7.7	A6T529
A6T582	272620	livF	ATP-binding component of leucine transport	GO:0005524:IEA|GO:0016887:IEA|GO:0015658:IEA|GO:0015807:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR052156|IPR027417		A6T582
A6T5F0	272620	thiL	Thiamine-monophosphate kinase	GO:0005524:IEA|GO:0000287:IEA|GO:0009030:IEA|GO:0009228:IEA|GO:0009229:IEA	PF00586|PF02769	AIRS|AIRS_C	IPR010918|IPR036676|IPR016188|IPR036921|IPR006283	2.7.4.16	A6T5F0
A6T5K8	272620	KPN_00427	Maltodextrin-binding protein	GO:0055052:IEA|GO:0030288:IEA|GO:0015144:IEA|GO:1901982:IEA|GO:0042956:IEA|GO:0015768:IEA	PF13416	SBP_bac_8	IPR006060|IPR006059		A6T5K8
A6T5M9	272620	ybaM	Inner membrane protein		PF10689	DUF2496	IPR019630		A6T5M9
A6T5N4	272620	KPN_00453	Nucleoid-associated protein KPN78578_04440	GO:0043590:IEA|GO:0005829:IEA|GO:0003677:IEA	PF02575	YbaB_DNA_bd	IPR036894|IPR004401		A6T5N4
A6T5T2	272620	KPN_00503	Uncharacterized protein						A6T5T2
A6T5W4	272620	KPN_00535	Aldehyde dehydrogenase	GO:0016620:IEA	PF00171	Aldedh	IPR016161|IPR016163|IPR016160|IPR029510|IPR016162|IPR015590		A6T5W4
A6T6C3	272620	glnS	Glutamine--tRNA ligase	GO:0005829:IEA|GO:0005524:IEA|GO:0004819:IEA|GO:0006425:IEA|GO:0006424:IEA	PF00749|PF03950|PF20974	tRNA-synt_1c|tRNA-synt_1c_C|tRNA-synt_1c_C2	IPR001412|IPR004514|IPR050132|IPR022861|IPR000924|IPR020058|IPR020059|IPR020061|IPR020056|IPR011035|IPR014729|IPR049437	6.1.1.18	A6T6C3
A6T6R3	272620	KPN_00848	Transcriptional regulator	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA|GO:0045892:IEA	PF00392|PF07702	GntR|UTRA	IPR050679|IPR028978|IPR000524|IPR011663|IPR036388|IPR036390		A6T6R3
A6T6T9	272620	cmr	Multidrug transporter MdfA	GO:0005886:IEA|GO:0015385:IEA|GO:0046677:IEA|GO:1990961:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR036259|IPR005829		A6T6T9
A6T726	272620	asnS	Asparagine--tRNA ligase	GO:0005737:IEA|GO:0004816:IEA|GO:0005524:IEA|GO:0003676:IEA|GO:0006421:IEA	PF00152|PF01336	tRNA-synt_2|tRNA_anti-codon	IPR004364|IPR006195|IPR045864|IPR004522|IPR002312|IPR012340|IPR004365	6.1.1.22	A6T726
A6T7R8	272620	phoC	Acid phosphatase	GO:0030288:IEA|GO:0003993:IEA	PF01569	PAP2	IPR001011|IPR018296|IPR054904|IPR000326|IPR036938	3.1.3.2	A6T7R8
A6T7U1	272620	osmE	Activator of ntrL protein	GO:0019867:IEA	PF04355	BamE	IPR037873|IPR007450		A6T7U1
A6T7W6	272620	trpB	Tryptophan synthase beta chain	GO:0005737:IEA|GO:0004834:IEA	PF00291	PALP	IPR006653|IPR006654|IPR023026|IPR001926|IPR036052	4.2.1.20	A6T7W6
A6T866	272620	yhjC	Transcriptional regulator, LysR family	GO:0003700:IEA|GO:0043565:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR058163|IPR000847|IPR005119|IPR036388|IPR036390		A6T866
A6T8B0	272620	KPN_01399	DUF1367 family protein		PF07105	DUF1367	IPR009797		A6T8B0
A6T8I0	272620	paaA	Phenylacetic acid degradation protein	GO:0005829:IEA|GO:0097266:IEA|GO:0010124:IEA	PF05138	PaaA_PaaC	IPR052703|IPR012347|IPR009078|IPR011881|IPR007814		A6T8I0
A6T8I3	272620	paaD	Phenylacetic acid degradation protein		PF01883|PF23451	FeS_assembly_P|Zn_ribbon_PaaD	IPR052339|IPR034904|IPR002744|IPR011883|IPR056572		A6T8I3
A6T8K9	272620	KPN_01499	Shikimate and dehydroshikimate transport protein (MFS family)	GO:0005886:IEA|GO:0022857:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR036259|IPR005829		A6T8K9
A6T8P1	272620	ogt	Methylated-DNA--protein-cysteine methyltransferase	GO:0005737:IEA|GO:0003908:IEA|GO:0006307:IEA|GO:0032259:IEA	PF01035|PF02870	DNA_binding_1|Methyltransf_1N	IPR001497|IPR014048|IPR036217|IPR008332|IPR023546|IPR036631|IPR036388	2.1.1.63	A6T8P1
A6T8S3	272620	KPN_01563	Bifunctional putative acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit	GO:0016740:IEA	PF16957	Mal_decarbox_Al	IPR005777|IPR037171		A6T8S3
A6T8T3	272620	ynfL	Transcriptional regulator (LysR family)	GO:0032993:IEA|GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR000847|IPR005119|IPR036388|IPR036390		A6T8T3
A6T8T9	272620	dmsB	Anaerobic dimethyl sulfoxide (DMSO) reductase, subunit B	GO:0051539:IEA|GO:0046872:IEA|GO:0016491:IEA|GO:0045333:IEA	PF13247	Fer4_11	IPR017896|IPR017900|IPR014297|IPR050954		A6T8T9
A6T8Y3	272620	marB	Multiple antibiotic resistance protein		PF13999	MarB	IPR025732		A6T8Y3
A6T8Y9	272620	KPN_01629	Oxidoreductase	GO:0005737:IEA|GO:0016853:IEA	PF02567	PhzC-PhzF	IPR003719		A6T8Y9
A6T954	272620	KPN_01694	3-oxoacyl-[acyl-carrier-protein] reductase FabG	GO:0004316:IEA|GO:0032787:IEA	PF13561	adh_short_C2	IPR057326|IPR036291|IPR020904|IPR050259|IPR002347		A6T954
A6T991	272620	KPN_01731	Periplasmic binding protein/LacI transcriptional regulator	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF00356|PF00532	LacI|Peripla_BP_1	IPR001387|IPR000843|IPR010982|IPR001761|IPR028082		A6T991
A6T9A5	272620	KPN_01745	Ascorbate-specific PTS system EIIC component	GO:0005886:IEA|GO:0009401:IEA	PF03611	EIIC-GAT	IPR051562|IPR004703		A6T9A5
A6T9G4	272620	KPN_01804	NADH dehydrogenase transcriptional regulator, LysR family	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR050176|IPR000847|IPR005119|IPR036388|IPR036390		A6T9G4
A6T9I7	272620	KPN_01827	Cation efflux system	GO:0016020:IEA|GO:0008324:IEA|GO:0006826:IEA|GO:0006829:IEA	PF01545|PF16916	Cation_efflux|ZT_dimer	IPR002524|IPR027470|IPR036837|IPR058533|IPR027469|IPR050291		A6T9I7
A6T9K0	272620	KPN_01840	Uncharacterized protein		PF05974	DUF892	IPR010287|IPR012347|IPR009078		A6T9K0
A6T9P5	272620	KPN_01885	Transport protein (ABC superfamily, membrane)	GO:0005886:IEA|GO:0055085:IEA	PF00528	BPD_transp_1	IPR000515|IPR035906		A6T9P5
A6T9T4	272620	ydcW	Gamma-aminobutyraldehyde dehydrogenase	GO:0019145:IEA|GO:0051287:IEA|GO:0019477:IEA|GO:0009447:IEA	PF00171	Aldedh	IPR016161|IPR016163|IPR029510|IPR016162|IPR015590|IPR015657|IPR017749	1.2.1.19|1.2.1.-	A6T9T4
A6T9U6	272620	ydcO	Benzoate transport protein (MFS family)	GO:0005886:IEA|GO:0042925:IEA	PF03594	BenE	IPR004711		A6T9U6
A6T9X2	272620	ydgT	Transcription modulator YdgT		PF05321	HHA	IPR007985|IPR036666		A6T9X2
A6TAF1	272620	KPN_02144	Efflux protein	GO:0005886:IEA|GO:0042910:IEA	PF00873	ACR_tran	IPR027463|IPR001036		A6TAF1
A6TAF8	272620	KPN_02151	ATP-binding component of citrate-dependent iron(III) transport protein	GO:0005524:IEA|GO:0016887:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR027417		A6TAF8
A6TAG4	272620	ydiI	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	GO:0005829:IEA|GO:0061522:IEA|GO:0009234:IEA	PF03061	4HBT	IPR029069|IPR030863|IPR003736|IPR006683	3.1.2.28	A6TAG4
A6TAM8	272620	nasF	Nitrate transporter component NasF	GO:0012505:IEA	PF13379	NMT1_2	IPR044527|IPR006311		A6TAM8
A6TB81	272620	yedJ	HD/PDEase domain-containing protein		PF01966	HD	IPR003607|IPR006674		A6TB81
A6TBB4	272620	sbmC	DNA gyrase inhibitor	GO:0005737:IEA|GO:0008657:IEA	PF14526	Cass2	IPR010499|IPR029441|IPR011256|IPR024911|IPR050908		A6TBB4
A6TBI3	272620	KPN_02536	ABC transport system permease protein	GO:0005886:IEA|GO:0055085:IEA	PF00528|PF12911	BPD_transp_1|OppC_N	IPR050366|IPR000515|IPR035906|IPR025966		A6TBI3
A6TBN8	272620	folE	GTP cyclohydrolase 1	GO:0005737:IEA|GO:0005525:IEA|GO:0003934:IEA|GO:0008270:IEA|GO:0006730:IEA|GO:0006729:IEA|GO:0046654:IEA	PF01227	GTP_cyclohydroI	IPR043133|IPR043134|IPR001474|IPR018234|IPR020602	3.5.4.16	A6TBN8
A6TBQ4	272620	yeiU	Lipid A 1-diphosphate synthase	GO:0005886:IEA|GO:0016776:IEA|GO:0050380:IEA|GO:0043165:IEA|GO:0009245:IEA|GO:0009103:IEA	PF01569	PAP2	IPR032908|IPR000326|IPR036938	2.7.4.29	A6TBQ4
A6TCB9	272620	KPN_02830	Transcriptional regulator (LysR family)	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR000847|IPR005119|IPR036388|IPR036390		A6TCB9
A6TCE0	272620	sseA	Sulfurtransferase	GO:0005829:IEA|GO:0016784:IEA|GO:0004792:IEA	PF00581	Rhodanese	IPR001763|IPR036873|IPR001307|IPR045078		A6TCE0
A6TCT2	272620	KPN_02997	Aspartyl/asparaginy/proline hydroxylase domain-containing protein	GO:0051213:IEA	PF05118	Asp_Arg_Hydrox	IPR007803|IPR051821|IPR027443|IPR047694		A6TCT2
A6TCV7	272620	KPN_03022	Osmotically-inducible protein Y	GO:0042597:IEA	PF04972	BON	IPR007055|IPR051686|IPR014004		A6TCV7
A6TCZ9	272620	KPN_03069	Phospho-beta-glucosidase B cryptic	GO:0005829:IEA|GO:0008422:IEA|GO:0016052:IEA	PF00232	Glyco_hydro_1	IPR017853|IPR001360		A6TCZ9
A6TD38	272620	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	GO:0008685:IEA|GO:0046872:IEA|GO:0019288:IEA|GO:0016114:IEA	PF02542	YgbB	IPR003526|IPR020555|IPR036571	4.6.1.12	A6TD38
A6TDG9	272620	ygdR	Lipoprotein YgdI/YgdR-like SH3-like domain-containing protein		PF06004	DUF903	IPR010920|IPR010305|IPR047807		A6TDG9
A6TDS8	272620	argO	Arginine exporter protein ArgO	GO:0005886:IEA|GO:0061459:IEA	PF01810	LysE	IPR023445|IPR001123|IPR004777		A6TDS8
A6TDT7	272620	KPN_03361	Aldehyde dehydrogenase	GO:0016620:IEA	PF00171	Aldedh	IPR016161|IPR016163|IPR016160|IPR029510|IPR016162|IPR015590		A6TDT7
A6TE53	272620	KPN_04860	Prophage tail length determinator		PF10145	PhageMin_Tail	IPR010090		A6TE53
A6TEB4	272620	lsrF	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase	GO:0005737:IEA|GO:0016747:IEA|GO:0004332:IEA	PF01791	DeoC	IPR013785|IPR002915|IPR050456|IPR041720|IPR033673	2.3.1.245	A6TEB4
A6TED0	272620	uxaA	Altronate hydrolase	GO:0016787:IEA|GO:0016829:IEA|GO:0019698:IEA	PF20629|PF04295|PF08666	GD_AH_C|GD_AH_second|SAF	IPR048332|IPR007392|IPR013974|IPR044144|IPR052172		A6TED0
A6TED7	272620	yqjD	DUF883 domain-containing protein	GO:0005886:IEA|GO:0043022:IEA	PF05957|PF19029	DUF883|DUF883_C	IPR043605|IPR043604|IPR010279		A6TED7
A6TEG3	272620	agaR	DEOR-type transcriptional regulator	GO:0003677:IEA|GO:0003700:IEA|GO:0006351:IEA	PF00455|PF08220	DeoRC|HTH_DeoR	IPR050313|IPR014036|IPR001034|IPR037171|IPR018356|IPR036390		A6TEG3
A6TEH6	272620	yhbT	Ubiquinone biosynthesis accessory factor UbiT	GO:0005829:IEA|GO:0006744:IEA	PF02036	SCP2	IPR003033|IPR036527|IPR016830		A6TEH6
A6TEI5	272620	truB	tRNA pseudouridine synthase B	GO:0003723:IEA|GO:0160148:IEA|GO:1990481:IEA|GO:0031119:IEA	PF09157|PF16198|PF01509	TruB-C_2|TruB_C_2|TruB_N	IPR020103|IPR002501|IPR015947|IPR036974|IPR014780|IPR015240|IPR032819	5.4.99.25	A6TEI5
A6TEJ2	272620	KPN_03582	Porin		PF07437	YfaZ	IPR011250|IPR009998		A6TEJ2
A6TEN4	272620	gltD	Glutamate synthase [NADPH] small chain	GO:0051539:IEA|GO:0004355:IEA|GO:0046872:IEA|GO:0006537:IEA	PF14691|PF07992	Fer4_20|Pyr_redox_2	IPR017896|IPR028261|IPR036188|IPR023753|IPR006006|IPR009051	1.4.1.13	A6TEN4
A6TEP6	272620	KPN_03637	Oxaloacetate decarboxylase alpha chain	GO:0005737:IEA|GO:0008948:IEA|GO:0004736:IEA|GO:0006094:IEA|GO:0006814:IEA	PF00364|PF00682|PF02436	Biotin_lipoyl|HMGL-like|PYC_OADA	IPR013785|IPR001882|IPR000089|IPR003379|IPR005776|IPR055268|IPR000891|IPR011053		A6TEP6
A6TET0	272620	acrE	Transmembrane protein affecting septum formation and cell membrane permeability	GO:0005886:IEA|GO:0022857:IEA|GO:0046677:IEA	PF25944|PF25917|PF25876|PF25967	Beta-barrel_RND|BSH_RND|HH_MFP_RND|RND-MFP_C	IPR058626|IPR058625|IPR058627|IPR058624|IPR006143		A6TET0
A6TEW4	272620	rpmC	Large ribosomal subunit protein uL29	GO:0022625:IEA|GO:0003735:IEA|GO:0006412:IEA	PF00831	Ribosomal_L29	IPR050063|IPR001854|IPR018254|IPR036049		A6TEW4
A6TF57	272620	yhhX	NAD(P)-binding dehydrogenase	GO:0000166:IEA|GO:0016491:IEA	PF01408|PF02894	GFO_IDH_MocA|GFO_IDH_MocA_C	IPR004104|IPR000683|IPR051317|IPR036291		A6TF57
A6TFG8	272620	yiaF	Lipoprotein		PF11254	DUF3053	IPR021413		A6TFG8
A6TFH7	272620	yiaH	O-acetyltransferase WecH	GO:0005886:IEA|GO:0016413:IEA|GO:0009246:IEA	PF01757	Acyl_transf_3	IPR002656|IPR032905	2.3.1.-	A6TFH7
A6TFL1	272620	KPN_03960	Glycosyl transferase, family 2	GO:0016740:IEA	PF00535	Glycos_transf_2	IPR001173|IPR029044		A6TFL1
A6TFV2	272620	KPN_04053	Bacterial regulatory protein, LacI	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF00356|PF13377	LacI|Peripla_BP_3	IPR000843|IPR046335|IPR010982|IPR028082		A6TFV2
A6TFV4	272620	KPN_04055	Permease IIC component	GO:0005886:IEA|GO:0008982:IEA|GO:0009401:IEA	PF02378	PTS_EIIC	IPR003352|IPR004501|IPR004796|IPR051088		A6TFV4
A6TG30	272620	pstA	Phosphate transport system permease protein PstA	GO:0005886:IEA|GO:0005315:IEA|GO:0035435:IEA	PF00528	BPD_transp_1	IPR000515|IPR035906|IPR005672|IPR051408		A6TG30
A6TGD1	272620	KPN_04236	5'-nucleotidase/2',3'-cyclic phosphodiesterase	GO:0030288:IEA|GO:0008253:IEA|GO:0046872:IEA|GO:0000166:IEA|GO:0008768:IEA|GO:0009166:IEA	PF02872|PF00149	5_nucleotid_C|Metallophos	IPR008334|IPR036907|IPR006146|IPR006179|IPR004843|IPR029052		A6TGD1
A6TGG2	272620	ppiC	Peptidyl-prolyl cis-trans isomerase C	GO:0005737:IEA|GO:0003755:IEA	PF13616	Rotamase_3	IPR046357|IPR000297|IPR023058|IPR052204	5.2.1.8	A6TGG2
A6TGK2	272620	rhtC	Amino acid exporter (Threonine)	GO:0005886:IEA|GO:0015171:IEA	PF01810	LysE	IPR004778|IPR001123		A6TGK2
A6TGN4	272620	nusG	Transcription termination/antitermination protein NusG	GO:0005829:IEA|GO:0006354:IEA|GO:0006353:IEA|GO:0032784:IEA|GO:0031564:IEA	PF00467|PF02357	KOW|NusG	IPR005824|IPR047050|IPR006645|IPR036735|IPR043425|IPR014722|IPR001062|IPR015869|IPR008991		A6TGN4
A6TGP3	272620	KPN_04368	PEP-dependent phosphotransferase enzyme III	GO:0046872:IEA|GO:0016740:IEA|GO:0009401:IEA	PF02255	PTS_IIA	IPR003188|IPR036542		A6TGP3
A6TGT0	272620	yjbC	Pseudouridine synthase	GO:0160138:IEA|GO:0003723:IEA|GO:0000455:IEA	PF00849|PF01479	PseudoU_synth_2|S4	IPR042092|IPR020103|IPR006145|IPR000748|IPR018496|IPR050343|IPR002942|IPR036986|IPR020094	5.4.99.-	A6TGT0
A6TGT8	272620	ansP	L-asparagine permease		PF05437	AzlD	IPR008407		A6TGT8
A6TGV8	272620	yjbO	Envelope stress response protein PspG		PF09583	Phageshock_PspG	IPR014318		A6TGV8
A6TGX2	272620	KPN_04451	Prepilin peptidase dependent protein C						A6TGX2
A6TGZ1	272620	KPN_04470	Uncharacterized protein						A6TGZ1
A6TH04	272620	KPN_04483	DNA-binding dual transcriptional regulator OmpR	GO:0005829:IEA|GO:0032993:IEA|GO:0000156:IEA|GO:0000976:IEA|GO:0006351:IEA|GO:0006355:IEA	PF00072|PF00486	Response_reg|Trans_reg_C	IPR011006|IPR001867|IPR016032|IPR001789|IPR039420|IPR036388		A6TH04
A6TH90	272620	hflC	Protein HflC	GO:0016020:IEA|GO:0008233:IEA|GO:0006508:IEA	PF01145	Band_7	IPR001107|IPR036013|IPR010200		A6TH90
A6THB2	272620	priB	Replication restart protein PriB	GO:1990077:IEA|GO:0003697:IEA|GO:0006269:IEA	PF22657	SSB_1	IPR012340|IPR000424|IPR023646		A6THB2
A6THC2	272620	ytfG	Oxidoreductase		PF05368	NmrA	IPR036291|IPR008030|IPR052718		A6THC2
A6THE4	272620	mpl	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase	GO:0005524:IEA|GO:0106418:IEA|GO:0051301:IEA|GO:0071555:IEA|GO:0009252:IEA|GO:0009254:IEA|GO:0008360:IEA	PF01225|PF02875|PF08245	Mur_ligase|Mur_ligase_C|Mur_ligase_M	IPR005757|IPR036565|IPR004101|IPR036615|IPR013221|IPR000713|IPR050061	6.3.2.45	A6THE4
A6THK7	272620	KPN_04691	Regulator of acetyl CoA synthetase ankyrin-like regulatory protein		PF21941	SMEK_N	IPR047740		A6THK7
A6TI16	272620	lasT	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ	GO:0005829:IEA|GO:0003723:IEA|GO:0106339:IEA|GO:0160206:IEA|GO:0002128:IEA	PF00588	SpoU_methylase	IPR029028|IPR004384|IPR001537|IPR029026	2.1.1.200	A6TI16
A6TI75	272620	KPN_pKPN3p05917	Uncharacterized protein						A6TI75
A6TIG2	272620	traE	F pilus assembly protein		PF05309	TraE	IPR007973		A6TIG2
A6TIV6	272620	traQ	F pilin synthesis		PF09679	TraQ	IPR014112		A6TIV6
A6TIV9	272620	traH	F pilus assembly protein		PF06122	TraH	IPR010927		A6TIV9
A6TIZ8	272620	KPN_pKPN5p08191	Glutamine ABC transporter substrate-binding protein GlnH	GO:0016020:IEA|GO:0030288:IEA|GO:0015276:IEA	PF00497	SBP_bac_3	IPR001320|IPR044132|IPR018313|IPR001638		A6TIZ8
A6T4F5	272620	dnaJ	Chaperone protein DnaJ	GO:0005737:IEA|GO:0005524:IEA|GO:0031072:IEA|GO:0051082:IEA|GO:0008270:IEA|GO:0006260:IEA|GO:0042026:IEA|GO:0009408:IEA	PF00226|PF01556|PF27439|PF00684	DnaJ|DnaJ_C|DnaJ_C_2|DnaJ_CXXCXGXG	IPR012724|IPR002939|IPR001623|IPR018253|IPR008971|IPR001305|IPR036410|IPR036869		A6T4F5
