accession	taxon_id	gene_name	description	go_ids	pfam_ids	pfam_names	interpro_ids	ec_numbers	alphafold_id
B2UL06	349741		Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	GO:0005737:IEA|GO:0003949:IEA|GO:0000105:IEA|GO:0000162:IEA	PF00977	His_biosynth	IPR013785|IPR011858|IPR006062|IPR044524|IPR011060	5.3.1.16	B2UL06
B2UL14	349741		Signal peptidase I	GO:0016020:IEA|GO:0004252:IEA|GO:0009003:IEA|GO:0006465:IEA	PF10502	Peptidase_S26	IPR036286|IPR000223|IPR019533	3.4.21.89	B2UL14
B2UL16	349741		DOMON-like domain-containing protein						B2UL16
B2UL33	349741		Thioredoxin domain-containing protein		PF13098	Thioredoxin_2	IPR051099|IPR012336|IPR036249|IPR013766		B2UL33
B2UL35	349741		Lipoprotein						B2UL35
B2UL81	349741		Phenazine biosynthesis protein PhzF family	GO:0005737:IEA|GO:0016853:IEA	PF02567	PhzC-PhzF	IPR003719		B2UL81
B2UL89	349741		Nucleotidyl transferase domain-containing protein		PF00483	NTP_transferase	IPR005835|IPR029044		B2UL89
B2ULA3	349741		Uncharacterized protein						B2ULA3
B2ULA7	349741		Uncharacterized protein						B2ULA7
B2ULD6	349741		non-specific serine/threonine protein kinase	GO:0005524:IEA|GO:0004674:IEA	PF00069	Pkinase	IPR011009|IPR050660|IPR000719|IPR017441|IPR008271|IPR011990	2.7.11.1	B2ULD6
B2ULF4	349741		DUF4391 domain-containing protein		PF14335	DUF4391	IPR025503		B2ULF4
B2ULH8	349741		Lipolytic protein G-D-S-L family	GO:0016788:IEA	PF13472	Lipase_GDSL_2	IPR051532|IPR013830|IPR036514		B2ULH8
B2ULI0	349741		Lipolytic protein G-D-S-L family	GO:0016788:IEA	PF13472	Lipase_GDSL_2	IPR013830|IPR036514		B2ULI0
B2ULJ7	349741		EamA domain-containing protein	GO:0005886:IEA	PF00892	EamA	IPR050638|IPR000620|IPR037185		B2ULJ7
B2ULK8	349741		DEAD/DEAH box helicase domain protein	GO:0004386:IEA|GO:0003676:IEA	PF13482	RNase_H_2	IPR012337|IPR036397|IPR038720		B2ULK8
B2ULL1	349741		Pseudouridine synthase	GO:0140098:IEA|GO:0009982:IEA|GO:0003723:IEA|GO:0001522:IEA|GO:0006364:IEA	PF00849	PseudoU_synth_2	IPR042092|IPR020103|IPR006145|IPR000748|IPR018496|IPR050343|IPR020094	5.4.99.-	B2ULL1
B2ULL5	349741		Glycosyl transferase family 2	GO:0005886:IEA|GO:0016740:IEA	PF00535	Glycos_transf_2	IPR001173|IPR050256|IPR029044		B2ULL5
B2ULM9	349741	larC	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein	GO:0016829:IEA|GO:0016151:IEA|GO:0051604:IEA	PF01969	Ni_insertion	IPR002822	4.99.1.12	B2ULM9
B2ULN4	349741		Uncharacterized protein						B2ULN4
B2ULV0	349741		Uncharacterized protein						B2ULV0
B2ULW3	349741		Phage holin family protein		PF07332	Phage_holin_3_6	IPR009937		B2ULW3
B2ULW8	349741		O-antigen ligase-related domain-containing protein	GO:0016020:IEA	PF04932	Wzy_C	IPR007016		B2ULW8
B2UM36	349741		Uncharacterized protein						B2UM36
B2UM66	349741		Dihydrolipoyllysine-residue succinyltransferase	GO:0005829:IEA|GO:0045252:IEA|GO:0004149:IEA|GO:0033512:IEA|GO:0006099:IEA	PF00198|PF00364	2-oxoacid_dh|Biotin_lipoyl	IPR003016|IPR050537|IPR001078|IPR000089|IPR023213|IPR011053|IPR006255	2.3.1.61	B2UM66
B2UM72	349741		CHASE2 domain-containing protein						B2UM72
B2UMC7	349741	tdh	L-threonine 3-dehydrogenase	GO:0005737:IEA|GO:0008743:IEA|GO:0008270:IEA|GO:0019518:IEA	PF08240|PF00107	ADH_N|ADH_zinc_N	IPR013149|IPR013154|IPR002328|IPR020843|IPR011032|IPR004627|IPR036291|IPR050129	1.1.1.103	B2UMC7
B2UME7	349741		Peptidase M23	GO:0004222:IEA	PF01551	Peptidase_M23	IPR050570|IPR011055|IPR016047		B2UME7
B2UMI9	349741		histidine kinase	GO:0005886:IEA|GO:0004721:IEA|GO:0000155:IEA|GO:0016036:IEA	PF02518|PF00512	HATPase_c|HisKA	IPR050351|IPR036890|IPR003594|IPR005467|IPR003661|IPR036097|IPR004358	2.7.13.3	B2UMI9
B2UMK8	349741		LicD family protein		PF04991	LicD	IPR007074|IPR052942		B2UMK8
B2UMM8	349741		Glycosyl transferase family 2	GO:0016757:IEA|GO:0071555:IEA	PF13641	Glyco_tranf_2_3	IPR029044		B2UMM8
B2UMT4	349741	rplV	Large ribosomal subunit protein uL22	GO:0022625:IEA|GO:0019843:IEA|GO:0003735:IEA|GO:0006412:IEA	PF00237	Ribosomal_L22	IPR001063|IPR005727|IPR047867|IPR018260|IPR036394		B2UMT4
B2UMV2	349741		TPR repeat-containing protein		PF00515	TPR_1	IPR011990|IPR019734		B2UMV2
B2UMX0	349741		Prephenate dehydrogenase	GO:0070403:IEA|GO:0008977:IEA|GO:0004665:IEA|GO:0006571:IEA	PF20463|PF02153	PDH_C|PDH_N	IPR008927|IPR036291|IPR046825|IPR046826|IPR050812|IPR003099	1.3.1.12	B2UMX0
B2UMY1	349741	ftsH	ATP-dependent zinc metalloprotease FtsH	GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0004176:IEA|GO:0004222:IEA|GO:0008270:IEA|GO:0030163:IEA|GO:0006508:IEA	PF00004|PF17862|PF01434	AAA|AAA_lid_3|Peptidase_M41	IPR003593|IPR041569|IPR003959|IPR003960|IPR005936|IPR027417|IPR000642|IPR037219	3.4.24.-	B2UMY1
B2UMY4	349741	menB	1,4-dihydroxy-2-naphthoyl-CoA synthase	GO:0005829:IEA|GO:0008935:IEA|GO:0009234:IEA	PF00378	ECH_1	IPR029045|IPR010198|IPR018376|IPR001753|IPR014748	4.1.3.36	B2UMY4
B2UN37	349741	fucK	L-fuculokinase	GO:0005524:IEA|GO:0008737:IEA|GO:0042355:IEA	PF02782|PF00370	FGGY_C|FGGY_N	IPR043129|IPR000577|IPR018483|IPR018485|IPR050406|IPR018484|IPR013450	2.7.1.51	B2UN37
B2UN53	349741		Alanine racemase	GO:0005829:IEA|GO:0008784:IEA|GO:0030170:IEA|GO:0030632:IEA	PF00842|PF01168	Ala_racemase_C|Ala_racemase_N	IPR000821|IPR009006|IPR011079|IPR001608|IPR020622|IPR029066	5.1.1.1	B2UN53
B2UN82	349741		Acyltransferase 3 domain-containing protein	GO:0005886:IEA|GO:0016413:IEA|GO:0009246:IEA	PF01757	Acyl_transf_3	IPR002656		B2UN82
B2UN91	349741	gltX	Glutamate--tRNA ligase	GO:0005829:IEA|GO:0005524:IEA|GO:0004818:IEA|GO:0000049:IEA|GO:0008270:IEA|GO:0006424:IEA	PF19269|PF00749	Anticodon_2|tRNA-synt_1c	IPR045462|IPR020751|IPR001412|IPR008925|IPR004527|IPR000924|IPR020058|IPR049940|IPR033910|IPR014729	6.1.1.17	B2UN91
B2UN99	349741		Glutamate decarboxylase	GO:0005829:IEA|GO:0004351:IEA|GO:0030170:IEA|GO:0006538:IEA	PF00282	Pyridoxal_deC	IPR010107|IPR002129|IPR015424|IPR015421	4.1.1.15	B2UN99
B2UNA4	349741		Transcriptional regulator, TetR family	GO:0003700:IEA|GO:0000976:IEA	PF17939|PF00440	TetR_C_30|TetR_N	IPR009057|IPR050109|IPR001647|IPR041586|IPR036271		B2UNA4
B2UNA5	349741		Redoxin domain protein	GO:0030313:IEA|GO:0008092:IEA|GO:0042802:IEA|GO:0030674:IEA|GO:0043130:IEA|GO:0017004:IEA	PF03983|PF13905	SHD1|Thioredoxin_8	IPR007131|IPR012336|IPR036249|IPR013766|IPR050553		B2UNA5
B2UNB9	349741		alpha-L-fucosidase	GO:0005764:IEA|GO:0004560:IEA|GO:0006004:IEA|GO:0016139:IEA	PF01120|PF00754|PF13287	Alpha_L_fucos|F5_F8_type_C|Fn3_assoc	IPR000421|IPR026876|IPR008979|IPR017853|IPR000933|IPR057739	3.2.1.51	B2UNB9
B2UNC5	349741	bioD	ATP-dependent dethiobiotin synthetase BioD	GO:0005829:IEA|GO:0005524:IEA|GO:0004141:IEA|GO:0000287:IEA|GO:0042803:IEA|GO:0009102:IEA	PF13500	AAA_26	IPR004472|IPR027417	6.3.3.3	B2UNC5
B2UNC9	349741		ABC transporter related	GO:0098796:IEA|GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0022857:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR015854|IPR017911|IPR027417		B2UNC9
B2UND4	349741		ABC transporter related	GO:0005524:IEA|GO:0016887:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR050166|IPR027417		B2UND4
B2UNL1	349741		Restriction modification system DNA specificity domain	GO:0003677:IEA|GO:0009307:IEA	PF01420	Methylase_S	IPR000055|IPR044946|IPR052021		B2UNL1
B2UNL9	349741		Putative ferredoxin		PF13370	Fer4_13			B2UNL9
B2UNM8	349741		Transport system permease protein	GO:0005886:IEA|GO:0022857:IEA|GO:0033214:IEA	PF01032	FecCD	IPR037294|IPR000522		B2UNM8
B2UNQ2	349741		Uncharacterized protein						B2UNQ2
B2UNS3	349741		Sel1 domain protein repeat-containing protein		PF08238	Sel1	IPR006597|IPR050767|IPR011990		B2UNS3
B2UNT5	349741		Nudix hydrolase domain-containing protein	GO:0016787:IEA|GO:0016776:IEA|GO:0006797:IEA	PF00293|PF03976	NUDIX|PPK2	IPR015797|IPR020084|IPR000086|IPR027417|IPR022300|IPR022488		B2UNT5
B2UNU5	349741		Uncharacterized protein						B2UNU5
B2UP07	349741		Glycoside hydrolase family 2 sugar binding	GO:0004553:IEA|GO:0005975:IEA	PF18565|PF00703|PF02836|PF02837	Glyco_hydro2_C5|Glyco_hydro_2|Glyco_hydro_2_C|Glyco_hydro_2_N	IPR036156|IPR008979|IPR017853|IPR051913|IPR040605|IPR006103|IPR006104|IPR013783|IPR006102		B2UP07
B2UP37	349741		Lnb N-terminal periplasmic domain-containing protein		PF13387	Lnb_N	IPR025178		B2UP37
B2UP38	349741	pheT	Phenylalanine--tRNA ligase beta subunit	GO:0009328:IEA|GO:0005524:IEA|GO:0000287:IEA|GO:0004826:IEA|GO:0000049:IEA|GO:0006432:IEA	PF03483|PF03484|PF03147|PF01588|PF17759	B3_4|B5|FDX-ACB|tRNA_bind|tRNA_synthFbeta	IPR045864|IPR005146|IPR009061|IPR005121|IPR036690|IPR012340|IPR045060|IPR004532|IPR020825|IPR041616|IPR002547|IPR033714|IPR005147	6.1.1.20	B2UP38
B2UP76	349741		Iron-sulfur cluster carrier protein	GO:0051539:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0140663:IEA|GO:0046872:IEA|GO:0016226:IEA	PF01883|PF10609	FeS_assembly_P|ParA	IPR034904|IPR002744|IPR000808|IPR019591|IPR044304|IPR027417|IPR033756		B2UP76
B2UPA7	349741		Uncharacterized protein						B2UPA7
B2UPF3	349741		Phospholipid/glycerol acyltransferase	GO:0016746:IEA|GO:0006629:IEA	PF13444|PF19576	Acetyltransf_5|Acyltransf_2	IPR045746|IPR016181|IPR052351|IPR002123		B2UPF3
B2UPJ6	349741		Putative flippase	GO:0005886:IEA			IPR050833		B2UPJ6
B2UPM7	349741		Polysaccharide biosynthesis protein	GO:0005886:IEA			IPR050833		B2UPM7
B2UPN1	349741		Aminoglycoside phosphotransferase	GO:0016740:IEA	PF01636	APH	IPR002575|IPR011009|IPR050249		B2UPN1
B2UPQ0	349741		ATPase associated with various cellular activities AAA_3	GO:0005524:IEA|GO:0016887:IEA	PF07726|PF17863	AAA_3|AAA_lid_2	IPR011703|IPR050764|IPR041628|IPR027417		B2UPQ0
B2UPT5	349741		Uncharacterized protein						B2UPT5
B2UQ03	349741		Transcriptional regulator, LysR family	GO:0003700:IEA|GO:0000976:IEA|GO:0006351:IEA	PF00126|PF03466	HTH_1|LysR_substrate	IPR000847|IPR005119|IPR036388|IPR036390		B2UQ03
B2UQ06	349741		DUF1015 domain-containing protein		PF06245	DUF1015	IPR008323		B2UQ06
B2UQ14	349741		Uncharacterized protein						B2UQ14
B2UQ17	349741		Uncharacterized protein						B2UQ17
B2UQ63	349741		Fucosyltransferase C-terminal domain-containing protein		PF00852	Glyco_transf_10	IPR055270|IPR038577		B2UQ63
B2UQ90	349741		Pre-heme d1 synthase	GO:0051539:IEA|GO:0003824:IEA|GO:0046872:IEA|GO:0006783:IEA	PF04055	Radical_SAM	IPR013785|IPR006638|IPR017200|IPR050377|IPR007197|IPR058240		B2UQ90
B2UQA2	349741	hisF	Imidazole glycerol phosphate synthase subunit HisF	GO:0005737:IEA|GO:0000107:IEA|GO:0016829:IEA|GO:0000105:IEA	PF00977	His_biosynth	IPR013785|IPR006062|IPR004651|IPR050064|IPR011060	4.3.2.10	B2UQA2
B2UQA3	349741		Uncharacterized protein						B2UQA3
B2UQB3	349741		LamG domain-containing protein		PF13385	Laminin_G_3	IPR013320		B2UQB3
B2UQM7	349741	rpsE	Small ribosomal subunit protein uS5	GO:0005737:IEA|GO:0015935:IEA|GO:0019843:IEA|GO:0003735:IEA|GO:0042254:IEA|GO:0006412:IEA	PF00333|PF03719	Ribosomal_S5|Ribosomal_S5_C	IPR020568|IPR000851|IPR005712|IPR005324|IPR013810|IPR014721		B2UQM7
B2UQQ1	349741		Uncharacterized protein						B2UQQ1
B2UQQ2	349741	rbfA	Ribosome-binding factor A	GO:0005829:IEA|GO:0043024:IEA|GO:0030490:IEA	PF02033	RBFA	IPR015946|IPR000238|IPR023799|IPR020053		B2UQQ2
B2UQU1	349741		Uncharacterized protein						B2UQU1
B2UQV7	349741		DUF3820 family protein		PF12843	QSregVF_b	IPR024530		B2UQV7
B2UR47	349741		Xaa-Pro aminopeptidase	GO:0005829:IEA|GO:0030145:IEA|GO:0070006:IEA|GO:0006508:IEA	PF05195|PF00557	AMP_N|Peptidase_M24	IPR007865|IPR029149|IPR036005|IPR000994|IPR052433	3.4.11.9	B2UR47
B2UR49	349741		AURKAIP1/COX24 domain-containing protein						B2UR49
B2UR58	349741		Biotin and thiamin synthesis associated	GO:0051539:IEA|GO:0003824:IEA|GO:0005506:IEA|GO:0009228:IEA	PF06968|PF04055	BATS|Radical_SAM	IPR013785|IPR010722|IPR007197|IPR058240|IPR012726|IPR034428		B2UR58
B2UR68	349741		Uncharacterized protein						B2UR68
B2UR73	349741		H(+)-transporting two-sector ATPase	GO:0005886:IEA|GO:0016787:IEA|GO:0008324:IEA|GO:0030001:IEA	PF02386	TrkH	IPR003445	3.6.3.14	B2UR73
B2URB0	349741		ATPase associated with various cellular activities AAA_3	GO:0005524:IEA|GO:0016887:IEA	PF07726|PF17863	AAA_3|AAA_lid_2	IPR003593|IPR011703|IPR050764|IPR041628|IPR001270|IPR027417		B2URB0
B2URC2	349741		Sulfatase	GO:0004065:IEA|GO:0046872:IEA	PF00884	Sulfatase	IPR017850|IPR050738|IPR024607|IPR000917		B2URC2
B2URC3	349741		Septum formation initiator family protein		PF04977	DivIC	IPR007060		B2URC3
B2URE0	349741		Cobalamin (Vitamin B12) biosynthesis CbiM protein	GO:0005886:IEA|GO:0000041:IEA	PF01891|PF13190	CbiM|PDGLE	IPR002751|IPR025937		B2URE0
B2URE3	349741	argB	Acetylglutamate kinase	GO:0005737:IEA|GO:0003991:IEA|GO:0005524:IEA|GO:0042450:IEA	PF00696	AA_kinase	IPR036393|IPR004662|IPR037528|IPR001048	2.7.2.8	B2URE3
B2URE5	349741	rplI	Large ribosomal subunit protein bL9	GO:1990904:IEA|GO:0005840:IEA|GO:0019843:IEA|GO:0003735:IEA|GO:0006412:IEA	PF03948|PF01281	Ribosomal_L9_C|Ribosomal_L9_N	IPR000244|IPR009027|IPR020594|IPR020069|IPR036791|IPR020070|IPR036935		B2URE5
B2URF8	349741	aroB	3-dehydroquinate synthase	GO:0005737:IEA|GO:0003856:IEA|GO:0046872:IEA|GO:0000166:IEA|GO:0008652:IEA|GO:0009073:IEA|GO:0009423:IEA	PF01761|PF24621	DHQ_synthase|DHQS_C	IPR050071|IPR016037|IPR030963|IPR030960|IPR056179	4.2.3.4	B2URF8
B2URG8	349741	dnaX	DNA polymerase III subunit gamma/tau	GO:0009360:IEA|GO:0005524:IEA|GO:0003677:IEA|GO:0003887:IEA|GO:0046872:IEA|GO:0006261:IEA	PF13177|PF12169|PF22608	DNA_pol3_delta2|DNA_pol3_gamma3|DNAX_ATPase_lid	IPR003593|IPR008921|IPR022754|IPR012763|IPR050238|IPR045085|IPR027417	2.7.7.7	B2URG8
B2URK7	349741		Uncharacterized protein						B2URK7
B2URL4	349741		Uncharacterized protein						B2URL4
B2URQ2	349741		Metal dependent phosphohydrolase	GO:0016787:IEA	PF01966	HD	IPR003607|IPR006674		B2URQ2
B2UKP3	349741		PA14 domain-containing protein		PF07691|PF14113	PA14|Tae4	IPR011658|IPR025562		B2UKP3
B2UKQ1	349741		Uncharacterized protein						B2UKQ1
B2UKR8	349741		Prophage antirepressor	GO:0003677:IEA	PF03374|PF02498	ANT|Bro-N	IPR005039|IPR003497		B2UKR8
B2UKT0	349741		Transport permease protein	GO:0043190:IEA|GO:0140359:IEA	PF12698	ABC2_membrane_3	IPR051449|IPR013525|IPR047817|IPR000412		B2UKT0
B2UKT1	349741		ABC-2 type transporter	GO:0005886:IEA|GO:0140359:IEA	PF12698	ABC2_membrane_3	IPR051449|IPR013525|IPR047817		B2UKT1
B2UKU1	349741		Acyltransferase 3 domain-containing protein	GO:0016747:IEA	PF01757	Acyl_transf_3	IPR002656		B2UKU1
B2UKW5	349741		Uncharacterized protein						B2UKW5
B2UKX0	349741		Glycoside hydrolase family 97 protein	GO:0030246:IEA|GO:0016798:IEA	PF14509|PF14508|PF10566	GH97_C|GH97_N|Glyco_hydro_97	IPR013785|IPR017853|IPR014718|IPR029483|IPR019563|IPR029486|IPR013780|IPR052720		B2UKX0
B2UKY2	349741		Uncharacterized protein						B2UKY2
B2UKY7	349741		Glycosyl hydrolase family 98 putative carbohydrate binding module	GO:0016787:IEA|GO:0046872:IEA	PF08305	NPCBM	IPR008979|IPR013222|IPR038637		B2UKY7
B2UL05	349741		Uncharacterized protein						B2UL05
B2UL38	349741		Guanylate kinase	GO:0005829:IEA|GO:0005524:IEA|GO:0004385:IEA	PF00625	Guanylate_kin	IPR008145|IPR008144|IPR017665|IPR020590|IPR027417	2.7.4.8	B2UL38
B2UL78	349741		Uncharacterized MFS-type transporter YcaD	GO:0005886:IEA|GO:0022857:IEA	PF07690	MFS_1	IPR011701|IPR020846|IPR036259|IPR023745|IPR047200		B2UL78
B2UL79	349741		RNA polymerase, sigma 54 subunit, RpoN	GO:0000428:IEA|GO:0003677:IEA|GO:0001216:IEA|GO:0016779:IEA|GO:0016987:IEA|GO:0006352:IEA	PF00309|PF04963|PF04552	Sigma54_AID|Sigma54_CBD|Sigma54_DBD	IPR000394|IPR007046|IPR007634|IPR038709		B2UL79
B2ULD2	349741		Oxidized purine nucleoside triphosphate hydrolase	GO:0005737:IEA|GO:0008413:IEA|GO:0008828:IEA|GO:0046872:IEA|GO:0042262:IEA	PF00293	NUDIX	IPR003563|IPR015797|IPR020084|IPR000086	3.6.1.56	B2ULD2
B2ULD8	349741		Uncharacterized protein						B2ULD8
B2ULE6	349741		OmpA/MotB domain protein	GO:0009279:IEA	PF00691	OmpA	IPR050330|IPR006664|IPR006665|IPR036737		B2ULE6
B2ULF5	349741		site-specific DNA-methyltransferase (adenine-specific)	GO:0003677:IEA|GO:0008170:IEA|GO:0009007:IEA|GO:0032259:IEA	PF01555	N6_N4_Mtase	IPR002941|IPR002052|IPR002295|IPR029063	2.1.1.72	B2ULF5
B2ULG6	349741	trpD	Anthranilate phosphoribosyltransferase	GO:0005829:IEA|GO:0004048:IEA|GO:0000287:IEA|GO:0000162:IEA	PF00117|PF02885|PF00591	GATase|Glycos_trans_3N|Glycos_transf_3	IPR005940|IPR029062|IPR017926|IPR000312|IPR017459|IPR036320|IPR035902|IPR006221	2.4.2.18	B2ULG6
B2ULJ8	349741		Type II site-specific deoxyribonuclease	GO:0009036:IEA	PF06044|PF17726	DpnI|DpnI_C	IPR010324|IPR041368|IPR043025|IPR036388	3.1.21.4	B2ULJ8
B2ULM7	349741		NCAIR mutase (PurE)-related protein-like protein	GO:0016787:IEA|GO:0006189:IEA	PF00731	AIRC	IPR039476|IPR000031		B2ULM7
B2ULQ7	349741		Beta-lactamase		PF00144	Beta-lactamase	IPR001466|IPR012338|IPR052907		B2ULQ7
B2ULR7	349741		FAD dependent oxidoreductase	GO:0016491:IEA	PF01593|PF28550|PF21688	Amino_oxidase|DUF8436|FAD-depend_C	IPR002937|IPR059480|IPR028348|IPR049516|IPR036188		B2ULR7
B2ULT7	349741		SLA1 homology domain-containing protein						B2ULT7
B2ULY6	349741	nuoH	NADH-quinone oxidoreductase subunit H	GO:0005886:IEA|GO:0003954:IEA|GO:0016655:IEA|GO:0048038:IEA|GO:0009060:IEA	PF00146	NADHdh	IPR001694|IPR018086	7.1.1.-	B2ULY6
B2UM29	349741	leuS	Leucine--tRNA ligase	GO:0005829:IEA|GO:0002161:IEA|GO:0005524:IEA|GO:0004823:IEA|GO:0006429:IEA	PF08264|PF00133|PF13603	Anticodon_1|tRNA-synt_1|tRNA-synt_1_2	IPR001412|IPR002300|IPR002302|IPR025709|IPR013155|IPR014729|IPR009080|IPR009008	6.1.1.4	B2UM29
B2UM59	349741		Extracellular solute-binding protein family 5	GO:1904680:IEA|GO:0015833:IEA	PF00496	SBP_bac_5	IPR039424|IPR000914		B2UM59
B2UM80	349741		DUF3784 domain-containing protein		PF12650	DUF3784	IPR017259		B2UM80
B2UM94	349741		TIGR03790 family protein				IPR022265		B2UM94
B2UML8	349741		Phosphoenolpyruvate-protein phosphotransferase	GO:0005737:IEA|GO:0016301:IEA|GO:0046872:IEA|GO:0008965:IEA|GO:0009401:IEA	PF05524|PF00391|PF02896	PEP-utilisers_N|PEP-utilizers|PEP-utilizers_C	IPR008279|IPR050499|IPR000121|IPR023151|IPR036637|IPR024692|IPR006318|IPR008731|IPR036618|IPR015813|IPR040442	2.7.3.9	B2UML8
B2UMM0	349741	hprK	HPr kinase/phosphorylase	GO:0005524:IEA|GO:0000287:IEA|GO:0000155:IEA|GO:0004674:IEA|GO:0004712:IEA|GO:0006109:IEA	PF07475|PF02603	Hpr_kinase_C|Hpr_kinase_N	IPR003755|IPR011104|IPR011126|IPR027417|IPR028979	2.7.11.-|2.7.4.-	B2UMM0
B2UMN4	349741		Abortive infection protein	GO:0004175:IEA|GO:0080120:IEA	PF02517	Rce1-like	IPR003675		B2UMN4
B2UMN6	349741		glycine--tRNA ligase	GO:0005737:IEA|GO:0005524:IEA|GO:0004820:IEA|GO:0006426:IEA	PF03129|PF00587	HGTP_anticodon|tRNA-synt_2b	IPR002314|IPR006195|IPR045864|IPR004154|IPR036621|IPR027031|IPR033731|IPR002315	6.1.1.14	B2UMN6
B2UMS2	349741		Biopolymer transporter ExbD						B2UMS2
B2UMT2	349741	rplP	Large ribosomal subunit protein uL16	GO:0022625:IEA|GO:0019843:IEA|GO:0003735:IEA|GO:0000049:IEA|GO:0006412:IEA	PF00252	Ribosomal_L16	IPR047873|IPR000114|IPR020798|IPR016180|IPR036920		B2UMT2
B2UMW8	349741		ABC transporter related	GO:0098796:IEA|GO:0005886:IEA|GO:0005524:IEA|GO:0016887:IEA|GO:0022857:IEA	PF00005	ABC_tran	IPR003593|IPR003439|IPR017871|IPR015854|IPR017911|IPR027417		B2UMW8
B2UMX3	349741		CMP/dCMP deaminase zinc-binding	GO:0005737:IEA|GO:0004132:IEA	PF00383	dCMP_cyt_deam_1	IPR002125|IPR016193|IPR015517		B2UMX3
B2UMY3	349741		Putative ATP-binding protein	GO:0005524:IEA|GO:0016887:IEA	PF13304	AAA_21	IPR003959|IPR051396|IPR027417		B2UMY3
B2UN10	349741		Metallophosphoesterase	GO:0016020:IEA|GO:0046872:IEA|GO:0008758:IEA|GO:0009245:IEA	PF00149	Metallophos	IPR004843|IPR029052|IPR051158		B2UN10
B2UN35	349741		Uncharacterized protein	GO:0005886:IEA|GO:0090313:IEA			IPR052894		B2UN35
B2UN41	349741		Uncharacterized protein						B2UN41
B2UN47	349741		Thioredoxin domain	GO:0006950:IEA	PF13098	Thioredoxin_2	IPR051099|IPR012336|IPR036249|IPR013766|IPR011990		B2UN47
B2UN59	349741		Metallophosphoesterase	GO:0005737:IEA|GO:0016791:IEA	PF12850	Metallophos_2	IPR050126|IPR024654|IPR029052|IPR011152		B2UN59
B2UN70	349741	def	Peptide deformylase	GO:0046872:IEA|GO:0042586:IEA|GO:0006412:IEA	PF01327	Pep_deformylase	IPR023635|IPR036821	3.5.1.88	B2UN70
B2UNA2	349741	pyrD	Dihydroorotate dehydrogenase (quinone)	GO:0005737:IEA|GO:0005886:IEA|GO:0106430:IEA|GO:0006207:IEA|GO:0044205:IEA	PF01180	DHO_dh	IPR013785|IPR050074|IPR012135|IPR005719|IPR005720|IPR001295	1.3.5.2	B2UNA2
B2UNC8	349741		Uncharacterized protein						B2UNC8
B2UND8	349741		Uncharacterized protein						B2UND8
B2UNF8	349741		GCN5-related N-acetyltransferase	GO:0008080:IEA	PF00583	Acetyltransf_1	IPR016181|IPR000182|IPR050769		B2UNF8
B2UNK3	349741		site-specific DNA-methyltransferase (adenine-specific)	GO:0003676:IEA|GO:0009007:IEA|GO:0009307:IEA|GO:0032259:IEA	PF02086	MethyltransfD12	IPR002052|IPR012327|IPR029063	2.1.1.72	B2UNK3
B2UNL8	349741	lnt	Apolipoprotein N-acyltransferase	GO:0005886:IEA|GO:0016410:IEA|GO:0042158:IEA	PF20154	LNT_N	IPR004563|IPR003010|IPR036526|IPR045378	2.3.1.269	B2UNL8
B2UNM7	349741		Transport system permease protein	GO:0005886:IEA|GO:0022857:IEA|GO:0033214:IEA	PF01032	FecCD	IPR037294|IPR000522		B2UNM7
B2UNP9	349741		Conserved hypothetical integral membrane protein		PF14808	TMEM164	IPR059250|IPR011737		B2UNP9
B2UNQ7	349741		PA14 domain protein		PF07691	PA14	IPR052387|IPR037524|IPR011658		B2UNQ7
B2UNS0	349741	aat	Leucyl/phenylalanyl-tRNA--protein transferase	GO:0005737:IEA|GO:0008914:IEA|GO:0030163:IEA	PF03588	Leu_Phe_trans	IPR016181|IPR004616|IPR042203	2.3.2.6	B2UNS0
B2UNW3	349741		Uncharacterized protein						B2UNW3
B2UNW4	349741		Uncharacterized protein						B2UNW4
B2UNY2	349741		Peptidoglycan glycosyltransferase	GO:0005886:IEA|GO:0004180:IEA|GO:0016757:IEA|GO:0008658:IEA|GO:0071555:IEA	PF03717|PF00905	PBP_dimer|Transpeptidase	IPR050515|IPR012338|IPR005311|IPR036138|IPR001460	2.4.1.129	B2UNY2
B2UP34	349741		Serine/threonine protein kinase	GO:0005524:IEA|GO:0004674:IEA	PF00069	Pkinase	IPR011009|IPR000719|IPR008271		B2UP34
B2UP52	349741		O-acetylhomoserine/O-acetylserine sulfhydrylase	GO:0005737:IEA|GO:0004124:IEA|GO:0003961:IEA|GO:0030170:IEA|GO:0006535:IEA|GO:0071269:IEA|GO:0019346:IEA	PF01053	Cys_Met_Meta_PP	IPR000277|IPR054542|IPR006235|IPR015424|IPR015421|IPR015422	2.5.1.49	B2UP52
B2UPD1	349741		MazG family protein	GO:0047429:IEA|GO:0046061:IEA|GO:0006203:IEA|GO:0046076:IEA|GO:0046081:IEA|GO:0006950:IEA|GO:0046047:IEA|GO:0046052:IEA	PF03819	MazG	IPR004518|IPR048011|IPR048015|IPR011551		B2UPD1
