Gene ID,Gene Name or Symbol,Product Description
AN6117,N/A,protein of unknown function
AN6118,N/A,dicarboxylic amino acid permease
AN6119,N/A,"Ortholog(s) have endoplasmic reticulum, fungal-type vacuole localization"
AN6120,N/A,Predicted ADP ribosylation factor guanine nucleotide exchange factor (Arf GEF)
AN6121,N/A,protein of unknown function
AN6123,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN6124,N/A,Has domain(s) with predicted catalytic activity and role in metabolic process
AN6125,N/A,Protein with homology to Neurospora crassa RO11
AN6126,N/A,"acetyl-CoA carboxylase, putative"
AN6127,N/A,Has domain(s) with predicted hydrogen ion transmembrane transporter activity and role in ATP hydrolysis coupled proton transport
AN6128,N/A,"Has domain(s) with predicted transferase activity, transferring hexosyl groups activity, role in carbohydrate metabolic process and membrane localization"
AN6129,N/A,"Ortholog(s) have role in cellular response to drug, filamentous growth of a population of unicellular organisms and nitrogen utilization, more"
AN6130,N/A,"Has domain(s) with predicted FAD binding, oxidoreductase activity and role in metabolic process"
AN6132,N/A,Component of the SltA-dependent pathway involved in cation homeostasis
AN6133,N/A,Putative succinate dehydrogenase
AN6134,N/A,protein of unknown function
AN6135,N/A,Putative phosphogluconate dehydrogenase
AN6136,N/A,Ortholog(s) have endoplasmic reticulum localization
AN6137,N/A,"Ortholog of A. fumigatus Af293 : Afu2g08640, A. niger CBS 513.88 : An12g03990, Aspergillus wentii : Aspwe1_0176126, Aspergillus sydowii : Aspsy1_0058040 and Aspergillus terreus NIH2624 : ATET_09699"
AN6138,N/A,Protein bimA
AN6139,N/A,"1-acylglycerol-3-phosphate O-acyltransferase, putative"
AN6140,N/A,Phosphopantetheinyl transferase with a role in transferring a 4'-phosphopantetheine prosthetic group to non-ribosomal peptide synthases
AN6141,N/A,"Ortholog(s) have glutaminase activity, role in negative regulation of apoptotic process, pyridoxine biosynthetic process and cytoplasm, glutaminase complex localization"
AN6142,N/A,"Has domain(s) with predicted nucleic acid binding, nucleotide binding activity"
AN6143,N/A,Putative nuclear transport protein with homology to Saccharomyces cerevisiae Nup82p
AN6144,N/A,protein of unknown function
AN6145,N/A,Essential phospho-Ser/Thr-directed peptidyl prolyl-isomerase involved in cell cycle progression
AN6146,N/A,Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization
AN6147,N/A,"Ortholog(s) have histone methyltransferase activity (H4-K20 specific), nucleosome binding activity and role in cellular protein localization, chromatin silencing, histone H4-K20 methylation, mitotic DNA damage checkpoint"
AN6148,N/A,"Ortholog of A. nidulans FGSC A4 : AN7407, A. fumigatus Af293 : Afu2g08500, Afu5g13710, A. niger CBS 513.88 : An02g14290, An12g03860 and A. oryzae RIB40 : AO090701000324, AO090011000852"
AN6149,N/A,"Ortholog(s) have ATP-dependent RNA helicase activity, mitochondrial ribosomal large subunit rRNA binding activity and role in RNA metabolic process, mitochondrial large ribosomal subunit assembly, response to cold"
AN6150,N/A,Cell polarity protein
AN6151,N/A,Has domain(s) with predicted catalytic activity
AN6153,N/A,protein of unknown function
AN6154,N/A,"Ortholog of A. nidulans FGSC A4 : AN5342, A. fumigatus Af293 : Afu2g04510, Afu3g02680, Afu3g12240, Afu6g14230, Afu8g01830, Afu8g01940 and A. niger CBS 513.88 : An06g01180, An01g03400, An12g05490, An11g05900"
AN6155,N/A,Has domain(s) with predicted flavin adenine dinucleotide binding activity
AN6156,N/A,"Has domain(s) with predicted DNA binding, nucleic acid binding activity"
AN6157,N/A,Orotidine-5'-phosphate decarboxylase
AN6158,N/A,"Ortholog of A. fumigatus Af293 : Afu2g08370, A. niger CBS 513.88 : An12g03580, Aspergillus wentii : Aspwe1_0031687 and Aspergillus sydowii : Aspsy1_0089574"
AN6159,N/A,Putative 1-acylglycerol-3-phosphate acyltransferase with a predicted role in glycerolipid metabolism
AN6160,N/A,WD repeat-containing protein
AN6161,N/A,Putative peroxisome biogenesis protein
AN6162,N/A,Protein predicted to have a role in pheromone precursor processing
AN6163,N/A,protein of unknown function
AN6164,N/A,"Has domain(s) with predicted ubiquitinyl hydrolase activity and role in protein deubiquitination, ubiquitin-dependent protein catabolic process"
AN6165,N/A,Putative pseudouridylate synthase with a predicted role in pyrimidine metabolism
AN6166,N/A,Ortholog(s) have transcription factor TFIIE complex localization
AN6167,N/A,"Has domain(s) with predicted FMN binding, catalytic activity, oxidoreductase activity and role in oxidation-reduction process"
AN6168,N/A,"malate dehydrogenase, putative"
AN6169,N/A,"Ortholog of A. fumigatus Af293 : Afu2g08290, A. niger CBS 513.88 : An05g00900, A. oryzae RIB40 : AO090011000875, Aspergillus wentii : Aspwe1_0674836 and Aspergillus sydowii : Aspsy1_0058068"
AN6170,N/A,"Ortholog(s) have chaperone binding activity, role in ER-associated ubiquitin-dependent protein catabolic process, protein folding in endoplasmic reticulum, response to unfolded protein and endoplasmic reticulum lumen localization"
AN6171,N/A,"Ortholog(s) have snoRNA binding activity, role in rRNA processing, ribosomal small subunit biogenesis and Mpp10 complex, small-subunit processome localization"
AN6172,N/A,"Ortholog of A. fumigatus Af293 : Afu2g08340, A. niger CBS 513.88 : An05g00970, A. oryzae RIB40 : AO090011000871, Aspergillus wentii : Aspwe1_0176098 and Aspergillus sydowii : Aspsy1_0151670"
AN6173,N/A,Ortholog(s) have sequence-specific DNA binding activity and nucleus localization
AN6174,N/A,"Ortholog of A. fumigatus Af293 : Afu2g08220, Aspergillus flavus NRRL 3357 : AFL2T_05592, Aspergillus versicolor : Aspve1_0028128 and Aspergillus zonatus : Aspzo1_0186600"
AN6175,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN6176,N/A,"Ortholog(s) have beta-tubulin binding activity, role in tubulin complex assembly and cytoplasm localization"
AN6177,N/A,flotillin domain-containing protein
AN6178,N/A,"Has domain(s) with predicted role in regulation of transcription, DNA-templated and integral component of membrane, nucleus localization"
AN6179,N/A,Protein neddylation factor NEDD8
AN6180,N/A,"Has domain(s) with predicted catalytic activity, role in RNA metabolic process and intracellular localization"
AN6181,N/A,Ortholog(s) have cytosolic large ribosomal subunit localization
AN6182,N/A,"Galactose-1-phosphate uridylyltransferase, putative"
AN6183,N/A,Putative F-box protein
AN6186,N/A,"Ortholog(s) have role in mismatch repair, nucleotide-excision repair and nucleolus localization"
AN6187,N/A,"Ortholog of A. fumigatus Af293 : Afu2g11670, Aspergillus wentii : Aspwe1_0117382, Aspergillus sydowii : Aspsy1_0151103 and Aspergillus terreus NIH2624 : ATET_01102"
AN6188,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN6189,N/A,Putative nucleoside triphosphatase with a predicted role in nucleotide salvage pathways
AN6190,N/A,"Ortholog(s) have role in sporocarp development involved in sexual reproduction, syncytium formation by plasma membrane fusion"
AN6191,N/A,Ortholog(s) have cytoplasm localization
AN6192,N/A,Putative protein kinase
AN6193,N/A,"Ortholog(s) have ATP-dependent peptidase activity, role in chaperone-mediated protein complex assembly, misfolded or incompletely synthesized protein catabolic process and mitochondrial matrix localization"
AN6195,N/A,Carbon catabolite repressor A
AN6196,N/A,conserved hypothetical protein
AN6197,N/A,Nuclear migration protein
AN6198,N/A,"Ortholog of A. fumigatus Af293 : Afu2g11790, A. niger CBS 513.88 : An02g03840, A. oryzae RIB40 : AO090026000463, Aspergillus wentii : Aspwe1_0175598 and Aspergillus sydowii : Aspsy1_0152269"
AN6199,N/A,"Ortholog(s) have RNA cap binding, chromatin binding, mRNA binding activity and role in deadenylation-dependent decapping of nuclear-transcribed mRNA"
AN6200,N/A,Putative ortholog of S. cerevisiae Rrp12p
AN6201,N/A,"Ortholog of A. fumigatus Af293 : Afu2g11830, A. oryzae RIB40 : AO090026000461, Neosartorya fischeri NRRL 181 : NFIA_087060, Aspergillus wentii : Aspwe1_0175601 and Aspergillus versicolor : Aspve1_0052426"
AN6202,N/A,Putative ribosomal protein L3
AN6203,N/A,"Ortholog of A. fumigatus Af293 : Afu2g11860, A. oryzae RIB40 : AO090026000457, Aspergillus tubingensis : Asptu1_0039119 and Aspergillus brasiliensis : Aspbr1_0038813"
AN6205,N/A,"Ortholog of A. fumigatus Af293 : Afu6g11420, A. niger CBS 513.88 : An05g02520, An02g13310, An08g07320 and A. oryzae RIB40 : AO090010000327, AO090103000241, AO090023000470"
AN6206,N/A,"Ortholog of A. fumigatus Af293 : Afu2g11880, A. niger CBS 513.88 : An02g03990, A. oryzae RIB40 : AO090026000453, Neosartorya fischeri NRRL 181 : NFIA_087110 and Aspergillus wentii : Aspwe1_0175606"
AN6207,N/A,Putative protein kinase
AN6208,N/A,"Ortholog of A. fumigatus Af293 : Afu2g11920, A. niger CBS 513.88 : An02g04010, A. oryzae RIB40 : AO090026000451, Aspergillus wentii : Aspwe1_0658676 and Aspergillus sydowii : Aspsy1_0202684"
AN6209,N/A,"adenylosuccinate lyase, putative"
AN6210,N/A,"Ortholog(s) have GTP-Rho binding, phosphatidylinositol-4,5-bisphosphate binding activity and role in Golgi to plasma membrane transport, Rho protein signal transduction, exocyst assembly, exocyst localization"
AN6211,N/A,Putative phospholipase with a predicted role in phospholipid metabolism
AN6214,N/A,Putative Hat1 acetyltransferase
AN6215,N/A,"Has domain(s) with predicted 3-hydroxyacyl-CoA dehydrogenase activity, coenzyme binding, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor activity"
AN6216,N/A,"Has domain(s) with predicted metal ion transmembrane transporter activity, role in metal ion transport, transmembrane transport and membrane localization"
AN6217,N/A,Putative F-box protein
AN6218,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN6220,N/A,"Ortholog of S. cerevisiae : YMR155W, A. fumigatus Af293 : Afu2g13390, A. niger CBS 513.88 : An02g02260, A. oryzae RIB40 : AO090026000316 and Aspergillus wentii : Aspwe1_0118199"
AN6221,N/A,Putative GATA zinc finger transcription factor
AN6223,N/A,"Ortholog(s) have RNA polymerase II repressing transcription factor binding, RNA polymerase II transcription coactivator activity, RNA polymerase II transcription corepressor activity"
AN6224,N/A,"Ortholog(s) have NMS complex, Ndc80 complex, condensed nuclear chromosome kinetochore, cytosol, mitotic spindle pole body localization"
AN6225,N/A,"Ortholog(s) have role in chronological cell aging, hyphal growth, mitochondrial fission, peroxisome fission and mitochondrial outer membrane, peroxisome localization"
AN6227,N/A,"Ortholog(s) have hercynylcysteine sulfoxide lyase activity (ergothioneine-forming), hercynylselenocysteine lyase activity (selenoneine-forming) activity and role in ergothioneine biosynthetic process, selenoneine biosynthetic process"
AN6228,N/A,Ortholog(s) have cytosol localization
AN6230,N/A,Developmental regulator medA
AN6231,N/A,Tryptophan synthase involved in tryptophan biosynthesis
AN6232,N/A,Putative F1F0-ATPase complex subunit with a predicted role in energy metabolism
AN6233,N/A,Ortholog(s) have nucleolus localization
AN6234,N/A,Predicted triacetylfusarinine C (TAFC) biosynthetic transacylase
AN6235,N/A,Triacetylfusarinine C (TAFC) biosynthetic enoyl-CoA hydratase
AN6236,N/A,Nonribosomal peptide synthetase (NRPS)
AN6237,N/A,"Has domain(s) with predicted ATP binding, ATPase activity, ATPase activity, coupled to transmembrane movement of substances, nucleoside-triphosphatase activity, nucleotide binding activity and role in transmembrane transport"
AN6238,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN6239,N/A,"Ortholog(s) have hydrolase activity, acting on ester bonds activity, role in siderophore catabolic process and intracellular localization"
AN6240,N/A,"Ortholog of A. fumigatus Af293 : Afu2g13170, A. niger CBS 513.88 : An02g01880, A. oryzae RIB40 : AO090026000277, Aspergillus wentii : Aspwe1_0665311 and Aspergillus sydowii : Aspsy1_0992503"
AN6241,N/A,"Ortholog of A. fumigatus Af293 : Afu2g13160, A. niger CBS 513.88 : An02g01890, A. oryzae RIB40 : AO090026000276, Aspergillus wentii : Aspwe1_0663843 and Aspergillus sydowii : Aspsy1_0151393"
AN6242,N/A,protein of unknown function
AN6243,N/A,Putative serine/threonine protein kinase
AN6244,N/A,"Ortholog(s) have role in exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), nuclear polyadenylation-dependent tRNA catabolic process, rRNA catabolic process"
AN6245,N/A,"Ortholog of A. fumigatus Af293 : Afu2g13120, A. niger CBS 513.88 : An02g01860, A. oryzae RIB40 : AO090026000269, Aspergillus wentii : Aspwe1_0031335 and Aspergillus sydowii : Aspsy1_0150794"
AN6246,N/A,Cytochrome c
AN6247,N/A,"Ortholog of A. fumigatus Af293 : Afu2g13100, A. niger CBS 513.88 : An02g01810, A. oryzae RIB40 : AO090026000266, Aspergillus wentii : Aspwe1_0663686 and Aspergillus sydowii : Aspsy1_0058211"
AN6248,N/A,"Ortholog(s) have adenyl-nucleotide exchange factor activity, role in protein import into mitochondrial matrix, protein refolding and mitochondrial matrix, presequence translocase-associated import motor localization"
AN6249,N/A,"Putative calcineurin binding protein, calcipressin"
AN6250,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN6251,N/A,Predicted hydrolase
AN6252,N/A,"Ortholog(s) have DNA binding, RNA polymerase II activity, RNA-directed RNA polymerase activity, role in response to drug, termination of RNA polymerase II transcription and DNA-directed RNA polymerase II, core complex, cytosol localization"
AN6253,N/A,Putative phenylalanine tRNA synthetase alpha subunit
AN6254,N/A,Putative mitochondrial dicarboxylate:inorganic phosphate antiporter
AN6255,N/A,Putative cytochrome c oxidase subunit with a predicted role in energy metabolism
AN6256,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN6257,N/A,"Ortholog(s) have role in ER to Golgi vesicle-mediated transport, intracellular protein transport, nuclear envelope organization and cytosol localization"
AN6258,N/A,Putative peroxin with a predicted role in peroxisome biogenesis
AN6259,N/A,"Ortholog of A. fumigatus Af293 : Afu3g15070, Neosartorya fischeri NRRL 181 : NFIA_062010, Aspergillus versicolor : Aspve1_0052545 and Aspergillus fumigatus A1163 : AFUB_034140"
AN6260,N/A,Has domain(s) with predicted Ino80 complex localization
AN6261,N/A,"Ortholog(s) have role in double-strand break repair via homologous recombination, replication fork processing and nucleus localization"
AN6262,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12930, A. oryzae RIB40 : AO090026000341, Aspergillus wentii : Aspwe1_0031317, Aspergillus sydowii : Aspsy1_0058174 and Aspergillus terreus NIH2624 : ATET_01256"
AN6263,N/A,"Has domain(s) with predicted ATP binding, nucleoside-triphosphatase activity, nucleotide binding activity"
AN6264,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12910, A. niger CBS 513.88 : An02g01620, A. oryzae RIB40 : AO090026000343, Aspergillus wentii : Aspwe1_0117790 and Aspergillus sydowii : Aspsy1_0151049"
AN6265,N/A,"Ortholog(s) have role in endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA and LSU-rRNA), more"
AN6266,N/A,Ortholog(s) have nucleus localization
AN6267,N/A,Ortholog(s) have role in negative regulation of G0 to G1 transition
AN6268,N/A,Has domain(s) with predicted role in regulation of translational fidelity
AN6269,N/A,Putative ER protein-translocation complex subunit
AN6270,N/A,"Ortholog of S. cerevisiae : MTC6, A. fumigatus Af293 : Afu2g12590, A. niger CBS 513.88 : An02g01520, Aspergillus wentii : Aspwe1_0031301 and Aspergillus sydowii : Aspsy1_0089695"
AN6271,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12600, A. niger CBS 513.88 : An02g01530, A. oryzae RIB40 : AO090026000355, Aspergillus wentii : Aspwe1_0175672 and Aspergillus sydowii : Aspsy1_0152443"
AN6272,N/A,"Ortholog(s) have NADP binding, NADPH-adrenodoxin reductase activity, ferredoxin-NADP+ reductase activity, flavin adenine dinucleotide binding activity and mitochondrion localization"
AN6273,N/A,Ortholog(s) have intracellular localization
AN6274,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN6275,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12570, A. niger CBS 513.88 : An02g01500, A. oryzae RIB40 : AO090026000362, Aspergillus wentii : Aspwe1_0116943 and Aspergillus sydowii : Aspsy1_0151369"
AN6276,N/A,Has domain(s) with predicted 4-alpha-hydroxytetrahydrobiopterin dehydratase activity and role in tetrahydrobiopterin biosynthetic process
AN6277,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN6278,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12540, Neosartorya fischeri NRRL 181 : NFIA_087680, Aspergillus wentii : Aspwe1_0071673 and Aspergillus versicolor : Aspve1_0041153"
AN6279,N/A,carnitine o-acetyltransferase
AN6280,N/A,conserved hypothetical protein
AN6281,N/A,Ortholog of Aspergillus versicolor : Aspve1_0028217 and Aspergillus sydowii : Aspsy1_0151548
AN6283,N/A,"Ortholog(s) have role in peptidyl-diphthamide biosynthetic process from peptidyl-histidine and cytosol, nucleus localization"
AN6284,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12430, A. niger CBS 513.88 : An02g04620, A. oryzae RIB40 : AO090026000390, Aspergillus wentii : Aspwe1_0175655 and Aspergillus sydowii : Aspsy1_0986615"
AN6285,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12420, A. niger CBS 513.88 : An02g04555, Aspergillus wentii : Aspwe1_0661381 and Aspergillus sydowii : Aspsy1_0089680"
AN6286,N/A,Ortholog(s) have cytoplasm localization
AN6287,N/A,Putative F1F0-ATPase complex subunit with a predicted role in energy metabolism
AN6288,N/A,Septation initiation network (SIN) component
AN6289,N/A,"Ortholog(s) have cytosol, nucleus localization"
AN6290,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12370, A. niger CBS 513.88 : An02g04480, A. oryzae RIB40 : AO090026000369, Aspergillus sydowii : Aspsy1_0045374 and Aspergillus terreus NIH2624 : ATET_01169"
AN6291,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12360, A. niger CBS 513.88 : An02g04460, A. oryzae RIB40 : AO090026000368, Aspergillus wentii : Aspwe1_0031278 and Aspergillus sydowii : Aspsy1_0152425"
AN6292,N/A,protein of unknown function
AN6293,N/A,Transcription activator of gluconeogenesis acuM
AN6294,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12320, A. niger CBS 513.88 : An02g04360, Aspergillus wentii : Aspwe1_0117092, Aspergillus sydowii : Aspsy1_0985663 and Aspergillus terreus NIH2624 : ATET_01165"
AN6295,N/A,Has domain(s) with predicted protein dimerization activity
AN6296,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12300, A. niger CBS 513.88 : An02g04340, A. oryzae RIB40 : AO090026000420, Aspergillus wentii : Aspwe1_0118064 and Aspergillus sydowii : Aspsy1_0152200"
AN6297,N/A,"Ortholog(s) have copper ion binding activity, role in aerobic respiration, protein complex assembly and mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial ribosome, plasma membrane localization"
AN6298,N/A,"Ortholog of A. fumigatus Af293 : Afu2g07890, A. niger CBS 513.88 : An05g00450, A. oryzae RIB40 : AO090011000911, Neosartorya fischeri NRRL 181 : NFIA_083580 and Aspergillus wentii : Aspwe1_0053560"
AN6299,N/A,"Has domain(s) with predicted magnesium ion transmembrane transporter activity, role in magnesium ion transport and integral component of membrane localization"
AN6300,N/A,"Ortholog(s) have role in DNA strand elongation involved in DNA replication, UV-damage excision repair and Elg1 RFC-like complex, cytosol, nucleus localization"
AN6301,N/A,protein of unknown function
AN6302,N/A,Putative mitochondrial ribosomal protein L16
AN6303,N/A,Protein with similarity to DNA replication factor C
AN6304,N/A,"Ortholog(s) have role in establishment of cell polarity, hyphal growth, positive regulation of mitotic cell cycle, regulation of actin cytoskeleton organization and TORC2 complex, cytosol localization"
AN6305,N/A,cAMP-dependent protein kinase catalytic subunit
AN6306,N/A,"Ortholog(s) have protein transporter activity, role in protein import into mitochondrial inner membrane and cytosol, mitochondrial intermembrane space protein transporter complex, nucleus localization"
AN6307,N/A,"Ortholog(s) have Golgi apparatus, endoplasmic reticulum, fungal-type vacuole membrane localization"
AN6308,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12170, A. niger CBS 513.88 : An02g04240, A. oryzae RIB40 : AO090026000429, Aspergillus wentii : Aspwe1_0096119 and Aspergillus sydowii : Aspsy1_0151169"
AN6309,N/A,"Ortholog of A. fumigatus Af293 : Afu2g12160, A. niger CBS 513.88 : An02g04230, A. oryzae RIB40 : AO090026000430, Aspergillus wentii : Aspwe1_0044446 and Aspergillus sydowii : Aspsy1_0045350"
AN6310,N/A,"Ortholog(s) have role in rRNA processing, ribosomal large subunit assembly and mitochondrion, mitotic spindle pole body, nucleoplasm, preribosome, large subunit precursor localization"
AN6311,N/A,"Has domain(s) with predicted ion channel activity, voltage-gated chloride channel activity, role in chloride transport, transmembrane transport and membrane localization"
AN6312,N/A,"Ortholog(s) have cytosol, trimeric positive transcription elongation factor complex b localization"
AN6314,N/A,Has domain(s) with predicted oxidoreductase activity and role in metabolic process
AN6315,N/A,"Ortholog of A. nidulans FGSC A4 : AN9346, A. niger CBS 513.88 : An13g01700, An08g05310, A. oryzae RIB40 : AO090020000178 and Aspergillus sydowii : Aspsy1_0072048, Aspsy1_0132512, Aspsy1_1153861"
AN6317,N/A,"Chitin synthase 6, putative"
AN6318,N/A,class V chitin synthase
AN6319,N/A,"Ortholog of A. nidulans FGSC A4 : AN0638, A. fumigatus Af293 : Afu1g16870, A. oryzae RIB40 : AO090005000988, Aspergillus wentii : Aspwe1_0038696 and Aspergillus sydowii : Aspsy1_0129541, Aspsy1_0995740"
AN6320,N/A,Fatty acid oxygenase involved in oxylipin biosynthesis
AN6321,N/A,Putative cytochrome P450
AN6322,N/A,"Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
AN6323,N/A,p150 subunit of dynactin
AN6324,N/A,"alpha-amylase, putative"
AN6325,N/A,"Ortholog(s) have nucleotidase activity, role in pyrimidine nucleobase metabolic process and cytosol, nucleus localization"
AN6327,N/A,protein of unknown function
AN6328,N/A,"Ortholog of A. fumigatus Af293 : Afu2g13512, A. niger CBS 513.88 : An02g05750, A. oryzae RIB40 : AO090026000262, Aspergillus wentii : Aspwe1_0163563 and Aspergillus sydowii : Aspsy1_0997059"
AN6329,N/A,"Ortholog(s) have role in fermentation, protein maturation and mitochondrion localization"
AN6330,N/A,Putative elongation factor 2
AN6331,N/A,"Ortholog(s) have role in regulation of heterochromatin domain assembly and NURS complex, nuclear body, nuclear chromatin localization"
AN6332,N/A,"Ortholog of A. fumigatus Af293 : Afu2g13550, A. niger CBS 513.88 : An02g05670, A. oryzae RIB40 : AO090026000258, Aspergillus wentii : Aspwe1_0119372 and Aspergillus sydowii : Aspsy1_0058242"
AN6333,N/A,"Ortholog of A. fumigatus Af293 : Afu2g13560, A. niger CBS 513.88 : An02g05660, Neosartorya fischeri NRRL 181 : NFIA_088760, Aspergillus wentii : Aspwe1_0062647 and Aspergillus versicolor : Aspve1_0131011"
AN6334,N/A,"Ortholog(s) have mitotic spindle, nucleolus localization"
AN6335,N/A,"Ortholog of A. fumigatus Af293 : Afu2g13580, A. niger CBS 513.88 : An02g05640, Aspergillus wentii : Aspwe1_0045453, Aspergillus sydowii : Aspsy1_0089786 and Aspergillus terreus NIH2624 : ATET_01338"
AN6337,N/A,Ortholog(s) have intracellular localization
AN6338,N/A,Putative aromatic-amino-acid transaminase with a predicted role in aromatic amino acid biosynthesis
AN6339,N/A,Essential protein kinase
AN6340,N/A,kinesin-like protein
AN6341,N/A,Protein with similarity to Saccharomyces cerevisiae Crn1p
AN6342,N/A,"Ortholog of A. fumigatus Af293 : Afu2g14260, A. niger CBS 513.88 : An02g01220, A. oryzae RIB40 : AO090023000107, Aspergillus wentii : Aspwe1_0045565 and Aspergillus sydowii : Aspsy1_0031691"
AN6344,N/A,Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization
AN6345,N/A,"Ortholog(s) have lysophosphatidic acid acyltransferase activity, role in cellular triglyceride homeostasis, lipid particle organization, protein targeting to vacuole and Golgi apparatus, endoplasmic reticulum, lipid particle localization"
AN6346,N/A,"Putative dihydroxy-acid dehydratase with a predicted role in valine, leucine, and isoleucine metabolism"
AN6347,N/A,"Has domain(s) with predicted ATP binding, protein kinase activity, protein tyrosine kinase activity and role in protein phosphorylation"
AN6348,N/A,"Ortholog(s) have mitochondrion targeting sequence binding, protein channel activity, role in protein import into mitochondrial matrix and mitochondrial inner membrane presequence translocase complex, plasma membrane localization"
AN6349,N/A,"Ortholog of A. fumigatus Af293 : Afu2g14180, A. niger CBS 513.88 : An02g01370, A. oryzae RIB40 : AO090023000134, Aspergillus wentii : Aspwe1_0697288 and Aspergillus sydowii : Aspsy1_0178307"
AN6350,N/A,"Ortholog of A. fumigatus Af293 : Afu2g14170, A. oryzae RIB40 : AO090023000135, Aspergillus versicolor : Aspve1_0028328, Aspergillus fumigatus A1163 : AFUB_029790 and Aspergillus sydowii : Aspsy1_0089798"
AN6351,N/A,"Ortholog(s) have phosphatidylinositol-3-phosphate binding activity, role in CVT pathway, early endosome to Golgi transport, mitophagy and cytosol, endosome, extrinsic component of membrane, pre-autophagosomal structure localization"
AN6352,N/A,"arabinan endo-1,5-alpha-L-arabinosidase"
AN6353,N/A,"Ortholog of A. fumigatus Af293 : Afu3g07750, Neosartorya fischeri NRRL 181 : NFIA_069400, Aspergillus wentii : Aspwe1_0121176 and Aspergillus versicolor : Aspve1_0028330"
AN6354,N/A,Putative ubiquitin C-terminal hydrolase
AN6356,N/A,protein of unknown function
AN6358,N/A,protein of unknown function
AN6359,N/A,Protein involved in sulfur metabolite repression
AN6360,N/A,Has domain(s) with predicted role in autophagy
AN6361,N/A,Ortholog(s) have intracellular localization
AN6362,N/A,Ortholog(s) have arsenate reductase activity
AN6363,N/A,Essential protein kinase
AN6364,N/A,"Protein of the chromosome scaffold, involved with BimD in chromosome segregation"
AN6365,N/A,Ortholog(s) have cytoplasm localization
AN6366,N/A,"Ortholog(s) have endoplasmic reticulum, plasma membrane localization"
AN6367,N/A,Has domain(s) with predicted phosphatidylinositol phosphate kinase activity and role in phosphatidylinositol metabolic process
AN6368,N/A,Putative arginyl-tRNA synthetase with a predicted role in tRNA charging for translation
AN6369,N/A,"Has domain(s) with predicted ATP binding, ATPase activity, nucleoside-triphosphatase activity, nucleotide binding activity and membrane localization"
AN6370,N/A,"Ortholog of A. fumigatus Af293 : Afu2g14010, A. oryzae RIB40 : AO090026000159, Aspergillus wentii : Aspwe1_0696714, Aspergillus sydowii : Aspsy1_0031745 and Aspergillus terreus NIH2624 : ATET_01392"
AN6371,N/A,"Ortholog of A. fumigatus Af293 : Afu2g14000, A. niger CBS 513.88 : An02g04960, A. oryzae RIB40 : AO090026000160, Aspergillus wentii : Aspwe1_0072469 and Aspergillus sydowii : Aspsy1_0150852"
AN6372,N/A,"Ortholog of A. fumigatus Af293 : Afu2g13990, A. niger CBS 513.88 : An02g04970, A. oryzae RIB40 : AO090026000161, Neosartorya fischeri NRRL 181 : NFIA_089190 and Aspergillus wentii : Aspwe1_0176628"
AN6373,N/A,"Ortholog of Aspergillus wentii : Aspwe1_0696581, Aspergillus zonatus : Aspzo1_0142023 and Aspergillus sydowii : Aspsy1_0999397"
AN6374,N/A,"Ortholog(s) have ATP-dependent DNA helicase activity, ATP-dependent DNA/RNA helicase activity, ATP-dependent RNA helicase activity, mRNA binding activity"
AN6376,N/A,Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization
AN6377,N/A,"Ortholog of A. niger CBS 513.88 : An02g05020, Neosartorya fischeri NRRL 181 : NFIA_089130, Aspergillus versicolor : Aspve1_0130757 and Aspergillus clavatus NRRL 1 : ACLA_073670"
