"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol","Transcript Product Description"
"Afu7g05480","Afu7g05480-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,322,579..1,326,028(+)","Ortholog(s) have role in attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation and cytosol, nucleus localization","No","1","N/A","Ortholog(s) have role in attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation and cytosol, nucleus localization"
"Afu7g05490","Afu7g05490-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,326,515..1,326,733(-)","protein of unknown function","No","1","N/A","protein of unknown function"
"Afu7g05500","Afu7g05500-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,327,917..1,329,823(+)","Putative theta class glutathione transferase","No","1","gstB","Putative theta class glutathione transferase"
"Afu7g05510","Afu7g05510-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,329,877..1,332,549(+)","RSC complex subunit","No","1","rscE","RSC complex subunit"
"Afu7g05520","Afu7g05520-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,333,155..1,336,146(-)","Ortholog of A. nidulans FGSC A4 : AN6706, A. niger CBS 513.88 : An07g02350, A. oryzae RIB40 : AO090005000417, Neosartorya fischeri NRRL 181 : NFIA_026730 and Aspergillus wentii : Aspwe1_0048321","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN6706, A. niger CBS 513.88 : An07g02350, A. oryzae RIB40 : AO090005000417, Neosartorya fischeri NRRL 181 : NFIA_026730 and Aspergillus wentii : Aspwe1_0048321"
"Afu7g05530","Afu7g05530-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,336,277..1,338,432(+)","Ortholog(s) have double-stranded DNA-dependent ATPase activity, role in mitochondrial DNA metabolic process and mitochondrial matrix localization","No","1","N/A","Ortholog(s) have double-stranded DNA-dependent ATPase activity, role in mitochondrial DNA metabolic process and mitochondrial matrix localization"
"Afu7g05540","Afu7g05540-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,338,968..1,345,880(-)","GPI inositol-deacylase, putative","No","1","bst1","GPI inositol-deacylase, putative"
"Afu7g05550","Afu7g05550-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,346,761..1,349,592(+)","Ortholog(s) have dicarboxylic acid transmembrane transporter activity, role in dicarboxylic acid transport and plasma membrane localization","No","1","N/A","Ortholog(s) have dicarboxylic acid transmembrane transporter activity, role in dicarboxylic acid transport and plasma membrane localization"
"Afu7g05560","Afu7g05560-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,350,808..1,351,581(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_091140","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_091140"
"Afu7g05570","Afu7g05570-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,351,624..1,352,039(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_091150","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_091150"
"Afu7g05580","Afu7g05580-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,352,391..1,355,702(-)","Putative phospholipase D","No","1","pldA","Putative phospholipase D"
"Afu7g05590","Afu7g05590-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,356,837..1,357,718(+)","Ortholog(s) have cytosol, nucleus localization","No","1","N/A","Ortholog(s) have cytosol, nucleus localization"
"Afu7g05600","Afu7g05600-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,357,857..1,360,784(-)","Ortholog(s) have cytosol, nucleus localization","No","1","N/A","Ortholog(s) have cytosol, nucleus localization"
"Afu7g05610","Afu7g05610-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,361,203..1,363,099(-)","Glucanase, putative","No","1","exg3","Glucanase, putative"
"Afu7g05620","Afu7g05620-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,363,278..1,366,803(-)","Ortholog(s) have RNA polymerase II core promoter proximal region sequence-specific DNA binding, transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding activity","No","1","N/A","Ortholog(s) have RNA polymerase II core promoter proximal region sequence-specific DNA binding, transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding activity"
"Afu7g05630","Afu7g05630-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,366,886..1,368,321(+)","Ortholog of A. nidulans FGSC A4 : AN6716, A. niger CBS 513.88 : An07g02280, A. oryzae RIB40 : AO090005000425, Aspergillus wentii : Aspwe1_0099516 and Aspergillus sydowii : Aspsy1_0447108","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN6716, A. niger CBS 513.88 : An07g02280, A. oryzae RIB40 : AO090005000425, Aspergillus wentii : Aspwe1_0099516 and Aspergillus sydowii : Aspsy1_0447108"
"Afu7g05640","Afu7g05640-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,368,854..1,369,510(+)","Ortholog of A. niger CBS 513.88 : An07g02290, A. oryzae RIB40 : AO090003001460, Neosartorya fischeri NRRL 181 : NFIA_026890 and Aspergillus versicolor : Aspve1_0041007","No","1","N/A","Ortholog of A. niger CBS 513.88 : An07g02290, A. oryzae RIB40 : AO090003001460, Neosartorya fischeri NRRL 181 : NFIA_026890 and Aspergillus versicolor : Aspve1_0041007"
"Afu7g05650","Afu7g05650-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,371,431..1,373,458(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_091230","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_091230"
"Afu7g05660","Afu7g05660-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,375,817..1,379,535(+)","Putative translation elongation factor eEF-3","No","1","N/A","Putative translation elongation factor eEF-3"
"Afu7g05670","Afu7g05670-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,388,514..1,390,593(-)","Ortholog(s) have ribose phosphate diphosphokinase activity and role in 5-phosphoribose 1-diphosphate biosynthetic process, cytokinesis, fungal-type cell wall organization","No","1","N/A","Ortholog(s) have ribose phosphate diphosphokinase activity and role in 5-phosphoribose 1-diphosphate biosynthetic process, cytokinesis, fungal-type cell wall organization"
"Afu7g05680","Afu7g05680-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,390,637..1,391,485(+)","Ortholog(s) have cytosol, nucleus localization","No","1","N/A","Ortholog(s) have cytosol, nucleus localization"
"Afu7g05700","Afu7g05700-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,391,555..1,398,265(-)","Ortholog(s) have ARF guanyl-nucleotide exchange factor activity and role in ER to Golgi vesicle-mediated transport, autophagosome assembly, cellular response to drug, hyphal growth, intra-Golgi vesicle-mediated transport","No","1","N/A","Ortholog(s) have ARF guanyl-nucleotide exchange factor activity and role in ER to Golgi vesicle-mediated transport, autophagosome assembly, cellular response to drug, hyphal growth, intra-Golgi vesicle-mediated transport"
"Afu7g05710","Afu7g05710-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,398,291..1,398,587(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_091280","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_091280"
"Afu7g05720","Afu7g05720-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,398,605..1,400,277(+)","Pyruvate dehydrogenase complex, dihydrolipoamide acetyltransferase component","No","1","N/A","Pyruvate dehydrogenase complex, dihydrolipoamide acetyltransferase component"
"Afu7g05730","Afu7g05730-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,401,113..1,401,726(+)","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_026960, Aspergillus wentii : Aspwe1_0101000, Aspergillus versicolor : Aspve1_0046472 and Aspergillus niger ATCC 1015 : 200329-mRNA","No","1","N/A","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_026960, Aspergillus wentii : Aspwe1_0101000, Aspergillus versicolor : Aspve1_0046472 and Aspergillus niger ATCC 1015 : 200329-mRNA"
"Afu7g05735","Afu7g05735-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,402,262..1,404,364(+)","Ortholog(s) have Golgi apparatus localization","No","1","N/A","Ortholog(s) have Golgi apparatus localization"
"Afu7g05740","Afu7g05740-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,404,392..1,406,384(+)","Putative NAD-dependent malate dehydrogenase","No","1","N/A","Putative NAD-dependent malate dehydrogenase"
"Afu7g05752","Afu7g05752-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,406,446..1,410,179(-)","Has domain(s) with predicted ATP binding, nucleoside-triphosphatase activity, nucleotide binding activity","No","1","N/A","Has domain(s) with predicted ATP binding, nucleoside-triphosphatase activity, nucleotide binding activity"
"Afu7g05770","Afu7g05770-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,412,080..1,412,878(+)","Ortholog of A. nidulans FGSC A4 : AN6719, A. oryzae RIB40 : AO090005000440, Aspergillus wentii : Aspwe1_0167865, Aspergillus sydowii : Aspsy1_0049271 and Aspergillus terreus NIH2624 : ATET_06356","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN6719, A. oryzae RIB40 : AO090005000440, Aspergillus wentii : Aspwe1_0167865, Aspergillus sydowii : Aspsy1_0049271 and Aspergillus terreus NIH2624 : ATET_06356"
"Afu7g05780","Afu7g05780-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,413,239..1,415,719(-)","Ortholog(s) have role in establishment or maintenance of cell polarity, hyphal growth","No","1","N/A","Ortholog(s) have role in establishment or maintenance of cell polarity, hyphal growth"
"Afu7g05785","Afu7g05785-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,416,109..1,416,429(+)","Ortholog of A. nidulans FGSC A4 : AN11901, A. niger CBS 513.88 : An07g02120, Neosartorya fischeri NRRL 181 : NFIA_027020 and Aspergillus versicolor : Aspve1_0088350","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN11901, A. niger CBS 513.88 : An07g02120, Neosartorya fischeri NRRL 181 : NFIA_027020 and Aspergillus versicolor : Aspve1_0088350"
"Afu7g05790","Afu7g05790-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,416,855..1,420,089(-)","Ortholog(s) have role in vacuole organization and cytosol, nucleus localization","No","1","N/A","Ortholog(s) have role in vacuole organization and cytosol, nucleus localization"
"Afu7g05800","Afu7g05800-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,420,407..1,423,419(-)","Ortholog(s) have fructose-2,6-bisphosphate 2-phosphatase activity, role in glucose metabolic process and cytoplasm localization","No","1","N/A","Ortholog(s) have fructose-2,6-bisphosphate 2-phosphatase activity, role in glucose metabolic process and cytoplasm localization"
"Afu7g05810","Afu7g05810-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,423,695..1,425,684(-)","Ribonucleoprotein, putative","No","1","N/A","Ribonucleoprotein, putative"
"Afu7g05820","Afu7g05820-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,425,963..1,427,405(+)","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_027060, Aspergillus wentii : Aspwe1_0035495, Aspergillus fumigatus A1163 : AFUB_091400 and Aspergillus clavatus NRRL 1 : ACLA_007510","No","1","N/A","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_027060, Aspergillus wentii : Aspwe1_0035495, Aspergillus fumigatus A1163 : AFUB_091400 and Aspergillus clavatus NRRL 1 : ACLA_007510"
"Afu7g05830","Afu7g05830-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,427,445..1,429,544(-)","Ortholog(s) have plasma membrane localization","No","1","N/A","Ortholog(s) have plasma membrane localization"
"Afu7g05840","Afu7g05840-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,431,243..1,432,880(+)","Amidohydrolase family protein","No","1","N/A","Amidohydrolase family protein"
"Afu7g05850","Afu7g05850-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,433,710..1,435,739(-)","Ortholog of A. niger CBS 513.88 : An07g02040, Neosartorya fischeri NRRL 181 : NFIA_027090, Aspergillus clavatus NRRL 1 : ACLA_007540 and Aspergillus zonatus : Aspzo1_0166327","No","1","N/A","Ortholog of A. niger CBS 513.88 : An07g02040, Neosartorya fischeri NRRL 181 : NFIA_027090, Aspergillus clavatus NRRL 1 : ACLA_007540 and Aspergillus zonatus : Aspzo1_0166327"
"Afu7g05860","Afu7g05860-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,436,016..1,437,867(-)","Has domain(s) with predicted zinc ion binding activity","No","1","N/A","Has domain(s) with predicted zinc ion binding activity"
"Afu7g05870","Afu7g05870-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,437,993..1,439,560(+)","Proteasome subunit alpha type-2, putative","No","1","pre8","Proteasome subunit alpha type-2, putative"
"Afu7g05880","Afu7g05880-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,440,641..1,441,687(+)","Ortholog of A. nidulans FGSC A4 : AN6727, AN5371, AN0386, A. fumigatus Af293 : Afu1g01610, Afu4g01060, Afu6g03180 and A. niger CBS 513.88 : An04g08650, An07g02000","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN6727, AN5371, AN0386, A. fumigatus Af293 : Afu1g01610, Afu4g01060, Afu6g03180 and A. niger CBS 513.88 : An04g08650, An07g02000"
"Afu7g05890","Afu7g05890-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,441,886..1,442,795(-)","Ortholog of Aspergillus fumigatus A1163 : AFUB_091470","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_091470"
"Afu7g05900","Afu7g05900-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,443,645..1,445,009(+)","Has domain(s) with predicted catalytic activity, molybdenum ion binding, pyridoxal phosphate binding activity","No","1","N/A","Has domain(s) with predicted catalytic activity, molybdenum ion binding, pyridoxal phosphate binding activity"
"Afu7g05910","Afu7g05910-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,445,032..1,447,701(-)","Purine transporter","No","1","uapC","Purine transporter"
"Afu7g05920","Afu7g05920-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,449,832..1,451,264(+)","Ortholog(s) have stearoyl-CoA 9-desaturase activity","No","1","N/A","Ortholog(s) have stearoyl-CoA 9-desaturase activity"
"Afu7g05930","Afu7g05930-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,451,452..1,454,955(+)","Saccharolysin, putative","No","1","mepB","Saccharolysin, putative"
"Afu7g05940","Afu7g05940-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,455,427..1,456,155(+)","Ortholog of A. nidulans FGSC A4 : AN10851, A. niger CBS 513.88 : An07g01650, A. oryzae RIB40 : AO090005000458, Aspergillus wentii : Aspwe1_0291638 and Aspergillus sydowii : Aspsy1_0159486","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN10851, A. niger CBS 513.88 : An07g01650, A. oryzae RIB40 : AO090005000458, Aspergillus wentii : Aspwe1_0291638 and Aspergillus sydowii : Aspsy1_0159486"
"Afu7g05950","Afu7g05950-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,456,348..1,457,573(-)","Ortholog(s) have calcium ion binding activity and role in mitotic actomyosin contractile ring assembly actin filament organization, protein localization to medial cortex, regulation of cell cycle, spore germination","No","1","N/A","Ortholog(s) have calcium ion binding activity and role in mitotic actomyosin contractile ring assembly actin filament organization, protein localization to medial cortex, regulation of cell cycle, spore germination"
"Afu7g05960","Afu7g05960-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,457,672..1,463,993(-)","Ortholog(s) have sequence-specific DNA binding activity","No","1","N/A","Ortholog(s) have sequence-specific DNA binding activity"
"Afu7g05970","Afu7g05970-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,463,997..1,468,638(-)","Ortholog(s) have cytosol, nuclear envelope localization","No","1","N/A","Ortholog(s) have cytosol, nuclear envelope localization"
"Afu7g05980","Afu7g05980-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,468,864..1,469,276(+)","Ortholog(s) have role in mRNA splicing, via spliceosome and U1 snRNP, U2 snRNP, U2-type prespliceosome, U4/U6 x U5 tri-snRNP complex, U5 snRNP, cytosol localization","No","1","N/A","Ortholog(s) have role in mRNA splicing, via spliceosome and U1 snRNP, U2 snRNP, U2-type prespliceosome, U4/U6 x U5 tri-snRNP complex, U5 snRNP, cytosol localization"
"Afu7g05990","Afu7g05990-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,469,437..1,470,284(-)","Ortholog(s) have mitochondrion localization","No","1","N/A","Ortholog(s) have mitochondrion localization"
"Afu7g06000","Afu7g06000-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,470,617..1,471,220(-)","Ortholog of Aspergillus fumigatus A1163 : AFUB_091580","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_091580"
"Afu7g06010","Afu7g06010-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,471,568..1,472,598(-)","Ortholog(s) have mitochondrion localization","No","1","N/A","Ortholog(s) have mitochondrion localization"
"Afu7g06020","Afu7g06020-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,472,678..1,477,744(+)","Ortholog(s) have cytoplasm, nuclear pore localization","No","1","N/A","Ortholog(s) have cytoplasm, nuclear pore localization"
"Afu7g06030","Afu7g06030-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,477,778..1,480,230(-)","Alpha-ketoglutarate-dependent taurine dioxygenase","No","1","N/A","Alpha-ketoglutarate-dependent taurine dioxygenase"
"Afu7g06040","Afu7g06040-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,480,353..1,483,983(+)","Ortholog(s) have endoplasmic reticulum localization","No","1","N/A","Ortholog(s) have endoplasmic reticulum localization"
"Afu7g06050","Afu7g06050-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,484,454..1,489,282(-)","DNA damage-inducible protein 1, putative","No","1","ddiA","DNA damage-inducible protein 1, putative"
"Afu7g06060","Afu7g06060-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,489,297..1,492,417(+)","Putative siderophore transporter","No","1","sit1","Putative siderophore transporter"
"Afu7g06070","Afu7g06070-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,493,785..1,494,106(-)","Ortholog of Aspergillus fumigatus A1163 : AFUB_091660","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_091660"
"Afu7g06080","Afu7g06080-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,495,821..1,496,651(-)","Putative methyltransferase","No","1","N/A","Putative methyltransferase"
"Afu7g06090","Afu7g06090-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,496,913..1,498,298(-)","Fatty-acyl coenzyme A oxidase (Pox1), putative","No","1","pox1","Fatty-acyl coenzyme A oxidase (Pox1), putative"
"Afu7g06100","Afu7g06100-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,498,364..1,499,163(-)","Putative acyl-coA dehydrogenase family protein with a predicted role in beta oxidation of fatty acids","No","1","N/A","Putative acyl-coA dehydrogenase family protein with a predicted role in beta oxidation of fatty acids"
"Afu7g06110","Afu7g06110-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,499,883..1,502,459(+)","Has domain(s) with predicted hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process","No","1","N/A","Has domain(s) with predicted hydrolase activity, hydrolyzing O-glycosyl compounds activity and role in carbohydrate metabolic process"
"Afu7g06120","Afu7g06120-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,502,812..1,504,679(-)","Putative transmembrane transporter","No","1","N/A","Putative transmembrane transporter"
"Afu7g06130","Afu7g06130-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,504,756..1,506,745(+)","Ortholog of A. nidulans FGSC A4 : AN6413, AN6419, AN6946, AN5312, AN5664, AN8328, AN3241, AN10369, AN1930, AN2386, AN1738, AN11159, AN8984, AN8951, AN1540, AN8971, AN9387, AN9266, AN9306, AN1317, AN10886, AN7232, AN7774, AN12202","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN6413, AN6419, AN6946, AN5312, AN5664, AN8328, AN3241, AN10369, AN1930, AN2386, AN1738, AN11159, AN8984, AN8951, AN1540, AN8971, AN9387, AN9266, AN9306, AN1317, AN10886, AN7232, AN7774, AN12202"
"Afu7g06140","Afu7g06140-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,506,863..1,509,699(-)","Putative secreted 1,4-beta-D-glucan glucanhydrolase","No","1","exg13","Putative secreted 1,4-beta-D-glucan glucanhydrolase"
"Afu7g06150","Afu7g06150-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,511,096..1,511,900(+)","Putative secreted cellulase","No","1","N/A","Putative secreted cellulase"
"Afu7g06160","Afu7g06160-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,512,409..1,513,468(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_091740","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_091740"
"Afu7g06170","Afu7g06170-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,513,571..1,514,714(-)","Has domain(s) with predicted hydrolase activity","No","1","N/A","Has domain(s) with predicted hydrolase activity"
"Afu7g06180","Afu7g06180-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,515,507..1,517,438(-)","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_027430, Aspergillus wentii : Aspwe1_0053694, Aspergillus fumigatus A1163 : AFUB_091760 and Aspergillus zonatus : Aspzo1_0016354","No","1","N/A","Ortholog of Neosartorya fischeri NRRL 181 : NFIA_027430, Aspergillus wentii : Aspwe1_0053694, Aspergillus fumigatus A1163 : AFUB_091760 and Aspergillus zonatus : Aspzo1_0016354"
"Afu7g06200","Afu7g06200-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,517,766..1,519,473(-)","Ortholog of A. nidulans FGSC A4 : AN8434, Aspergillus wentii : Aspwe1_0053695, Aspergillus versicolor : Aspve1_0033713, Aspergillus zonatus : Aspzo1_0016352 and Aspergillus sydowii : Aspsy1_0061228","No","1","N/A","Ortholog of A. nidulans FGSC A4 : AN8434, Aspergillus wentii : Aspwe1_0053695, Aspergillus versicolor : Aspve1_0033713, Aspergillus zonatus : Aspzo1_0016352 and Aspergillus sydowii : Aspsy1_0061228"
"Afu7g06210","Afu7g06210-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,519,575..1,521,092(+)","Ortholog of Aspergillus fumigatus A1163 : AFUB_091780","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_091780"
"Afu7g06220","Afu7g06220-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,522,301..1,524,313(+)","Putative serine protease","No","1","sedE","Putative serine protease"
"Afu7g06240","Afu7g06240-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,528,038..1,528,540(+)","Has domain(s) with predicted ATP binding, protein kinase activity and role in protein phosphorylation","No","1","N/A","Has domain(s) with predicted ATP binding, protein kinase activity and role in protein phosphorylation"
"Afu7g06250","Afu7g06250-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,529,797..1,530,711(+)","Has domain(s) with predicted protein disulfide oxidoreductase activity","No","1","N/A","Has domain(s) with predicted protein disulfide oxidoreductase activity"
"Afu7g06260","Afu7g06260-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,531,122..1,533,006(-)","Ortholog(s) have intracellular localization","No","1","N/A","Ortholog(s) have intracellular localization"
"Afu7g06270","Afu7g06270-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,533,194..1,534,159(+)","Has domain(s) with predicted catalytic activity, metal ion binding, phosphoric diester hydrolase activity","No","1","N/A","Has domain(s) with predicted catalytic activity, metal ion binding, phosphoric diester hydrolase activity"
"Afu7g06280","Afu7g06280-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,534,243..1,536,040(-)","Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization","No","1","N/A","Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization"
"Afu7g06290","Afu7g06290-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,539,474..1,543,677(+)","Has domain(s) with predicted catalytic activity and role in nucleoside metabolic process","No","1","N/A","Has domain(s) with predicted catalytic activity and role in nucleoside metabolic process"
"Afu7g06300","Afu7g06300-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,543,964..1,544,350(-)","Ortholog of Aspergillus fumigatus A1163 : AFUB_091850","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_091850"
"Afu7g06310","Afu7g06310-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,544,427..1,545,383(-)","Ortholog of Aspergillus fumigatus A1163 : AFUB_091860","No","1","N/A","Ortholog of Aspergillus fumigatus A1163 : AFUB_091860"
"Afu7g06320","Afu7g06320-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,547,096..1,549,109(-)","Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated","No","1","N/A","Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated"
"Afu7g06330","Afu7g06330-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,550,135..1,550,590(+)","protein of unknown function","No","1","N/A","protein of unknown function"
"Afu7g06340","Afu7g06340-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,550,645..1,552,888(-)","Ortholog of A. fumigatus Af293 : Afu2g00210, A. niger CBS 513.88 : An01g11590, An01g01670, A. oryzae RIB40 : AO090009000035 and Aspergillus wentii : Aspwe1_0027365, Aspwe1_0046529","No","1","N/A","Ortholog of A. fumigatus Af293 : Afu2g00210, A. niger CBS 513.88 : An01g11590, An01g01670, A. oryzae RIB40 : AO090009000035 and Aspergillus wentii : Aspwe1_0027365, Aspwe1_0046529"
"Afu7g06350","Afu7g06350-T","Aspergillus fumigatus Af293","Chr7_A_fumigatus_Af293:1,555,480..1,557,891(-)","Putative phosphate transporter, phoB-regulated","No","1","phoE","Putative phosphate transporter, phoB-regulated"
