"Gene ID","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol"
"NCU09422","Neurospora crassa OR74A","CM002242:1,173,596..1,175,261(-)","hypothetical protein","No","1","N/A"
"NCU09423","Neurospora crassa OR74A","CM002242:1,171,648..1,172,777(-)","secreted protein","No","1","N/A"
"NCU09424","Neurospora crassa OR74A","CM002242:1,169,634..1,171,495(+)","hypothetical protein","No","1","N/A"
"NCU09425","Neurospora crassa OR74A","CM002242:1,166,511..1,169,415(+)","cellobionic acid phosphorylase","No","1","ndvB"
"NCU09426","Neurospora crassa OR74A","CM002242:1,158,981..1,160,438(+)","hypothetical protein","No","1","N/A"
"NCU09427","Neurospora crassa OR74A","CM002242:1,156,392..1,158,959(+)","G-protein coupled receptor","No","1","gpr-3"
"NCU09428","Neurospora crassa OR74A","CM002242:1,152,457..1,154,951(+)","hypothetical protein","No","1","N/A"
"NCU09429","Neurospora crassa OR74A","CM002242:1,149,635..1,152,060(+)","Flavin-containing monooxygenase","No","1","N/A"
"NCU09430","Neurospora crassa OR74A","CM002242:153,543..155,404(+)","hypothetical protein","No","1","N/A"
"NCU09431","Neurospora crassa OR74A","CM002242:157,176..158,203(-)","hypothetical protein","No","1","N/A"
"NCU09432","Neurospora crassa OR74A","CM002242:159,486..162,922(-)","snare complex-8","No","2","sna-8"
"NCU09433","Neurospora crassa OR74A","CM002242:163,496..165,828(-)","hypothetical protein","No","1","N/A"
"NCU09434","Neurospora crassa OR74A","CM002242:166,762..170,125(-)","meiotic silencing suppressor 2","No","1","sms-2"
"NCU09435","Neurospora crassa OR74A","CM002242:173,694..178,281(-)","mRNA 3'-end-processing protein RNA-14","No","1","paa-12"
"NCU09436","Neurospora crassa OR74A","CM002242:178,902..181,174(+)","histone chaperone asf-1","No","1","asf-1"
"NCU09437","Neurospora crassa OR74A","CM002242:181,662..185,357(-)","hypothetical protein","No","1","rbg-1"
"NCU09438","Neurospora crassa OR74A","CM002242:193,052..197,941(+)","translation-7","No","1","trl-7"
"NCU09439","Neurospora crassa OR74A","CM002242:199,270..200,445(+)","recombination-8","No","1","rec-8"
"NCU09440","Neurospora crassa OR74A","CM002242:201,399..202,463(-)","hypothetical protein","No","1","N/A"
"NCU09441","Neurospora crassa OR74A","CM002242:202,488..206,606(-)","hypothetical protein","No","1","N/A"
"NCU09442","Neurospora crassa OR74A","CM002242:207,634..209,135(+)","DUF757 domain-containing protein","No","1","N/A"
"NCU09443","Neurospora crassa OR74A","CM002242:209,181..214,330(+)","hypothetical protein","No","1","abc-25"
"NCU09444","Neurospora crassa OR74A","CM002242:215,241..218,122(-)","multi-drug resistance-16","No","1","mdr-16"
"NCU09445","Neurospora crassa OR74A","CM002242:219,417..220,601(-)","Cip2","No","1","ce15-1"
"NCU09447","Neurospora crassa OR74A","CM002242:222,624..224,845(+)","NAD(P)H dehydrogenase 3","No","1","nde-3"
"NCU09448","Neurospora crassa OR74A","CM002242:226,094..226,416(+)","hypothetical protein","No","1","N/A"
"NCU09449","Neurospora crassa OR74A","CM002242:227,948..232,807(-)","hypothetical protein","No","1","rnp-1"
"NCU09450","Neurospora crassa OR74A","CM002242:233,814..238,132(+)","26S proteasome regulatory subunit Rpn2","No","1","rpn-2"
"NCU09451","Neurospora crassa OR74A","CM002242:238,438..240,965(+)","hypothetical protein","No","1","N/A"
"NCU09452","Neurospora crassa OR74A","CM002242:242,470..243,276(-)","hypothetical protein","No","1","N/A"
"NCU09453","Neurospora crassa OR74A","CM002242:250,769..251,228(-)","hypothetical protein","No","1","N/A"
"NCU09455","Neurospora crassa OR74A","CM002242:255,204..256,129(+)","hypothetical protein","No","1","N/A"
"NCU09456","Neurospora crassa OR74A","CM002242:257,736..259,406(-)","dimethylaniline monooxygenase-3","No","1","dam-3"
"NCU09458","Neurospora crassa OR74A","CM002242:264,560..267,312(-)","MFS transporter, variant 1, MFS transporter","No","2","N/A"
"NCU09459","Neurospora crassa OR74A","CM002242:269,512..271,576(-)","hypothetical protein","No","1","N/A"
"NCU09460","Neurospora crassa OR74A","CM002242:272,261..273,883(-)","NADH:ubiquinone oxidoreductase 20.1kD subunit","No","1","nuo20.1"
"NCU09461","Neurospora crassa OR74A","CM002237:4,359,885..4,361,970(+)","AP-3 complex subunit sigma","No","1","ap3-2"
"NCU09462","Neurospora crassa OR74A","CM002237:4,360,689..4,361,822(-)","hypothetical protein","No","1","N/A"
"NCU09463","Neurospora crassa OR74A","CM002237:4,362,259..4,366,486(+)","leucyl-tRNA synthetase","No","1","leu-6"
"NCU09464","Neurospora crassa OR74A","CM002237:4,367,027..4,367,654(+)","hypothetical protein","No","1","N/A"
"NCU09465","Neurospora crassa OR74A","CM002237:4,369,446..4,370,975(+)","diphthamide biosynthesis protein 3","No","1","dph-3"
"NCU09466","Neurospora crassa OR74A","CM002237:4,370,827..4,373,297(-)","hypothetical protein","No","1","N/A"
"NCU09467","Neurospora crassa OR74A","CM002237:4,373,346..4,376,670(+)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU09468","Neurospora crassa OR74A","CM002237:4,376,995..4,380,245(+)","alpha-tubulin","No","1","tba-2"
"NCU09469","Neurospora crassa OR74A","CM002237:4,380,944..4,386,281(+)","EF hand domain-containing protein","No","1","N/A"
"NCU09470","Neurospora crassa OR74A","CM002237:4,386,697..4,388,109(-)","hypothetical protein","No","1","N/A"
"NCU09471","Neurospora crassa OR74A","CM002237:4,389,610..4,392,089(-)","hypothetical protein","No","1","N/A"
"NCU09472","Neurospora crassa OR74A","CM002237:4,393,055..4,396,374(+)","hypothetical protein","No","1","N/A"
"NCU09473","Neurospora crassa OR74A","CM002237:4,396,477..4,397,796(-)","3-ketoacyl-acyl carrier protein reductase","No","1","cel-3"
"NCU09474","Neurospora crassa OR74A","CM002237:4,398,179..4,399,974(+)","acetyltransferase","No","1","N/A"
"NCU09475","Neurospora crassa OR74A","CM002237:4,399,691..4,401,580(-)","40S ribosomal protein S5","No","1","crp-13"
"NCU09476","Neurospora crassa OR74A","CM002237:4,401,667..4,403,088(+)","40S ribosomal protein S25","No","1","crp-30"
"NCU09477","Neurospora crassa OR74A","CM002237:4,405,532..4,407,556(+)","ADP/ATP carrier protein, variant 1, ADP/ATP carrier protein","No","2","aac"
"NCU09478","Neurospora crassa OR74A","CM002237:4,407,665..4,409,112(+)","hypothetical protein","No","1","N/A"
"NCU09479","Neurospora crassa OR74A","CM002237:4,410,678..4,411,546(+)","hypothetical protein","No","1","N/A"
"NCU09480","Neurospora crassa OR74A","CM002237:4,411,258..4,413,129(-)","heme/steroid binding domain-containing protein","No","1","N/A"
"NCU09481","Neurospora crassa OR74A","CM002237:4,413,689..4,417,398(+)","Septal pore-associated protein, putative","No","1","N/A"
"NCU09482","Neurospora crassa OR74A","CM002237:4,417,858..4,422,646(-)","hypothetical protein","No","1","N/A"
"NCU09483","Neurospora crassa OR74A","CM002237:4,424,721..4,426,911(+)","hypothetical protein, variant 1, hypothetical protein, hypothetical protein, variant 2","No","3","N/A"
"NCU09484","Neurospora crassa OR74A","CM002237:4,426,885..4,428,862(-)","hypothetical protein","No","1","apr-12"
"NCU09485","Neurospora crassa OR74A","CM002237:4,430,506..4,433,956(+)","chaperone DnaK","No","1","hsp70-6"
"NCU09486","Neurospora crassa OR74A","CM002237:4,434,417..4,437,058(+)","glucan 1,4-alpha-maltohexaosidase","No","1","gh13-3"
"NCU09487","Neurospora crassa OR74A","CM002237:4,437,282..4,438,739(-)","hypothetical protein","No","1","N/A"
"NCU09488","Neurospora crassa OR74A","CM002237:4,439,442..4,442,042(-)","SDA1 domain-containing protein","No","1","N/A"
"NCU09489","Neurospora crassa OR74A","CM002237:4,442,223..4,443,601(+)","Phosphoglycerate mutase","No","1","emp-11"
"NCU09490","Neurospora crassa OR74A","CM002237:4,447,140..4,448,862(-)","hypothetical protein","No","1","N/A"
"NCU09491","Neurospora crassa OR74A","CM002237:4,451,075..4,452,364(-)","feruloyl esterase B","No","1","fea-1"
"NCU09492","Neurospora crassa OR74A","CM002237:4,457,764..4,465,976(+)","hypothetical protein, variant 2, hypothetical protein, hypothetical protein, variant 1","No","3","N/A"
"NCU09494","Neurospora crassa OR74A","CM002237:4,466,318..4,468,439(+)","hypothetical protein","No","1","N/A"
"NCU09495","Neurospora crassa OR74A","CM002237:4,468,613..4,470,618(+)","SET-6","No","1","set-6"
"NCU09496","Neurospora crassa OR74A","CM002238:127,361..132,582(-)","zinc finger transcription factor-31","No","1","znf-31"
"NCU09497","Neurospora crassa OR74A","CM002238:124,320..126,665(+)","fatty acid metabolism-3","No","1","fam-3"
"NCU09498","Neurospora crassa OR74A","CM002238:119,585..121,352(+)","hypothetical protein","No","1","N/A"
"NCU09499","Neurospora crassa OR74A","CM002238:114,942..118,431(+)","hypothetical protein","No","1","N/A"
"NCU09500","Neurospora crassa OR74A","CM002238:109,551..114,307(-)","hypothetical protein","No","1","N/A"
"NCU09502","Neurospora crassa OR74A","CM002238:103,971..107,924(-)","Septal pore-associated protein 4","No","1","spa-4"
"NCU09503","Neurospora crassa OR74A","CM002238:100,167..103,696(+)","hypothetical protein","No","1","N/A"
"NCU09504","Neurospora crassa OR74A","CM002238:96,578..99,187(+)","hypothetical protein","No","1","N/A"
"NCU09505","Neurospora crassa OR74A","CM002238:94,069..96,232(+)","hypothetical protein","No","1","N/A"
"NCU09506","Neurospora crassa OR74A","CM002238:91,057..92,443(+)","hypothetical protein","No","1","N/A"
"NCU09508","Neurospora crassa OR74A","CM002238:80,729..81,529(+)","Chitin deacetylase","No","1","ce4-4"
"NCU09509","Neurospora crassa OR74A","CM002238:78,706..80,592(+)","hypothetical protein","No","1","N/A"
"NCU09510","Neurospora crassa OR74A","CM002238:60,158..61,810(-)","phosphatidylinositol glycan class L","No","1","inl-16"
"NCU09511","Neurospora crassa OR74A","CM002238:57,807..60,112(+)","hypothetical protein","No","1","N/A"
"NCU09512","Neurospora crassa OR74A","CM002238:56,082..57,392(-)","small nuclear ribonucleoprotein-3","No","1","snr-3"
"NCU09513","Neurospora crassa OR74A","CM002238:53,169..56,089(+)","guanine triphosphate binding-2","No","1","gtp-2"
"NCU09514","Neurospora crassa OR74A","CM002238:48,622..51,780(+)","hypothetical protein","No","1","N/A"
"NCU09516","Neurospora crassa OR74A","CM002238:37,692..41,877(+)","DNA repair protein rad-5","No","1","mus-41"
"NCU09517","Neurospora crassa OR74A","CM002238:35,785..37,135(-)","hypothetical protein","No","1","N/A"
"NCU09518","Neurospora crassa OR74A","CM002238:32,761..35,175(-)","glucooligosaccharide oxidase","No","1","N/A"
"NCU09519","Neurospora crassa OR74A","CM002238:29,171..30,638(+)","2,5-diketo-D-gluconic acid reductase A","No","1","N/A"
"NCU09520","Neurospora crassa OR74A","CM002238:23,389..29,028(+)","Putative histidine kinase, two-component system","No","1","N/A"
"NCU09521","Neurospora crassa OR74A","CM002238:19,915..22,496(+)","Ribosome biogenesis protein","No","1","nup-32"
"NCU09522","Neurospora crassa OR74A","CM002238:17,631..19,142(-)","hypothetical protein","No","1","N/A"
"NCU09523","Neurospora crassa OR74A","CM002238:16,226..17,294(+)","Septal pore-associated protein, putative","No","1","N/A"
"NCU09524","Neurospora crassa OR74A","CM002238:14,104..16,140(-)","hypothetical protein","No","1","N/A"
"NCU09525","Neurospora crassa OR74A","CM002238:12,871..14,169(+)","Bacterial-type extracellular deoxyribonuclease","No","1","N/A"
"NCU09526","Neurospora crassa OR74A","CM002238:9,257..12,729(+)","hypothetical protein","No","1","N/A"
"NCU09527","Neurospora crassa OR74A","CM002240:4,472,612..4,475,197(+)","hypothetical protein","No","1","N/A"
"NCU09528","Neurospora crassa OR74A","CM002240:4,475,025..4,476,719(-)","nucleolar protein 16","No","1","nop-16"
"NCU09529","Neurospora crassa OR74A","CM002240:4,479,425..4,483,762(-)","hypothetical protein","No","1","N/A"
"NCU09530","Neurospora crassa OR74A","CM002240:4,486,089..4,486,492(-)","hypothetical protein","No","1","N/A"
"NCU09532","Neurospora crassa OR74A","CM002240:4,493,702..4,495,126(-)","L-threo-3-deoxy-hexulosonate aldolase","No","1","N/A"
"NCU09533","Neurospora crassa OR74A","CM002240:4,497,013..4,498,837(+)","NAD binding Rossmann fold oxidoreductase","No","1","N/A"
"NCU09534","Neurospora crassa OR74A","CM002240:4,498,734..4,499,929(-)","peroxiredoxin HYR1","No","1","ara-2"
"NCU09535","Neurospora crassa OR74A","CM002240:4,500,797..4,503,215(+)","hypothetical protein","No","1","N/A"
"NCU09536","Neurospora crassa OR74A","CM002240:4,503,045..4,506,643(-)","hypothetical protein","No","1","N/A"
"NCU09537","Neurospora crassa OR74A","CM002240:4,519,795..4,524,108(-)","rho-GTPase-activating protein 8","No","1","rho-10"
"NCU09538","Neurospora crassa OR74A","CM002240:4,524,704..4,526,833(+)","microsomal dipeptidase","No","1","dpp-4"
"NCU09539","Neurospora crassa OR74A","CM002240:4,526,614..4,527,746(-)","40S ribosomal protein S13","No","1","mrp-13"
"NCU09540","Neurospora crassa OR74A","CM002240:4,527,883..4,531,009(+)","hypothetical protein","No","1","N/A"
"NCU09541","Neurospora crassa OR74A","CM002240:4,532,072..4,535,646(+)","hypothetical protein","No","1","N/A"
"NCU09542","Neurospora crassa OR74A","CM002240:4,533,944..4,535,758(-)","impact family protein","No","1","N/A"
"NCU09543","Neurospora crassa OR74A","CM002240:4,536,268..4,537,789(+)","PQ loop repeat protein","No","1","N/A"
"NCU09544","Neurospora crassa OR74A","CM002240:4,538,315..4,542,381(+)","polarity defective-2, polarity defective-2, variant 1","No","2","pod-2"
"NCU09545","Neurospora crassa OR74A","CM002240:4,542,493..4,545,256(-)","methylenetetrahydrofolate reductase 2","No","1","met-13"
"NCU09546","Neurospora crassa OR74A","CM002240:4,547,021..4,549,681(+)","translation initiation factor eIF4E3","No","1","eif4E-3"
"NCU09547","Neurospora crassa OR74A","CM002240:4,549,414..4,551,590(-)","small nuclear ribonucleoprotein-20","No","1","snr-20"
"NCU09548","Neurospora crassa OR74A","CM002240:4,551,889..4,554,253(-)","platelet-activating factor acetylhydrolase","No","1","eli-2"
"NCU09549","Neurospora crassa OR74A","CM002240:4,554,461..4,557,854(-)","zinc finger transcription factor-51","No","1","znf-51"
"NCU09550","Neurospora crassa OR74A","CM002240:4,558,307..4,559,728(+)","hypothetical protein","No","1","N/A"
"NCU09551","Neurospora crassa OR74A","CM002240:4,559,876..4,562,322(-)","multi-drug resistance-14","No","1","mdr-14"
"NCU09552","Neurospora crassa OR74A","CM002240:4,562,796..4,566,951(-)","topoisomerase 1-associated factor 1","No","1","rep-1"
"NCU09553","Neurospora crassa OR74A","CM002240:4,567,334..4,569,163(+)","hydroxybutyryl dehydrogenase-1","No","1","hbd-1"
"NCU09556","Neurospora crassa OR74A","CM002240:4,580,028..4,584,044(+)","hypothetical protein","No","1","sgr-29"
"NCU09559","Neurospora crassa OR74A","CM002242:1,002,874..1,007,545(+)","clock-controlled protein 9","No","1","ccg-9"
"NCU09560","Neurospora crassa OR74A","CM002242:998,825..999,910(+)","superoxide dismutase-3","No","2","sod-3"
"NCU09561","Neurospora crassa OR74A","CM002242:996,066..998,639(-)","DNA replication complex GINS protein psf-3","No","1","drc-3"
"NCU09562","Neurospora crassa OR74A","CM002242:995,932..997,364(+)","hypothetical protein","No","1","N/A"
"NCU09564","Neurospora crassa OR74A","CM002242:989,341..993,463(-)","phosphate-repressible phosphate permease, variant 1, phosphate-repressible phosphate permease","No","2","pho-4"
"NCU09565","Neurospora crassa OR74A","CM002242:984,323..986,618(+)","hypothetical protein","No","1","cyp450-26"
"NCU09566","Neurospora crassa OR74A","CM002242:978,607..983,676(-)","hypothetical protein","No","1","N/A"
"NCU09567","Neurospora crassa OR74A","CM002242:977,935..980,163(+)","myo-inositol-1(or 4)-monophosphatase","No","1","inl-3"
"NCU09568","Neurospora crassa OR74A","CM002242:975,705..977,157(+)","hypothetical protein","No","1","N/A"
"NCU09569","Neurospora crassa OR74A","CM002242:970,324..972,146(-)","hypothetical protein","No","1","N/A"
"NCU09570","Neurospora crassa OR74A","CM002242:968,576..970,560(+)","glutathione transferase","No","1","gst-5"
"NCU09571","Neurospora crassa OR74A","CM002242:965,938..968,355(-)","tRNA-adenine methyltransferase-2","No","1","tamt-2"
"NCU09572","Neurospora crassa OR74A","CM002242:964,514..966,047(+)","actin-related protein-14","No","1","arp-14"
"NCU09573","Neurospora crassa OR74A","CM002242:960,314..963,672(-)","hypothetical protein, variant 1, hypothetical protein","No","2","N/A"
"NCU09574","Neurospora crassa OR74A","CM002242:958,434..959,436(-)","hypothetical protein","No","1","N/A"
"NCU09575","Neurospora crassa OR74A","CM002242:952,698..956,090(-)","sterol esterase","No","1","cea-2"
"NCU09576","Neurospora crassa OR74A","CM002242:949,514..953,044(+)","hypothetical protein","No","1","ff-12"
"NCU09577","Neurospora crassa OR74A","CM002242:945,769..946,591(-)","hypothetical protein","No","1","N/A"
"NCU09578","Neurospora crassa OR74A","CM002242:943,779..944,454(-)","hypothetical protein","No","1","N/A"
"NCU09579","Neurospora crassa OR74A","CM002242:940,644..942,441(+)","retinol dehydrogenase 12","No","1","adh-13"
"NCU09580","Neurospora crassa OR74A","CM002242:937,792..940,484(+)","MSF membrane transporter","No","1","mfs-28"
"NCU09581","Neurospora crassa OR74A","CM002242:933,250..936,171(-)","hypothetical protein","No","1","N/A"
"NCU09582","Neurospora crassa OR74A","CM002242:932,225..933,187(+)","Chitin deacetylase","No","1","ce4-1"
"NCU09584","Neurospora crassa OR74A","CM002242:922,026..922,793(-)","hypothetical protein","No","1","N/A"
"NCU09585","Neurospora crassa OR74A","CM002242:919,319..920,448(-)","hypothetical protein","No","1","N/A"
"NCU09586","Neurospora crassa OR74A","CM002242:917,315..918,638(+)","hypothetical protein","No","1","N/A"
"NCU09587","Neurospora crassa OR74A","CM002242:915,889..916,764(-)","hypothetical protein","No","1","N/A"
"NCU09588","Neurospora crassa OR74A","CM002242:914,086..914,811(+)","hypothetical protein","No","1","N/A"
"NCU09589","Neurospora crassa OR74A","CM002242:912,593..913,306(+)","hypothetical protein","No","1","N/A"
"NCU09590","Neurospora crassa OR74A","CM002242:911,011..911,974(+)","hypothetical protein","No","1","N/A"
"NCU09591","Neurospora crassa OR74A","CM002242:909,493..910,072(+)","hypothetical protein","No","1","N/A"
"NCU09593","Neurospora crassa OR74A","CM002237:107,020..108,114(+)","hypothetical protein","No","1","N/A"
"NCU09594","Neurospora crassa OR74A","CM002237:103,225..105,318(+)","seryl-tRNA synthetase","No","1","N/A"
"NCU09595","Neurospora crassa OR74A","CM002237:96,532..100,907(-)","serine/threonine protein kinase","No","1","stk-55"
"NCU09596","Neurospora crassa OR74A","CM002237:94,846..96,218(+)","phytanoyl-CoA dioxygenase","No","1","pdo-1"
"NCU09597","Neurospora crassa OR74A","CM002237:92,166..93,129(-)","hypothetical protein","No","1","N/A"
"NCU09598","Neurospora crassa OR74A","CM002237:88,570..91,982(+)","mitochondrial escape protein 2","No","1","msp-45"
"NCU09599","Neurospora crassa OR74A","CM002237:86,997..88,350(-)","hypothetical protein","No","1","N/A"
"NCU09600","Neurospora crassa OR74A","CM002237:84,233..86,147(+)","dienelactone hydrolase-2","No","1","dlh-2"
"NCU09602","Neurospora crassa OR74A","CM002237:79,724..82,693(-)","heat shock protein 70","No","1","hsp70-1"
"NCU09603","Neurospora crassa OR74A","CM002237:76,425..78,257(+)","hypothetical protein","No","1","N/A"
"NCU09604","Neurospora crassa OR74A","CM002237:73,202..74,342(-)","hypothetical protein","No","1","N/A"
"NCU09605","Neurospora crassa OR74A","CM002237:70,445..71,887(+)","hypothetical protein","No","1","N/A"
"NCU09606","Neurospora crassa OR74A","CM002237:68,673..69,666(+)","hypothetical protein","No","1","N/A"
"NCU09608","Neurospora crassa OR74A","CM002237:66,707..68,637(+)","ribonuclease H2 subunit A","No","1","rnh-1"
"NCU09609","Neurospora crassa OR74A","CM002237:63,048..66,547(-)","centromere protein C","No","1","cen-c"
"NCU09610","Neurospora crassa OR74A","CM002237:59,495..63,119(+)","sey-1","No","1","sey1"
"NCU09611","Neurospora crassa OR74A","CM002237:57,518..58,796(+)","fructosamine-3-kinase","No","1","fak"
"NCU09612","Neurospora crassa OR74A","CM002237:56,204..56,983(+)","hypothetical protein","No","1","N/A"
"NCU09613","Neurospora crassa OR74A","CM002237:51,943..53,778(+)","hypothetical protein","No","1","N/A"
"NCU09615","Neurospora crassa OR74A","CM002237:46,017..49,683(+)","hypothetical protein","No","1","vad-14"
"NCU09616","Neurospora crassa OR74A","CM002237:43,701..45,278(+)","hypothetical protein","No","1","N/A"
"NCU09617","Neurospora crassa OR74A","CM002237:41,526..42,883(-)","hypothetical protein","No","1","N/A"
"NCU09619","Neurospora crassa OR74A","CM002237:40,799..41,401(-)","hypothetical protein","No","1","N/A"
"NCU09620","Neurospora crassa OR74A","CM002237:38,686..39,994(-)","hypothetical protein","No","1","N/A"
"NCU09621","Neurospora crassa OR74A","CM002237:36,177..38,253(-)","guanine-7","No","1","gua-7"
"NCU09623","Neurospora crassa OR74A","CM002237:34,371..35,627(-)","hypothetical protein","No","1","N/A"
"NCU09627","Neurospora crassa OR74A","CM002237:26,847..28,669(+)","hypothetical protein","No","1","N/A"
"NCU09629","Neurospora crassa OR74A","CM002237:19,764..23,982(-)","hypothetical protein","No","1","N/A"
"NCU09630","Neurospora crassa OR74A","CM002237:19,042..19,908(+)","hypothetical protein","No","1","N/A"
"NCU09631","Neurospora crassa OR74A","CM002237:15,943..18,173(-)","hypothetical protein","No","1","N/A"
"NCU09632","Neurospora crassa OR74A","CM002237:12,521..13,311(-)","hypothetical protein","No","1","N/A"
"NCU09633","Neurospora crassa OR74A","CM002237:11,642..12,594(+)","hypothetical protein","No","1","N/A"
"NCU09634","Neurospora crassa OR74A","CM002237:8,927..11,029(-)","hypothetical protein","No","1","N/A"
"NCU09635","Neurospora crassa OR74A","CM002239:3,960..5,883(-)","hypothetical protein","No","1","N/A"
"NCU09636","Neurospora crassa OR74A","CM002239:6,446..8,374(+)","hypothetical protein","No","1","N/A"
"NCU09637","Neurospora crassa OR74A","CM002239:8,110..19,545(-)","sterigmatocystin 8-O-methyltransferase, sterigmatocystin 8-O-methyltransferase, variant 1","No","2","N/A"
"NCU09638","Neurospora crassa OR74A","CM002239:11,075..19,163(+)","polyketide synthase 5","No","1","pks-5"
"NCU09639","Neurospora crassa OR74A","CM002239:19,910..21,754(-)","hypothetical protein","No","1","N/A"
"NCU09640","Neurospora crassa OR74A","CM002239:22,743..24,429(-)","MFS toxin efflux pump","No","1","mfs-13"
"NCU09641","Neurospora crassa OR74A","CM002239:29,178..31,245(+)","hypothetical protein","No","1","vad-15"
"NCU09642","Neurospora crassa OR74A","CM002239:33,357..36,590(-)","high affinity sulfate transporter 1, high affinity sulfate transporter 1, variant 1","No","2","N/A"
"NCU09643","Neurospora crassa OR74A","CM002239:47,390..50,877(-)","phosphatidate cytidylyltransferase","No","1","chol-9"
"NCU09644","Neurospora crassa OR74A","CM002239:51,826..55,019(+)","UVS-3","No","1","uvs-3"
"NCU09645","Neurospora crassa OR74A","CM002239:55,579..56,712(+)","hypothetical protein","No","1","N/A"
"NCU09646","Neurospora crassa OR74A","CM002239:56,877..58,715(-)","ketoacyl thiolase-1","No","1","kat-1"
"NCU09647","Neurospora crassa OR74A","CM002239:59,114..61,311(+)","hypothetical protein","No","1","N/A"
"NCU09648","Neurospora crassa OR74A","CM002239:61,716..64,332(+)","alhehyde dehydrogenase-3","No","1","ahd-3"
"NCU09649","Neurospora crassa OR74A","CM002239:64,616..66,946(+)","metallophosphoesterase, variant 1, metallophosphoesterase","No","2","N/A"
"NCU09650","Neurospora crassa OR74A","CM002239:68,362..68,930(+)","hypothetical protein","No","1","N/A"
"NCU09651","Neurospora crassa OR74A","CM002239:71,005..73,122(+)","hypothetical protein","No","1","N/A"
"NCU09652","Neurospora crassa OR74A","CM002239:73,408..75,325(+)","Beta-xylosidase","No","1","gh43-5"
"NCU09653","Neurospora crassa OR74A","CM002239:75,152..76,252(-)","YhhN family protein","No","1","N/A"
"NCU09654","Neurospora crassa OR74A","CM002239:77,283..81,512(+)","MFS transporter","No","1","N/A"
"NCU09656","Neurospora crassa OR74A","CM002239:85,773..87,939(+)","carboxymethylenebutenolidase","No","1","N/A"
"NCU09657","Neurospora crassa OR74A","CM002239:88,972..94,494(+)","hypothetical protein","No","1","N/A"
"NCU09658","Neurospora crassa OR74A","CM002239:94,753..98,413(+)","hypothetical protein","No","1","N/A"
"NCU09659","Neurospora crassa OR74A","CM002239:98,826..101,049(+)","nucleotidase-1","No","1","nut-1"
"NCU09660","Neurospora crassa OR74A","CM002239:101,673..102,330(+)","hypothetical protein","No","1","N/A"
"NCU09663","Neurospora crassa OR74A","CM002239:107,180..108,820(+)","Axe2","No","1","ce5-1"
"NCU09664","Neurospora crassa OR74A","CM002239:108,982..109,942(-)","acetylxylan esterase","No","1","ce5-3"
"NCU09665","Neurospora crassa OR74A","CM002239:111,999..112,997(-)","hypothetical protein","No","1","N/A"
"NCU09667","Neurospora crassa OR74A","CM002240:897,183..897,949(-)","hypothetical protein","No","1","N/A"
"NCU09669","Neurospora crassa OR74A","CM002240:889,013..890,893(-)","hypothetical protein","No","1","N/A"
"NCU09670","Neurospora crassa OR74A","CM002240:882,123..883,776(-)","amidohydrolase","No","1","N/A"
"NCU09671","Neurospora crassa OR74A","CM002240:881,175..881,915(+)","hypothetical protein","No","1","N/A"
"NCU09672","Neurospora crassa OR74A","CM002240:879,140..880,577(+)","glycosylhydrolase family 16-14","No","1","gh16-14"
"NCU09673","Neurospora crassa OR74A","CM002240:876,423..878,896(+)","AP-2 complex subunit mu-1","No","1","ap2-3"
"NCU09674","Neurospora crassa OR74A","CM002240:874,680..875,898(+)","O-methyltransferase family 3","No","1","N/A"
"NCU09676","Neurospora crassa OR74A","CM002240:871,157..873,401(-)","hypothetical protein","No","1","N/A"
"NCU09677","Neurospora crassa OR74A","CM002240:868,101..871,482(+)","UPF0187 domain membrane protein","No","1","N/A"
"NCU09678","Neurospora crassa OR74A","CM002240:863,452..865,559(+)","MFS transporter","No","1","N/A"
"NCU09679","Neurospora crassa OR74A","CM002240:860,567..862,129(-)","hypothetical protein","No","1","N/A"
"NCU09680","Neurospora crassa OR74A","CM002240:858,215..859,731(-)","exoglucanase 2","No","1","gh6-2"
"NCU09681","Neurospora crassa OR74A","CM002240:855,791..858,064(+)","hypothetical protein","No","1","N/A"
"NCU09682","Neurospora crassa OR74A","CM002240:849,786..850,960(-)","trehalase-3","No","1","tre-3"
"NCU09683","Neurospora crassa OR74A","CM002240:848,382..849,729(-)","hypothetical protein","No","1","N/A"
"NCU09685","Neurospora crassa OR74A","CM002240:844,178..844,706(-)","hypothetical protein","No","1","N/A"
"NCU09686","Neurospora crassa OR74A","CM002240:840,771..844,153(+)","clock-controlled protein 8","No","1","ccg-8"
"NCU09687","Neurospora crassa OR74A","CM002240:838,659..840,203(-)","hypothetical protein","No","1","N/A"
"NCU09688","Neurospora crassa OR74A","CM002240:834,556..837,016(-)","AP-1 complex subunit mu","No","1","ap1-3"
"NCU09689","Neurospora crassa OR74A","CM002240:825,290..827,082(+)","hypothetical protein","No","1","N/A"
"NCU09690","Neurospora crassa OR74A","CM002240:822,340..824,926(-)","hypothetical protein","No","1","N/A"
"NCU09691","Neurospora crassa OR74A","CM002240:822,372..823,541(+)","hypothetical protein","No","1","N/A"
"NCU09692","Neurospora crassa OR74A","CM002240:818,074..820,387(+)","phosphatidic acid phosphatase beta","No","1","N/A"
"NCU09693","Neurospora crassa OR74A","CM002240:815,771..817,560(+)","hypothetical protein, hypothetical protein, variant 1","No","2","N/A"
