protein_id	source_proteome	C286	C287	C288	C289	C294	C298	clade01	clade02	clade03	clade04	clade05	clade06	clade07	clade08
EHM034720|EHA02359_bin.2_gene_159_4	C286		8.16e-12		7.69e-186		1.74e-26	1.9e-18					1.95e-22		
EHM034720|EHA02359_bin.2_gene_160_3	C286		7.75e-41		1.0500000000000001e-194		5.71e-18	1.49e-18							
EHM034720|EHA02359_bin.2_gene_161_1	C286		7.830000000000001e-66	5.41e-68	1.85e-64	3.0299999999999997e-61		3.3e-23				1.48e-14			
EHM034720|EHA02359_bin.2_gene_161_2	C286		2.64e-100	1.75e-98	1.19e-98	3.87e-107	4.32e-89		2.2099999999999998e-89	3.31e-77	4.15e-82	1.22e-87	2.3400000000000002e-86	1.24e-88	3.58e-91
EHM034720|EHA02359_bin.2_gene_161_3	C286		4.71e-79	2.3200000000000003e-79	2.61e-78	1.13e-75	2.19e-75	9.72e-63	2.1899999999999998e-67	1.23e-61	5.16e-62	4.43e-67	2.71e-69	1.17e-61	1.7499999999999999e-68
EHM034720|EHA02359_bin.2_gene_161_4	C286		0.0	0.0	0.0	0.0	0.0	3.8900000000000003e-271	2.78e-260	2.4799999999999997e-250	7.57e-250		5.3e-285	3.6699999999999996e-250	1.98e-246
EHM034720|EHA02359_bin.2_gene_161_5	C286		9.59e-53	6.71e-53	2.26e-53	2.1299999999999998e-48	6.3e-54	7.499999999999999e-43	1.9e-41	4.29e-42	2.2600000000000002e-43		2.94e-40	3.3e-40	2.2e-44
EHM034720|EHA02359_bin.2_gene_161_6	C286		1.26e-92	1.07e-93	4.21e-93	1.0300000000000001e-80	1.16e-92		1.37e-73	2.52e-56	5.6199999999999995e-55	6.5899999999999996e-74	6.090000000000001e-72	6.47e-57	1.8699999999999998e-52
EHM034720|EHA02359_bin.2_gene_161_7	C286		3.43e-60	1.27e-62	2e-87	5.52e-87	8.13e-80		8.8e-71	1.2900000000000001e-59	4.37e-58	1.4399999999999999e-67	6.64e-71	4.51e-58	5.890000000000001e-56
EHM034720|EHA02359_bin.2_gene_161_8	C286		3.52e-50	2.82e-49	2.38e-50	5.72e-49	2.3e-49		9.580000000000001e-37	2.65e-37	2.86e-38	4.23e-39	2.06e-41	1.8300000000000002e-31	4.49e-36
EHM034720|EHA02359_bin.2_gene_162_1	C286		2.36e-56	3.08e-57	1.63e-57		1.33e-51							6.650000000000001e-37	9.09e-50
EHM034720|EHA02359_bin.2_gene_162_2	C286		2.53e-108	3.99e-108	4.12e-108	3.5899999999999997e-90	2.09e-115	2.7600000000000004e-85	6.23e-95	5.2700000000000006e-79	8.5e-71		1.29e-83	2.41e-71	5.02e-70
EHM034720|EHA02359_bin.2_gene_162_3	C286		6.02e-289	0.0	0.0		0.0	1.1200000000000002e-248	1.13e-266	1.41e-220	4.38e-229	3.09e-72	1.2599999999999999e-264	2.55e-230	4.2600000000000006e-223
EHM034720|EHA02359_bin.2_gene_162_4	C286		5.2299999999999996e-95	3.07e-96		1e-80	4.5700000000000005e-86	7.24e-61	2.49e-67			6.37e-65	1.19e-69	8.110000000000001e-57	
EHM034720|EHA02359_bin.2_gene_162_5	C286		7.24e-143	1.58e-155	8.490000000000001e-144	1.61e-146	5.24e-154	2.13e-133	1.6599999999999998e-138	1.3599999999999999e-136	3.45e-138	5.859999999999999e-134	4.64e-133	1.7299999999999998e-134	2.8699999999999996e-135
EHM034720|EHA02359_bin.2_gene_162_6	C286		2.39e-136	3.37e-136	7.64e-135	7.98e-131	1.7700000000000002e-124	4.29e-119	1.26e-119	1.9599999999999999e-112	2.53e-84	6.97e-112	1.95e-118	2.31e-115	1.86e-115
EHM034720|EHA02359_bin.2_gene_162_7	C286		1.1099999999999999e-61	9.28e-63	3.7499999999999997e-62	1.93e-48	2.09e-59	7.87e-38							
EHM034720|EHA02359_bin.2_gene_162_8	C286		5e-117	2.61e-119	1.95e-116	5.97e-115	8.120000000000001e-116	8.2e-102	3.48e-105	4.46e-99	2.42e-93	6.51e-108	2.41e-105	3.34e-94	3.28e-99
EHM034720|EHA02359_bin.2_gene_162_10	C286		9.74e-65	1.71e-65	3.7300000000000004e-64	9.05e-54	1.12e-63	1.08e-46	2.4500000000000003e-43	1.07e-44	1.21e-51	1.38e-59	1.7699999999999997e-54	1.1099999999999999e-41	3.22e-53
EHM034720|EHA02359_bin.2_gene_162_11	C286		6.96e-194	1.07e-190	4.440000000000001e-192	4.01e-149	2.09e-156	3.56e-81	1.51e-92	1.5e-54	2.27e-71	8.39e-20	5.96e-105	3.1599999999999997e-68	2.75e-74
EHM034720|EHA02359_bin.2_gene_164_1	C286		4.9600000000000004e-226	1.9900000000000003e-223	3.02e-225	5.06e-189	1.63e-181	9.48e-81	4.27e-81	2.17e-81	3.48e-87		2.4200000000000002e-79	1.3200000000000001e-77	5.4e-82
EHM034720|EHA02359_bin.2_gene_164_2	C286		2.4900000000000004e-200	2.8000000000000003e-282	1.09e-281	5.5e-283	3.3999999999999995e-300	7.5e-216	5.85e-219	8.630000000000001e-192	7.18e-197	1.51e-177	1.69e-231	2.09e-185	6.57e-182
EHM034720|EHA02359_bin.2_gene_165_5	C286		1.71e-12	1.56e-109	1.24e-108	3.37e-90	1.98e-96	5.58e-83	1.1499999999999999e-67	1.4299999999999999e-67	9.75e-71	1.46e-84		8.59e-70	1.5100000000000002e-70
EHM034720|EHA02359_bin.2_gene_165_6	C286		3.46e-96	3.3400000000000003e-22	3.11e-97		2.6e-78		8.7e-71						
EHM034720|EHA02359_bin.2_gene_165_7	C286		1.98e-201	1.23e-266	3.52e-184	3.13e-243	2.6e-219		2.4e-136	6.9e-55		2.69e-90	8.15e-171		
EHM034720|EHA02359_bin.2_gene_165_9	C286		4.69e-87	6.51e-82	9.63e-84	1.2e-63	1.2199999999999999e-81	1.2e-65	1.22e-67	1.58e-70	3.43e-62	9.07e-70		2.62e-64	1.82e-63
EHM034720|EHA02359_bin.2_gene_165_10	C286		0.0	0.0	0.0	0.0	0.0	4.07e-318	0.0	1.3199999999999998e-300	1.04e-298	5.49e-189	1.26e-292	7.78e-288	3.31e-302
EHM034720|EHA02359_bin.2_gene_165_11	C286		1.45e-191	1.18e-190	1.98e-191	3.29e-186	1.23e-176	2.56e-179	1.33e-183	5.81e-171	2.1999999999999997e-171	9.27e-177	1.67e-187	1.48e-168	1.2300000000000001e-169
EHM034720|EHA02359_bin.2_gene_166_2	C286		1.66e-89	2.8899999999999997e-90	3.45e-91	8.11e-98	1.8900000000000002e-97	2.9e-70	2.6199999999999997e-68	4.4999999999999994e-49	2.88e-50		3.23e-79	2.52e-56	1.8e-59
EHM034720|EHA02359_bin.2_gene_167_1	C286		1.88e-213	7.56e-203	4.960000000000001e-213		2.13e-166								
EHM034720|EHA02359_bin.2_gene_167_2	C286		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53e-23	7.25e-18	0.0		
EHM034720|EHA02359_bin.2_gene_167_3	C286		6.81e-92	1.72e-92	1e-90	4.56e-59	4.94e-75		2.25e-39						
EHM034720|EHA02359_bin.2_gene_167_4	C286		2.68e-115	4.64e-116	6.61e-45		2.72e-119	2.3400000000000003e-75	4.43e-84	3.47e-74	5.710000000000001e-79	2.54e-77	1.94e-82	1.51e-84	2.35e-79
EHM034720|EHA02359_bin.2_gene_167_5	C286		8.89e-253	7.23e-252	4.23e-253	1.2800000000000001e-231	6.53e-220	5.4300000000000005e-183	6.84e-158	4.6200000000000004e-157	1.11e-159	4.1399999999999996e-191	3.3999999999999997e-189	9.54e-149	2.72e-158
EHM034720|EHA02359_bin.2_gene_167_6	C286		4.33e-104	8.669999999999999e-104	4.82e-103	1.96e-114	1.58e-91	2.1e-100	5.71e-93	5.7e-92	1.41e-98	9.14e-90	1.5e-95	1.86e-84	1.42e-83
EHM034720|EHA02359_bin.2_gene_167_7	C286		4.8e-94	1.18e-94	4.6e-94	3.7400000000000005e-103	5.87e-88	1.62e-108	1.65e-96	3.48e-84	1.14e-90	2.6100000000000003e-86	2.4399999999999997e-81		6.76e-92
EHM034720|EHA02359_bin.2_gene_167_8	C286		4.56e-178	6.08e-177	7.28e-178		5.26e-182		2.42e-56		1.1900000000000001e-64	2.22e-206			
EHM034720|EHA02359_bin.2_gene_168_2	C286		1.22e-97	4.75e-93	1.17e-97	2.29e-36	7.5e-77		6.61e-32	4.45e-22			7.899999999999999e-43		
EHM034720|EHA02359_bin.2_gene_168_3	C286		4.6e-68	2.27e-68	8.91e-68	2.42e-63	3.21e-63	1.23e-57				6.91e-65	7.2399999999999995e-62		
EHM034720|EHA02359_bin.2_gene_168_4	C286		3.79e-234	5.61e-236	2.45e-199	4.69e-233	3.34e-235	4.45e-193	2.5e-208	4.87e-195	9.76e-190	4.4499999999999995e-207	8.7e-207	6.46e-185	6.7400000000000005e-195
EHM034720|EHA02359_bin.2_gene_168_5	C286		1.95e-151	2.75e-151	3.99e-45	2.0100000000000002e-154	5.77e-127	1.2399999999999998e-115	3.23e-112	2.41e-85	2.79e-88			1.01e-67	1.14e-88
EHM034720|EHA02359_bin.2_gene_168_6	C286		1.63e-217	1.3299999999999999e-216	5.47e-218	2.1100000000000002e-212	2.24e-201	2.3499999999999997e-190	1.91e-187	2.94e-182	6.7200000000000005e-183		8.92e-177	3.66e-170	6.7200000000000005e-183
EHM034720|EHA02359_bin.2_gene_168_7	C286		6.36e-112	1.0999999999999999e-112	1.28e-112			3.95e-108				1.9e-50			
EHM034720|EHA02359_bin.2_gene_168_10	C286		1.0199999999999999e-244	3.55e-280	1.5899999999999999e-279	1.7899999999999998e-278	3.14e-249	0.0				1.8100000000000002e-272			
EHM034720|EHA02359_bin.2_gene_168_11	C286		1.21e-141	5.96e-142	1.58e-139	2.07e-119	1.49e-93	8.89e-132	6.4500000000000004e-27		1.91e-07	5.58e-29	1.1900000000000001e-26	4.82e-33	7.840000000000001e-33
EHM034720|EHA02359_bin.2_gene_168_12	C286		2.04e-46	1.66e-47	1.05e-46	6.16e-25	1.7499999999999998e-30	2.8800000000000003e-43	3.71e-10						
EHM034720|EHA02359_bin.2_gene_169_1	C286		4.1399999999999995e-45	2.85e-45	6.06e-12		7.029999999999999e-42				5.16e-32		5.05e-33		
EHM034720|EHA02359_bin.2_gene_169_2	C286		2.4099999999999998e-244	2.11e-256	4.490000000000001e-252	5.24e-227	7.379999999999999e-244	4.5300000000000006e-157	2.7299999999999997e-150	2.52e-106	7.47e-110	1.65e-91	5.3e-161	1.52e-111	1.4700000000000002e-103
EHM034720|EHA02359_bin.2_gene_169_3	C286		2.69e-99	1.7600000000000002e-100	2.12e-06	7.880000000000001e-122	1.18e-123	2.4299999999999998e-126	8.12e-93	1.23e-98	1.94e-102	2.13e-62	2.2e-94	3.46e-94	1.9399999999999998e-95
EHM034720|EHA02359_bin.2_gene_170_1	C286		2.3799999999999998e-241	2.49e-238	4.9199999999999996e-220	9.98e-227	3.6699999999999996e-277					1.19e-158			
EHM034720|EHA02359_bin.2_gene_170_2	C286		8.39e-107	2.19e-104	8.69e-109	6.659999999999999e-104	3.03e-119					2.79e-99			
EHM034720|EHA02359_bin.2_gene_170_4	C286		1.1e-199	2.07e-201	4.77e-208	1.0099999999999999e-207				7.31e-171	2.75e-168		5.3e-210		9.270000000000001e-156
EHM034720|EHA02359_bin.2_gene_170_5	C286		0.0	0.0	0.0	0.0	4.85e-33	0.0	0.0	2.15e-308	5.45e-284			2.4700000000000002e-294	6.78e-239
EHM034720|EHA02359_bin.2_gene_171_3	C286		6.46e-277	2.6100000000000002e-276	1.5099999999999999e-292	1.5199999999999999e-288	4.1200000000000004e-302		7.91e-260	1.26e-222	2.52e-223	1.12e-64	5.729999999999999e-262	1.8800000000000001e-209	1.32e-222
EHM034720|EHA02359_bin.2_gene_171_4	C286		5.54e-267	4.96e-270	1.53e-201	1.38e-265	2.95e-269	1.0699999999999998e-250	1.24e-252	7.189999999999999e-243	1.0399999999999999e-236	2.86e-230	1.6600000000000001e-251	7.8e-213	1.07e-230
EHM034720|EHA02359_bin.2_gene_171_5	C286		2.24e-36	2.74e-37	1.76e-31	1.84e-30	1.29e-19								
EHM034720|EHA02359_bin.2_gene_171_6	C286		2.05e-177	4.26e-224	1.24e-225					1.96e-196	1.2300000000000001e-198	4.98e-115	2.67e-104	1.85e-167	1.2e-192
EHM034720|EHA02359_bin.2_gene_171_7	C286		2.85e-138	0.0	0.0	0.0	0.0	0.0	0.0	4.4399999999999995e-304	1.13e-298	0.0	0.0	1.7899999999999998e-292	2.46e-309
EHM034720|EHA02359_bin.2_gene_171_8	C286		5.32e-156	7.62e-154	9.82e-158	1.03e-155	7.74e-143	1.66e-131	4.54e-144	2.04e-119	1.1300000000000001e-122		3.2400000000000005e-132	7.039999999999999e-115	4.3e-121
EHM034720|EHA02359_bin.2_gene_171_9	C286		7.57e-224	7.52e-224	7.2700000000000005e-224	1.06e-196	4.61e-224		2.3100000000000002e-195	2.2e-175	1.59e-71	1.28e-154	4.37e-201	9.25e-176	1.3799999999999999e-176
EHM034720|EHA02359_bin.2_gene_171_10	C286		4.73e-77	4.7e-77	4.54e-77	2.71e-65	1.04e-76		5.5899999999999994e-52	1.49e-50	2.58e-49	4.19e-52	7.07e-53	4.32e-47	3e-37
EHM034720|EHA02359_bin.2_gene_171_11	C286		2.28e-150	4.81e-152	3.5799999999999996e-150	3.3299999999999997e-141		1.76e-130	1.1900000000000001e-122				3.48e-128		
EHM034720|EHA02359_bin.2_gene_172_1	C286		1.5400000000000001e-167	7.94e-160	1.45e-162	3.9299999999999996e-146	3.46e-157	2.08e-103				2.41e-06			
EHM034720|EHA02359_bin.2_gene_172_2	C286		6.16e-09	9.659999999999999e-23	1.71e-22										
EHM034720|EHA02359_bin.2_gene_172_3	C286		2.2999999999999998e-69	6.51e-69	8.760000000000001e-64	7.82e-63	8.33e-56	7.600000000000001e-57	3.3e-47	9.029999999999999e-42	1.3499999999999999e-48	3.72e-51	7.529999999999999e-48	1.9699999999999998e-42	3.1699999999999995e-54
EHM034720|EHA02359_bin.2_gene_172_4	C286		9.829999999999999e-95	4.2599999999999996e-91	5.07e-92	1.34e-102	1.12e-93		3.49e-77	4.08e-75	2.08e-64	1.38e-60	2.53e-74	1.24e-78	2.08e-73
EHM034720|EHA02359_bin.2_gene_173_2	C286		4.18e-158	1.72e-159	3.03e-157	4.07e-164	1.3e-154	1.03e-114	6.67e-108	9.900000000000001e-81					
EHM034720|EHA02359_bin.2_gene_174_1	C286		5.27e-19	2.33e-20	3.7e-19			3.27e-17				1.66e-16	1.24e-11		
EHM034720|EHA02359_bin.2_gene_174_2	C286		1.12e-178	7.830000000000001e-179	2.07e-176	2.25e-165	6.96e-183	6.710000000000001e-164	6.18e-165	1.23e-150	1.9e-149	1.04e-158	1.02e-160	8.81e-147	1.8699999999999998e-147
EHM034720|EHA02359_bin.2_gene_174_3	C286		1.92e-83	1.41e-85	9.610000000000001e-86	3.95e-71	4.17e-78	5.0000000000000004e-77	1.01e-41	6.26e-54	1.28e-49	1.17e-78	2.48e-77		4.42e-49
EHM034720|EHA02359_bin.2_gene_174_4	C286		4.52e-107	2.07e-105	4.11e-101	4.9e-98	1.72e-88	6.57e-80	6.9699999999999995e-84	4.02e-75	2.65e-75	2.1699999999999998e-45	6.81e-81	1.72e-74	6.69e-77
EHM034720|EHA02359_bin.2_gene_174_5	C286		2.6299999999999996e-89	1.9800000000000002e-86	2.1899999999999997e-90	2.79e-101	2.7000000000000003e-86		7.59e-90	1.44e-77	1.37e-78	2.58e-83	3.7e-77		4.96e-78
EHM034720|EHA02359_bin.2_gene_174_6	C286		2.51e-111	2.41e-85	1.8e-113	1.07e-113	4.73e-101	8.67e-99	1.6199999999999998e-94	8.81e-93	2.57e-96	9.95e-107	9.25e-109	4.5700000000000004e-80	2.37e-90
EHM034720|EHA02359_bin.2_gene_174_7	C286		7.21e-211	1.49e-212	5.81e-212	8.54e-206	1.12e-203		1.3500000000000002e-173	1.07e-171	7e-166	2.39e-166	1.3100000000000001e-173	1.24e-164	3.29e-170
EHM034720|EHA02359_bin.2_gene_174_9	C286		3.2e-78	3.63e-74	2.24e-77			3.64e-56	2.73e-47				1.7399999999999998e-61		
EHM034720|EHA02359_bin.2_gene_174_10	C286		1.37e-174	1.93e-174	3.97e-176	5.13e-131	1.39e-147	1.82e-139	3.26e-116	7.03e-117	1.4999999999999999e-109		1.39e-145	2.5300000000000004e-103	1.79e-114
EHM034720|EHA02359_bin.2_gene_174_11	C286		0.0	0.0	0.0	0.0	0.0	1.35e-310	6.6e-307	3.11e-319	0.0	1.32e-311	1.21e-314	1.58e-305	8.84e-316
EHM034720|EHA02359_bin.2_gene_174_13	C286		0.0	0.0	0.0	4.78e-80	0.0	0.0	0.0		4.42e-102	7.52e-253	0.0		
EHM034720|EHA02359_bin.2_gene_174_16	C286		7.29e-20												
EHM034720|EHA02359_bin.2_gene_175_6	C286		1.6200000000000001e-47	1.24e-46	1.56e-47	2.77e-45	3.27e-41		8.11e-59	1.2699999999999999e-42	1.55e-41	2.71e-52			9.259999999999999e-42
EHM034720|EHA02359_bin.2_gene_175_9	C286		5.98e-17	5.51e-15	4.39e-13			6.92e-16			6.55e-16				
EHM034720|EHA02359_bin.2_gene_175_10	C286		5.71e-116	8.869999999999999e-115	1.5399999999999998e-115	5.43e-113	1.21e-108	1.13e-112	3.05e-110	3.33e-117	2.95e-106	4.51e-97			
EHM034720|EHA02359_bin.2_gene_175_12	C286		1.35e-53						1.2499999999999999e-54		2.12e-51				
EHM034720|EHA02359_bin.2_gene_176_1	C286		1.63e-66	2.61e-65	2.7399999999999998e-67	5.73e-63	3.9800000000000004e-59			1.1700000000000001e-29	1.2099999999999999e-30			1.74e-24	
EHM034720|EHA02359_bin.2_gene_176_2	C286		1.6399999999999999e-108	3.58e-107	4.49e-108	1.9500000000000001e-100	1.7900000000000002e-105		3.09e-66	8.31e-60		2.44e-61	6.03e-84		9.6e-47
EHM034720|EHA02359_bin.2_gene_176_3	C286		8.95e-85	1.45e-83	6.06e-85	1.59e-77	4.9099999999999995e-104		9.49e-74	2.1300000000000002e-72	1.16e-86	2.15e-96	5.81e-101	1.08e-78	3.3000000000000004e-74
EHM034720|EHA02359_bin.2_gene_176_4	C286		5.020000000000001e-210	8.78e-242	3.9399999999999996e-240	1.92e-215	5.3e-195	1.87e-151	5.48e-170	1.1600000000000001e-117	1.03e-118	5.86e-127		7.62e-124	6.2800000000000005e-117
EHM034720|EHA02359_bin.2_gene_176_6	C286		2.62e-165	9.63e-168	1.58e-110	1.05e-169	2.0300000000000002e-160	5.1e-144	1.72e-152	2e-155	1.29e-152	5.49e-144	1.62e-145	3.1599999999999997e-128	1.03e-150
EHM034720|EHA02359_bin.2_gene_176_7	C286		2.23e-31	1.1100000000000001e-31	1.52e-31	1.09e-27	5.02e-28	1.1000000000000001e-27	4.26e-30	1.39e-26	3.34e-24	5.1800000000000005e-27	2.5500000000000003e-27	7.23e-25	2.06e-24
EHM034720|EHA02359_bin.2_gene_177_1	C286		0.0	0.0	2.63e-299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EHM034720|EHA02359_bin.2_gene_178_1	C286		2.58e-65	2.08e-64	2.4800000000000002e-65	2.31e-45	1.06e-50			4.5299999999999993e-23			5.9399999999999995e-30		
EHM034720|EHA02359_bin.2_gene_178_2	C286		0.0	0.0	1.11e-128	0.0	0.0		0.0	0.0	5.14e-147	0.0	0.0	0.0	0.0
EHM034720|EHA02359_bin.2_gene_178_3	C286		1.0499999999999999e-197	1.48e-197	3.53e-198	1.81e-49	1.36e-181	1.34e-44				1.4999999999999998e-47	7.53e-51	1.0699999999999999e-48	1.31e-50
EHM034720|EHA02359_bin.2_gene_178_4	C286		1.46e-25	7.38e-26			1.9700000000000002e-26								
EHM034720|EHA02359_bin.2_gene_179_1	C286		1.93e-23	1.8600000000000002e-26	6.21e-25		3.45e-24								
EHM034720|EHA02359_bin.2_gene_179_2	C286		5.739999999999999e-228	5.1799999999999993e-228	6.09e-232	3.03e-221	1.4799999999999999e-189	9.349999999999999e-135	1.32e-120	1.16e-75			1.55e-136		
EHM034720|EHA02359_bin.2_gene_179_3	C286		4.58e-149	2.35e-178	3.2e-178	7.200000000000001e-164	4.6400000000000004e-132	2.61e-91	3.6e-90	4.0000000000000004e-82	1.04e-80		2.18e-109	3.35e-81	1.72e-80
EHM034720|EHA02359_bin.2_gene_179_4	C286		1.97e-153	7.25e-155	4.03e-154	6.81e-158	1.23e-153	1.67e-138	2.12e-116	4.9299999999999996e-92	4.990000000000001e-103	6.31e-79	1.41e-118	5.22e-88	1.86e-96
EHM034720|EHA02359_bin.2_gene_179_5	C286		2.17e-39	7.609999999999999e-40	4.16e-39	3.13e-37	5.7e-40	2.9100000000000002e-21			2.7e-21			4.3e-19	
EHM034720|EHA02359_bin.2_gene_179_6	C286		4.47e-139	2.21e-139	2.13e-139	6.28e-135	8.279999999999999e-135	3.7099999999999997e-106	1.38e-109	3.7e-101	5.34e-112	1.76e-112	5.27e-109	1.37e-100	4.57e-107
EHM034720|EHA02359_bin.2_gene_179_7	C286		2.88e-203	4.06e-203	3.92e-203	4.6200000000000005e-198	5e-197	1.7e-187	1.33e-187	1.7299999999999998e-168	1.6900000000000002e-167	2.13e-186	1.14e-183	2.3e-173	6.09e-169
EHM034720|EHA02359_bin.2_gene_180_1	C286		2.17e-90	9.71e-97	2.8699999999999998e-98	7.919999999999999e-104	8.52e-89	3.33e-83	4.29e-86	1.5500000000000002e-73			4.1799999999999997e-69	7.820000000000001e-71	4.3699999999999996e-68
EHM034720|EHA02359_bin.2_gene_180_2	C286		1.01e-98	1.59e-98	7.02e-99	2.7899999999999998e-90	1.22e-89	2.75e-71	1.99e-73	4.2499999999999994e-54			7.459999999999999e-74		
EHM034720|EHA02359_bin.2_gene_180_3	C286		3.5300000000000003e-43	2.2900000000000003e-47	1.1e-44	2.9999999999999998e-40	2.7000000000000004e-44	1.46e-42	1.38e-45	1.05e-33	1.8400000000000002e-29	8.629999999999999e-42	4.65e-46	3.69e-32	
EHM034720|EHA02359_bin.2_gene_180_4	C286		3.4100000000000004e-303	6.5e-294	3.5799999999999996e-300	1.14e-268	3.1399999999999997e-280	3.51e-212	2.2e-180	9.26e-168	9.1e-162			6.61e-152	8.16e-151
EHM034720|EHA02359_bin.2_gene_180_6	C286		3.7300000000000004e-47	3.16e-49	2.9000000000000002e-30	3.6599999999999994e-42	4.68e-45		6.630000000000001e-35	2.89e-25	1.2799999999999999e-28			5.02e-17	
EHM034720|EHA02359_bin.2_gene_180_7	C286		8.55e-72	1.27e-73	4.08e-72	1.15e-65	4.08e-61	6.160000000000001e-47	7.25e-49			1.93e-48	6.469999999999999e-45	4.19e-35	9.98e-41
EHM034720|EHA02359_bin.2_gene_181_2	C286		1.01e-06	3.17e-07	2.29e-07					1.67e-07				2.23e-06	
EHM034720|EHA02359_bin.2_gene_181_3	C286		4.93e-162	5.7e-161	6.32e-153	2.68e-155	1.62e-141		8.37e-125			6.84e-123	4.3200000000000005e-132		
EHM034720|EHA02359_bin.2_gene_181_4	C286		6.51e-30	6.47e-30	6.25e-30	2.4999999999999998e-31	8.65e-28	2.7600000000000004e-27	1.26e-26	7.37e-25	3.21e-25	1.59e-27	4.24e-28	2.59e-26	5.48e-26
EHM034720|EHA02359_bin.2_gene_182_1	C286		2.9600000000000003e-58	2.62e-83	3.03e-19	6.82e-90	2.52e-23	9.71e-25	1.85e-20						
EHM034720|EHA02359_bin.2_gene_182_3	C286		1.0699999999999999e-60	2.34e-107	4.540000000000001e-31		2.55e-18	7.25e-16	2.3599999999999998e-23						
EHM034720|EHA02359_bin.2_gene_183_5	C286		3.0899999999999996e-48	1.63e-49	1.32e-46					2.9699999999999996e-180	2.26e-217				3.77e-201
EHM034720|EHA02359_bin.2_gene_183_6	C286		7.28e-13		6.25e-09										
EHM034720|EHA02359_bin.2_gene_184_1	C286		8.759999999999999e-240	5.019999999999999e-239	1.19e-239	1.87e-232	5.52e-243	2.2400000000000002e-210	4.47e-211	3.48e-195	7.66e-198	2.89e-205	1.26e-150	9.2e-193	4.3e-196
EHM034720|EHA02359_bin.2_gene_184_2	C286		3.2700000000000004e-35	1.9600000000000002e-33	4.83e-34							1.33e-19			
EHM034720|EHA02359_bin.2_gene_184_3	C286		1.6e-268	1.02e-269	4.01e-269	1.34e-215	2e-255	2.37e-219	3.79e-187	7.78e-165	4.2600000000000004e-163	1.56e-190	3.8699999999999996e-221	8.57e-174	7.200000000000001e-158
EHM034720|EHA02359_bin.2_gene_184_4	C286		5.83e-199	4.08e-199	9.720000000000001e-200	1.0999999999999999e-190	3.72e-217	4.85e-192	4.89e-196	8.339999999999999e-188	5.0299999999999996e-170	1.1299999999999999e-191	1.55e-196	2.1300000000000003e-185	4.1600000000000005e-183
EHM034720|EHA02359_bin.2_gene_184_5	C286		3.47e-214	1.4700000000000002e-215	6.75e-201	9.919999999999999e-191	3.6800000000000006e-223	1.46e-183	6.54e-180	1.36e-169	1.33e-168	2.37e-166	2.8999999999999996e-198	1.25e-169	6.120000000000001e-166
EHM034720|EHA02359_bin.2_gene_184_6	C286		5.09e-102	6.79e-100	5.84e-96	1.97e-89	2.9500000000000003e-97							1.48e-08	1.48e-10
EHM034720|EHA02359_bin.2_gene_184_7	C286		1.17e-108	1.35e-107	9.730000000000001e-110	4.83e-93	1.27e-98		5.670000000000001e-73	7.55e-78	5.670000000000001e-73	5.36e-76	2.15e-76	7.1499999999999995e-81	8.13e-78
EHM034720|EHA02359_bin.2_gene_184_8	C286		7.08e-99	1.79e-99	1.35e-98	6.48e-93	2.67e-94								
EHM034720|EHA02359_bin.2_gene_185_1	C286		1.15e-30	4.980000000000001e-32	5.9800000000000004e-33	3.3299999999999998e-25	1.43e-23			3.5199999999999996e-24	2.38e-21				7.48e-22
EHM034720|EHA02359_bin.2_gene_185_2	C286		1.39e-60	1.38e-60	1.89e-60	1.48e-60	2.18e-57	8.62e-40	5.08e-49	1.6e-37	5.79e-39	9.08e-45	8.81e-45	8.01e-33	8.03e-36
EHM034720|EHA02359_bin.2_gene_185_3	C286		1.47e-53	1.46e-53	1.41e-53	9.06e-53	4.38e-48	1.65e-49	2.86e-49	4.41e-49	1.22e-46		7.26e-49	9.539999999999999e-48	1.02e-47
EHM034720|EHA02359_bin.2_gene_185_4	C286		1.5999999999999999e-83	1.59e-83	3.08e-83	3.44e-80	3.1e-80	1.16e-47		1.0000000000000001e-39	2.4899999999999998e-39	2.29e-49	9.67e-50		
EHM034720|EHA02359_bin.2_gene_185_5	C286		3.98e-135	2.1300000000000002e-163	9.08e-162	8.79e-95	4.359999999999999e-68	1.6499999999999998e-188				4.84e-143	3.43e-141		
EHM034720|EHA02359_bin.2_gene_185_6	C286		1.82e-154	7.62e-153	5.41e-151	5.08e-51					7.480000000000001e-35			1.3400000000000002e-35	
EHM034720|EHA02359_bin.2_gene_186_2	C286		1.7499999999999999e-68	1.6600000000000001e-65	1.08e-65		8.05e-43		1.03e-36				9.459999999999999e-42		
EHM034720|EHA02359_bin.2_gene_186_3	C286		7.990000000000001e-58	1.3e-59	1.9e-55		1.64e-28		3.15e-43			1.94e-38	1.01e-25		
EHM034720|EHA02359_bin.2_gene_186_4	C286		5.8500000000000006e-185	1.74e-186	3.9500000000000006e-185	1.0399999999999999e-176	2.38e-189	1.34e-154	1e-166	6.36e-138	2.2299999999999997e-138	6.41e-163		9.19e-133	1.17e-120
EHM034720|EHA02359_bin.2_gene_186_5	C286		6.509999999999999e-197	1.2e-199	1.5399999999999997e-197	6.55e-175	7.490000000000001e-173								
EHM034720|EHA02359_bin.2_gene_186_6	C286		1.3e-68	3.2900000000000004e-66	1.4299999999999999e-67	1.03e-56	3.56e-58								
