Short,Species,Strain,Group,TaxonGroup,Protein_Source,Protein_Accession,Taxon_ID,Genome_Source,Genome_Accession,GFF3_Source,GFF3_Accession
CaMe_35_41,Candidatus Melainabacteria bacterium 35_41,35_41,OUT,no-fsp-in-name,ncbi,GCA_001917115.1,1897008,ncbi,GCA_001917115.1,,
CaMe_unk,Candidatus Melainabacteria bacterium GWA2_34_9,,OUT,no-fsp-in-name,ncbi,GCA_001784535.1,1801604,ncbi,GCA_001784535.1,,
CaMe_unk_2,Candidatus Melainabacteria bacterium GWF2_32_7,,OUT,no-fsp-in-name,ncbi,GCA_001786525.1,1801605,ncbi,GCA_001786525.1,,
CaMe_unk_3,Candidatus Melainabacteria bacterium GWF2_37_15,,OUT,no-fsp-in-name,ncbi,GCA_001784565.1,1801606,ncbi,GCA_001784565.1,,
CaMe_HGWMelainabacteria1,Candidatus Melainabacteria bacterium HGW-Melainabacteria-1,HGW-Melainabacteria-1,OUT,no-fsp-in-name,ncbi,GCA_002839735.1,2013813,ncbi,GCA_002839735.1,,
CaMe_LEY3_CP_29_8,Candidatus Melainabacteria bacterium LEY3_CP_29_8,LEY3_CP_29_8,OUT,no-fsp-in-name,ncbi,GCA_001917285.1,1913460,ncbi,GCA_001917285.1,,
CaMe_MELA1,Candidatus Melainabacteria bacterium MEL.A1,MEL.A1,OUT,no-fsp-in-name,ncbi,GCA_001765415.1,1899017,ncbi,GCA_001765415.1,,
CaMe_unk_4,Candidatus Melainabacteria bacterium RIFCSPHIGHO2_02_FULL_34_12,,OUT,no-fsp-in-name,ncbi,GCA_001784555.1,1801607,ncbi,GCA_001784555.1,,
CaMe_unk_5,Candidatus Melainabacteria bacterium RIFCSPLOWO2_02_FULL_35_15,,OUT,no-fsp-in-name,ncbi,GCA_001784585.1,1801608,ncbi,GCA_001784585.1,,
CaMe_unk_6,Candidatus Melainabacteria bacterium RIFCSPLOWO2_12_FULL_35_11,,OUT,no-fsp-in-name,ncbi,GCA_001786505.1,1801609,ncbi,GCA_001786505.1,,
CaMe_unk_7,Candidatus Melainabacteria bacterium RIFOXYA12_FULL_32_12,,OUT,no-fsp-in-name,ncbi,GCA_001786555.1,1801610,ncbi,GCA_001786555.1,,
CaMe_unk_8,Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9,,OUT,no-fsp-in-name,ncbi,GCA_001784615.1,1801611,ncbi,GCA_001784615.1,,
CaMe_SO_2017_GW1_221,Candidatus Obscuribacterales bacterium,SO_2017_GW1_221,OUT,no-fsp-in-name,ncbi,GCA_041661525.1,2364082,ncbi,GCA_041661525.1,,
CaMe_MAG2744,Candidatus Scatenecus faecavium,MAG2744,OUT,no-fsp-in-name,ncbi,GCA_057608385.1,2840915,ncbi,GCA_057608385.1,,
CaMe_CHK1492741,Candidatus Spyradomonas excrementavium,CHK149-2741,OUT,no-fsp-in-name,ncbi,GCA_018714005.1,2840949,ncbi,GCA_018714005.1,,
CaMe_MAG2747,Candidatus Stercorousia faecigallinarum,MAG2747,OUT,no-fsp-in-name,ncbi,GCA_057608325.1,2840954,ncbi,GCA_057608325.1,,
CaMe_gSpreadC_ID_2733,Candidatus Stercorousia sp.,gSpreadC_ID_2733,OUT,no-fsp-in-name,ncbi,GCF_052352525.1,3048886,ncbi,GCF_052352525.1,,
CaMe_CTOTU24636,Obscuribacter phosphatis (SeqCode),CTOTU24636,OUT,no-fsp-in-name,ncbi,GCF_980332195.1,1906157,ncbi,GCF_980332195.1,,
CaMe_new_MAG284,Obscuribacter sp. (SeqCode),new MAG-284,OUT,no-fsp-in-name,ncbi,GCA_016788365.1,2711154,ncbi,GCA_016788365.1,,
CaMe_LZS2_bin43,Obscuribacteraceae bacterium (SeqCode),LZS2_bin.43,OUT,no-fsp-in-name,ncbi,GCA_057091805.1,3121628,ncbi,GCA_057091805.1,,
CaMe_Vc_AZ_1,Vampirovibrio chlorellavorus,Vc_AZ_1,OUT,no-fsp-in-name,ncbi,GCF_003149375.1,758823,ncbi,GCF_003149375.1,,
CaMe_JTSAC367,Vampirovibrio sp.,JTS-AC367,OUT,no-fsp-in-name,ncbi,GCF_041737375.1,2717857,ncbi,GCF_041737375.1,,
CaMe_Fred_18Q3R5764_MAXAC379,Vampirovibrionales bacterium,Fred_18-Q3-R57-64_MAXAC.379,OUT,no-fsp-in-name,ncbi,GCA_016712355.1,2692181,ncbi,GCA_016712355.1,,
CaMe_Deming_bin154,Vampirovibriophyceae bacterium,Deming_bin.154,OUT,no-fsp-in-name,ncbi,GCA_049314535.1,3122019,ncbi,GCA_049314535.1,,
