Short	protein_id	contig	start	end	member	family	contig_len	dist_end	idx	n_on_contig	bin	hrmA_models	species	pf11001_same_protein	left_telo	right_telo	near_left	nearest_end_telo	genes_to_end	label
SJV_9	C94D1D0_007580-T1	scaffold_82	81419	81808	SJV_9|C94D1D0_007580-T1	5SD|CCCC1E1_000191-T1	85336	3528	30	33	core	HrmA	Ci	False	0	0	False	0	2	F07
SOIL_407-0_L_OLD_CPA0001	CB07E82_002219-T1	scaffold_126	33142	33516	SOIL_407-0_L_OLD_CPA0001|CB07E82_002219-T1	5SD|CCCC1E1_000093-T1	34677	1161	15	17	cloud	HrmA	Cp	False	0	0	False	0	1	F09
SOIL_407-0_L_OLD_CPA0001	CB07E82_003270-T1	scaffold_215	14622	14885	SOIL_407-0_L_OLD_CPA0001|CB07E82_003270-T1	TX11|CEC36E2_008626-T1	27420	12535	2	9	singleton	HrmA	Cp	False	0	0	False	0	2	F11
SOIL_407-0_L_OLD_CPA0001	CB07E82_004022-T1	scaffold_308	6811	7185	SOIL_407-0_L_OLD_CPA0001|CB07E82_004022-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	22743	6810	3	11	singleton	HrmA	Cp	False	0	0	True	0	3	F02
SOIL_407-0_L_OLD_CPA0001	CB07E82_004222-T1	scaffold_335	2416	2775	SOIL_407-0_L_OLD_CPA0001|CB07E82_004222-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	21920	2415	1	2	singleton	HrmA	Cp	False	0	0	True	0	0	F10
SOIL_407-0_L_OLD_CPA0001	CB07E82_004461-T1	scaffold_367	17716	18084	SOIL_407-0_L_OLD_CPA0001|CB07E82_004461-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	20743	2659	7	8	singleton	HrmA	Cp	False	0	0	False	0	0	F03
SOIL_485B-0_L_OLD_CPA0020	C06307D_007569-T1	scaffold_148	36747	37121	SOIL_485B-0_L_OLD_CPA0020|C06307D_007569-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	50431	13310	12	19	singleton	HrmA	Cp	False	0	0	False	0	6	F02
SOIL_485B-0_L_OLD_CPA0020	C06307D_008340-T1	scaffold_252	16238	16597	SOIL_485B-0_L_OLD_CPA0020|C06307D_008340-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	18993	2396	0	2	singleton	HrmA	Cp	False	0	0	False	0	0	F10
SOIL_485B-0_L_OLD_CPA0020	C06307D_006280-T1	scaffold_91	89378	89746	SOIL_485B-0_L_OLD_CPA0020|C06307D_006280-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	94676	4930	32	33	singleton	HrmA	Cp	False	0	0	False	0	0	F03
SOIL_573-2_L_NEW_CPA0035	CA38200_007267-T1	scaffold_156	48694	48957	SOIL_573-2_L_NEW_CPA0035|CA38200_007267-T1	TX11|CEC36E2_008626-T1	54828	5871	6	8	singleton	HrmA	Cp	False	0	0	False	0	1	F11
SOIL_573-2_L_NEW_CPA0035	CA38200_004779-T1	scaffold_67	88154	88528	SOIL_573-2_L_NEW_CPA0035|CA38200_004779-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	119526	30998	31	43	singleton	HrmA	Cp	False	0	0	False	0	11	F02
SOIL_573-2_L_NEW_CPA0035	CA38200_005617-T1	scaffold_89	89268	89636	SOIL_573-2_L_NEW_CPA0035|CA38200_005617-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	94571	4935	32	33	singleton	HrmA	Cp	False	0	0	False	0	0	F03
SOIL_574-2_L_NEW_CPA0042	C6930E8_000119-T1	scaffold_1	325517	325891	SOIL_574-2_L_NEW_CPA0042|C6930E8_000119-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	823430	325516	115	297	singleton	HrmA	Cp	False	0	0	True	0	115	F02
SOIL_574-2_L_NEW_CPA0042	C6930E8_007681-T1	scaffold_113	45508	45771	SOIL_574-2_L_NEW_CPA0042|C6930E8_007681-T1	TX11|CEC36E2_008626-T1	67912	22141	6	8	singleton	HrmA	Cp	False	0	0	False	0	1	F11
SOIL_574-2_L_NEW_CPA0042	C6930E8_008162-T1	scaffold_146	4936	5304	SOIL_574-2_L_NEW_CPA0042|C6930E8_008162-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	39374	4935	0	12	singleton	HrmA	Cp	False	0	0	True	0	0	F03
SOIL_578-1_A_NEW_CPA0048	CEB879C_007698-T1	scaffold_139	36515	36778	SOIL_578-1_A_NEW_CPA0048|CEB879C_007698-T1	TX11|CEC36E2_008626-T1	58974	22196	6	9	singleton	HrmA	Cp	False	0	0	False	0	2	F11
SOIL_578-1_A_NEW_CPA0048	CEB879C_008055-T1	scaffold_166	34063	34431	SOIL_578-1_A_NEW_CPA0048|CEB879C_008055-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	39366	4935	11	12	singleton	HrmA	Cp	False	0	0	False	0	0	F03
SOIL_578-1_A_NEW_CPA0048	CEB879C_005892-T1	scaffold_76	79465	79839	SOIL_578-1_A_NEW_CPA0048|CEB879C_005892-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	117671	37832	28	43	singleton	HrmA	Cp	False	0	0	False	0	14	F02
SOIL_580-1_L_NEW_CPA0055	C4BB30D_007151-T1	scaffold_1036	3800	4168	SOIL_580-1_L_NEW_CPA0055|C4BB30D_007151-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	7965	3797	1	2	singleton	HrmA	Cp	False	0	0	False	0	0	F03
SOIL_580-1_L_NEW_CPA0055	C4BB30D_001577-T1	scaffold_84	22829	23092	SOIL_580-1_L_NEW_CPA0055|C4BB30D_001577-T1	TX11|CEC36E2_008626-T1	38331	15239	2	9	singleton	HrmA	Cp	False	0	0	False	0	2	F11
SOIL_580-2_L_NEW_CPA0060	CB4CF9D_007632-T1	scaffold_152	45509	45772	SOIL_580-2_L_NEW_CPA0060|CB4CF9D_007632-T1	TX11|CEC36E2_008626-T1	51643	5871	6	8	singleton	HrmA	Cp	False	0	0	False	0	1	F11
SOIL_580-2_L_NEW_CPA0060	CB4CF9D_007886-T1	scaffold_169	34042	34410	SOIL_580-2_L_NEW_CPA0060|CB4CF9D_007886-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	39345	4935	11	12	singleton	HrmA	Cp	False	0	0	False	0	0	F03
SOIL_580-2_L_NEW_CPA0060	CB4CF9D_000514-T1	scaffold_3	358613	358987	SOIL_580-2_L_NEW_CPA0060|CB4CF9D_000514-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	389974	30987	124	136	singleton	HrmA	Cp	False	0	0	False	0	11	F02
SOIL_580-4_L_NEW_CPA0062	C895AE2_007916-T1	scaffold_183	34064	34432	SOIL_580-4_L_NEW_CPA0062|C895AE2_007916-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	39367	4935	12	13	singleton	HrmA	Cp	False	0	0	False	0	0	F03
SOIL_580-4_L_NEW_CPA0062	C895AE2_001015-T1	scaffold_6	320603	320977	SOIL_580-4_L_NEW_CPA0062|C895AE2_001015-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	409131	88154	115	149	singleton	HrmA	Cp	False	0	0	False	0	33	F02
SOIL_604-1_L_OLD_CPA066	C04D475_004548-T1	scaffold_432	10455	10829	SOIL_604-1_L_OLD_CPA066|C04D475_004548-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	17636	6807	4	8	singleton	HrmA	Cp	False	0	0	False	0	3	F02
SOIL_604-1_L_OLD_CPA066	C04D475_005810-T1	scaffold_684	2717	3085	SOIL_604-1_L_OLD_CPA066|C04D475_005810-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	12134	2716	0	5	singleton	HrmA	Cp	False	0	0	True	0	0	F03
S_670	C2DB54F_007663-T1	scaffold_197	37835	38209	S_670|C2DB54F_007663-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	41577	3368	13	15	singleton	HrmA	Cp	False	0	0	False	0	1	F02
S_670	C2DB54F_000720-T1	scaffold_7	199981	200349	S_670|C2DB54F_000720-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	329381	129032	43	92	singleton	HrmA	Cp	False	0	0	False	0	43	F03
S_671	C441547_000050-T1	scaffold_1	129008	129376	S_671|C441547_000050-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	431496	129007	49	131	singleton	HrmA	Cp	False	0	0	True	0	49	F03
S_671	C441547_007551-T1	scaffold_203	39158	39532	S_671|C441547_007551-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	42901	3369	13	15	singleton	HrmA	Cp	False	0	0	False	0	1	F02
S_672	C5FEA52_007071-T1	scaffold_299	27152	27526	S_672|C5FEA52_007071-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	30894	3368	9	12	singleton	HrmA	Cp	False	0	0	False	0	2	F02
S_672	C5FEA52_003533-T1	scaffold_94	27373	27741	S_672|C5FEA52_003533-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	81659	27372	8	9	singleton	HrmA	Cp	False	0	0	True	0	0	F03
S_673	CEE7F7E_001069-T1	scaffold_17	47133	47501	S_673|CEE7F7E_001069-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	176302	47132	17	38	singleton	HrmA	Cp	False	0	0	True	0	17	F03
S_673	CEE7F7E_006288-T1	scaffold_223	39184	39558	S_673|CEE7F7E_006288-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	42927	3369	12	14	singleton	HrmA	Cp	False	0	0	False	0	1	F02
S_674	C7A8902_008549-T1	scaffold_347	3534	3908	S_674|C7A8902_008549-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	7276	3368	2	4	singleton	HrmA	Cp	False	0	0	False	0	1	F02
S_674	C7A8902_003358-T1	scaffold_49	74219	74587	S_674|C7A8902_003358-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	142920	68333	24	28	singleton	HrmA	Cp	False	0	0	False	0	3	F03
S_675	CD889B5_001024-T1	scaffold_30	47229	47597	S_675|CD889B5_001024-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	101520	47228	16	17	singleton	HrmA	Cp	False	0	0	True	0	0	F03
S_675	CD889B5_008171-T1	scaffold_755	3369	3743	S_675|CD889B5_008171-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	7276	3368	1	3	singleton	HrmA	Cp	False	0	0	True	0	1	F02
S_675	CD889B5_008191-T1	scaffold_763	22	183	S_675|CD889B5_008191-T1	S_675|CD889B5_008191-T1	7036	21	0	2	singleton	HrmA	Cp	False	0	0	True	0	0	F37
S_676	CC5F10C_001477-T1	scaffold_15	118076	118444	S_676|CC5F10C_001477-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	244739	118075	19	66	singleton	HrmA	Cp	False	0	0	True	0	19	F03
S_676	CC5F10C_008532-T1	scaffold_354	3534	3908	S_676|CC5F10C_008532-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	7276	3368	2	4	singleton	HrmA	Cp	False	0	0	False	0	1	F02
S_739	CBAF81A_008085-T1	scaffold_195	3373	3747	S_739|CBAF81A_008085-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	31805	3372	1	11	singleton	HrmA	Cp	False	0	0	True	0	1	F02
S_739	CBAF81A_003454-T1	scaffold_32	90660	91028	S_739|CBAF81A_003454-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	219751	90659	32	53	singleton	HrmA	Cp	False	0	0	True	0	20	F03
S_740	CA719B2_007655-T1	scaffold_259	3373	3747	S_740|CA719B2_007655-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	30916	3372	1	10	singleton	HrmA	Cp	False	0	0	True	0	1	F02
S_740	CA719B2_000818-T1	scaffold_9	213001	213369	S_740|CA719B2_000818-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	240728	27359	51	60	singleton	HrmA	Cp	False	0	0	False	0	8	F03
S_741	CE74623_007066-T1	scaffold_229	3369	3743	S_741|CE74623_007066-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	41580	3368	1	14	singleton	HrmA	Cp	False	0	0	True	0	1	F02
S_741	CE74623_000730-T1	scaffold_9	129154	129522	S_741|CE74623_000730-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	242684	113162	49	65	singleton	HrmA	Cp	False	0	0	False	0	15	F03
S_742	C9828C4_000266-T1	scaffold_3	235186	235554	S_742|C9828C4_000266-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	364837	129283	54	104	singleton	HrmA	Cp	False	0	0	False	0	49	F03
S_742	C9828C4_004850-T1	scaffold_75	127609	127983	S_742|C9828C4_004850-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	131352	3369	49	51	singleton	HrmA	Cp	False	0	0	False	0	1	F02
San_Antonio_1	C3D3187_008303-T1	scaffold_118	10516	10890	San_Antonio_1|C3D3187_008303-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	41942	10515	1	13	singleton	HrmA	Cp	False	0	0	True	0	1	F02
San_Antonio_1	C3D3187_004220-T1	scaffold_25	6625	6993	San_Antonio_1|C3D3187_004220-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	352752	6624	0	122	singleton	HrmA	Cp	False	0	0	True	0	0	F03
San_Diego_1	CF4510F_008355-T1	scaffold_141	17088	17441	San_Diego_1|CF4510F_008355-T1	5SD|CCCC1E1_001005-T1	41365	17087	5	13	core	HrmA	Ci	False	0	0	True	0	5	F05
San_Diego_1	CF4510F_008467-T1	scaffold_160	18499	19515	San_Diego_1|CF4510F_008467-T1	GT-126|C8C79ED_008251-T1	31399	11884	1	2	shell	HrmA	Ci	False	0	0	False	0	0	F12
San_Diego_1	CF4510F_004030-T1	scaffold_24	174025	174542	San_Diego_1|CF4510F_004030-T1	GT-126|C8C79ED_001931-T1	280116	105574	65	105	core	HrmA	Ci	False	0	0	False	0	39	F04
San_Diego_1	CF4510F_004999-T1	scaffold_35	47592	47981	San_Diego_1|CF4510F_004999-T1	5SD|CCCC1E1_000191-T1	237857	47591	11	83	core	HrmA	Ci	False	0	0	True	0	11	F07
San_Diego_1	CF4510F_006041-T1	scaffold_49	107679	108191	San_Diego_1|CF4510F_006041-T1	5SD|CCCC1E1_003562-T1	177177	68986	31	44	core	HrmA	Ci	False	0	0	False	0	12	F06
San_Diego_1	CF4510F_007051-T1	scaffold_68	42030	42395	San_Diego_1|CF4510F_007051-T1	GT-146|CDEB87D_007880-T1	129962	42029	17	47	shell	HrmA	Ci	False	0	0	True	0	17	F08
Sonora_1	C27DCDE_007746-T1	scaffold_111	1159	1533	Sonora_1|C27DCDE_007746-T1	5SD|CCCC1E1_000093-T1	70757	1158	0	18	cloud	HrmA	Cp	False	0	0	True	0	0	F09
Sonora_1	C27DCDE_003152-T1	scaffold_21	9001	9375	Sonora_1|C27DCDE_003152-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	297472	9000	1	104	singleton	HrmA	Cp	False	0	0	True	0	1	F02
Sonora_1	C27DCDE_006575-T1	scaffold_70	28426	28794	Sonora_1|C27DCDE_006575-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	118078	28425	0	33	singleton	HrmA	Cp	False	0	0	True	0	0	F03
Sonora_2	CB65637_008209-T1	scaffold_140	37720	38094	Sonora_2|CB65637_008209-T1	5SD|CCCC1E1_000093-T1	39252	1158	14	15	cloud	HrmA	Cp	False	0	0	False	0	0	F09
Sonora_2	CB65637_002288-T1	scaffold_16	27212	27586	Sonora_2|CB65637_002288-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	339190	27211	9	120	singleton	HrmA	Cp	False	0	0	True	0	9	F02
Sonora_2	CB65637_008480-T1	scaffold_212	4456	4815	Sonora_2|CB65637_008480-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	17336	4455	1	2	singleton	HrmA	Cp	False	0	0	True	0	0	F10
Sonora_2	CB65637_005088-T1	scaffold_44	67518	67886	Sonora_2|CB65637_005088-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	212608	67517	11	55	singleton	HrmA	Cp	False	0	0	True	0	11	F03
TX1	C9D0C3F_005912-T1	scaffold_76	88362	88736	TX1|C9D0C3F_005912-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	119870	31134	30	42	singleton	HrmA	Cp	False	0	0	False	0	11	F02
TX1	C9D0C3F_006557-T1	scaffold_96	77654	78022	TX1|C9D0C3F_006557-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	92566	14544	20	26	singleton	HrmA	Cp	False	0	0	False	0	5	F03
TX11	CEC36E2_008626-T1	scaffold_2643	592	855	TX11|CEC36E2_008626-T1	TX11|CEC36E2_008626-T1	1292	437	0	1	singleton	HrmA	Cp	False	0	0	False	0	0	F11
TX11	CEC36E2_003972-T1	scaffold_345	19602	19970	TX11|CEC36E2_003972-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	20534	564	7	8	singleton	HrmA	Cp	False	0	0	False	0	0	F03
TX11	CEC36E2_005441-T1	scaffold_598	6811	7185	TX11|CEC36E2_005441-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	14281	6810	3	5	singleton	HrmA	Cp	False	0	0	True	0	1	F02
TX12	CC2E952_002362-T1	scaffold_21	87433	87807	TX12|CC2E952_002362-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	223486	87432	30	80	singleton	HrmA	Cp	False	0	0	True	0	30	F02
TX12	CC2E952_008184-T1	scaffold_240	11484	11810	TX12|CC2E952_008184-T1	B3353|C210CF2_008619-T1	23131	11321	0	1	singleton	HrmA	Cp	False	0	0	False	0	0	F17
TX12	CC2E952_003613-T1	scaffold_39	40840	41208	TX12|CC2E952_003613-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	170116	40839	11	49	singleton	HrmA	Cp	False	0	0	True	0	11	F03
TX14	CEF4951_002137-T1	scaffold_14	6992	7366	TX14|CEF4951_002137-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	332655	6991	1	116	singleton	HrmA	Cp	False	0	0	True	0	1	F02
TX14	CEF4951_008028-T1	scaffold_171	8129	8497	TX14|CEF4951_008028-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	35792	8128	0	10	singleton	HrmA	Cp	False	0	0	True	0	0	F03
TX17	CFBA040_002491-T1	scaffold_17	53929	54297	TX17|CFBA040_002491-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	311955	53928	0	102	singleton	HrmA	Cp	False	0	0	True	0	0	F03
TX17	CFBA040_006826-T1	scaffold_99	63385	63759	TX17|CFBA040_006826-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	92663	28904	23	31	singleton	HrmA	Cp	False	0	0	False	0	7	F02
TX2	C022B0B_004273-T1	scaffold_29	88119	88493	TX2|C022B0B_004273-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	260014	88118	31	93	singleton	HrmA	Cp	False	0	0	True	0	31	F02
TX2	C022B0B_007583-T1	scaffold_89	41363	41626	TX2|C022B0B_007583-T1	TX11|CEC36E2_008626-T1	89005	41362	2	9	singleton	HrmA	Cp	False	0	0	True	0	2	F11
TX3	C37F3C2_007345-T1	scaffold_118	27299	27667	TX3|C37F3C2_007345-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	81462	27298	8	9	singleton	HrmA	Cp	False	0	0	True	0	0	F03
TX3	C37F3C2_007619-T1	scaffold_130	59110	59484	TX3|C37F3C2_007619-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	70413	10929	20	22	singleton	HrmA	Cp	False	0	0	False	0	1	F02
TX4	CBED712_007159-T1	scaffold_132	39124	39498	TX4|CBED712_007159-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	70848	31350	13	24	singleton	HrmA	Cp	False	0	0	False	0	10	F02
TX4	CBED712_003139-T1	scaffold_34	75667	76035	TX4|CBED712_003139-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	206418	75666	20	68	singleton	HrmA	Cp	False	0	0	True	0	20	F03
TX4	CBED712_000952-T1	scaffold_8	69208	69582	TX4|CBED712_000952-T1	5SD|CCCC1E1_000093-T1	327665	69207	18	102	cloud	HrmA	Cp	False	0	0	True	0	18	F09
TX4	CBED712_006066-T1	scaffold_92	15495	15758	TX4|CBED712_006066-T1	TX11|CEC36E2_008626-T1	102789	15494	2	12	singleton	HrmA	Cp	False	0	0	True	0	2	F11
TX5	C5ED0E6_007484-T1	scaffold_152	6625	6993	TX5|C5ED0E6_007484-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	54206	6624	0	17	singleton	HrmA	Cp	False	0	0	True	0	0	F03
TX5	C5ED0E6_005550-T1	scaffold_70	31437	31811	TX5|C5ED0E6_005550-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	131570	31436	11	43	singleton	HrmA	Cp	False	0	0	True	0	11	F02
TX6	C41E132_007903-T1	scaffold_144	26109	26477	TX6|C41E132_007903-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	53752	26108	0	10	singleton	HrmA	Cp	False	0	0	True	0	0	F03
TX6	C41E132_005720-T1	scaffold_62	101928	102302	TX6|C41E132_005720-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	133302	31000	30	42	singleton	HrmA	Cp	False	0	0	False	0	11	F02
TX8	C5FF6CA_008115-T1	scaffold_237	7280	7654	TX8|C5FF6CA_008115-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	21064	7279	1	8	singleton	HrmA	Cp	False	0	0	True	0	1	F02
TX8	C5FF6CA_003711-T1	scaffold_43	38760	39128	TX8|C5FF6CA_003711-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	165891	38759	11	50	singleton	HrmA	Cp	False	0	0	True	0	11	F03
TX9	C1F2195_007262-T1	scaffold_108	53422	53775	TX9|C1F2195_007262-T1	5SD|CCCC1E1_001005-T1	70917	17142	4	11	core	HrmA	Cp	False	0	0	False	0	4	F05
TX9	C1F2195_006235-T1	scaffold_73	88088	88462	TX9|C1F2195_006235-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	126770	38308	32	45	singleton	HrmA	Cp	False	0	0	False	0	12	F02
TX9	C1F2195_006762-T1	scaffold_87	86830	87198	TX9|C1F2195_006762-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	98402	11204	33	36	singleton	HrmA	Cp	False	0	0	False	0	2	F03
Tucson_1	C6464A9_002568-T1	scaffold_10	82124	82498	Tucson_1|C6464A9_002568-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	504255	82123	29	171	singleton	HrmA	Cp	False	0	0	True	0	29	F02
Tucson_1	C6464A9_008386-T1	scaffold_127	34064	34432	Tucson_1|C6464A9_008386-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	39362	4930	11	12	singleton	HrmA	Cp	False	0	0	False	0	0	F03
Tucson_10	CEE0D8B_003646-T1	scaffold_19	229508	229882	Tucson_10|CEE0D8B_003646-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	336982	107100	83	118	singleton	HrmA	Cp	False	0	0	False	0	34	F02
Tucson_10	CEE0D8B_007298-T1	scaffold_70	43315	43683	Tucson_10|CEE0D8B_007298-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	115102	43314	8	29	singleton	HrmA	Cp	False	0	0	True	0	8	F03
Tucson_11	CACA1A7_002386-T1	scaffold_12	31033	31407	Tucson_11|CACA1A7_002386-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	443702	31032	10	164	singleton	HrmA	Cp	False	0	0	True	0	10	F02
Tucson_11	CACA1A7_001025-T1	scaffold_4	540260	540628	Tucson_11|CACA1A7_001025-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	641645	101017	187	228	singleton	HrmA	Cp	False	0	0	False	0	40	F03
Tucson_11	CACA1A7_007211-T1	scaffold_72	50121	50495	Tucson_11|CACA1A7_007211-T1	5SD|CCCC1E1_000093-T1	119732	50120	10	29	cloud	HrmA	Cp	False	0	0	True	0	10	F09
Tucson_12	CA68045_008518-T1	scaffold_163	1499	1825	Tucson_12|CA68045_008518-T1	B3353|C210CF2_008619-T1	14306	1498	0	1	singleton	HrmA	Cp	False	0	0	True	0	0	F17
Tucson_12	CA68045_004864-T1	scaffold_26	260830	261204	Tucson_12|CA68045_004864-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	319254	58050	94	112	singleton	HrmA	Cp	False	0	0	False	0	17	F02
Tucson_12	CA68045_007993-T1	scaffold_79	4938	5306	Tucson_12|CA68045_007993-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	94647	4937	0	34	singleton	HrmA	Cp	False	0	0	True	0	0	F03
Tucson_13	CD60681_008456-T1	scaffold_121	3243	3506	Tucson_13|CD60681_008456-T1	TX11|CEC36E2_008626-T1	27283	3242	1	8	singleton	HrmA	Cp	False	0	0	True	0	1	F11
Tucson_13	CD60681_003264-T1	scaffold_13	86906	87274	Tucson_13|CD60681_003264-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	526916	86905	32	183	singleton	HrmA	Cp	False	0	0	True	0	32	F03
Tucson_13	CD60681_008543-T1	scaffold_233	2620	2946	Tucson_13|CD60681_008543-T1	B3353|C210CF2_008619-T1	4444	1498	0	1	singleton	HrmA	Cp	False	0	0	False	0	0	F17
Tucson_13	CD60681_001940-T1	scaffold_6	535478	535852	Tucson_13|CD60681_001940-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	688151	152299	195	249	singleton	HrmA	Cp	False	0	0	False	0	53	F02
Tucson_14	CBC5942_000634-T1	scaffold_2	598247	598621	Tucson_14|CBC5942_000634-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1012963	414342	208	352	singleton	HrmA	Cp	False	0	0	False	0	143	F02
Tucson_14	CBC5942_001259-T1	scaffold_4	394151	394519	Tucson_14|CBC5942_001259-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	679634	285115	141	238	singleton	HrmA	Cp	False	0	0	False	0	96	F03
Tucson_14	CBC5942_006855-T1	scaffold_51	69382	69756	Tucson_14|CBC5942_006855-T1	5SD|CCCC1E1_000093-T1	161194	69381	18	45	cloud	HrmA	Cp	False	0	0	True	0	18	F09
Tucson_14	CBC5942_007731-T1	scaffold_73	42603	42866	Tucson_14|CBC5942_007731-T1	TX11|CEC36E2_008626-T1	90802	42602	1	8	singleton	HrmA	Cp	False	0	0	True	0	1	F11
Tucson_15	C105C70_006333-T1	scaffold_52	86840	87208	Tucson_15|C105C70_006333-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	166809	79601	33	55	singleton	HrmA	Cp	False	0	0	False	0	21	F03
Tucson_15	C105C70_007680-T1	scaffold_89	28441	28815	Tucson_15|C105C70_007680-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	79844	28440	10	28	singleton	HrmA	Cp	False	0	0	True	0	10	F02
Tucson_16	C57E366_008188-T1	scaffold_105	6189	6548	Tucson_16|C57E366_008188-T1	574-0_S_OLD_CPA0039|C27CBD2_008386-T1	55099	6188	0	2	singleton	HrmA	Cp	False	0	0	True	0	0	F10
Tucson_16	C57E366_008385-T1	scaffold_131	33334	33708	Tucson_16|C57E366_008385-T1	5SD|CCCC1E1_000093-T1	34888	1180	13	14	cloud	HrmA	Cp	False	0	0	False	0	0	F09
Tucson_16	C57E366_005656-T1	scaffold_40	142218	142592	Tucson_16|C57E366_005656-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	221085	78493	49	79	singleton	HrmA	Cp	False	0	0	False	0	29	F02
