label	family	island_n_strains	example_strain	island_size	n_supporting_pairs	classifications	locus_id	locus_contig	locus_start	locus_end	pfam_domains
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	5	COCPO_103745	4	1	unexplained_physical	COCPO_103745:scaffold_89:88058-92832	scaffold_89	88058	92832	APH,Fung_rhodopsin
F12	GT-126|C8C79ED_008251-T1	2	SDVA38	4	1	unexplained_physical	SDVA38:scaffold_8:85553-137249	scaffold_8	85553	137249	APH,HrmA
F26	4M3|CB16A6A_002786-T1	1	B14132	4	4	ambiguous_linkage,unexplained_physical	B14132:scaffold_34:91919-126236	scaffold_34	91919	126236	APH,HrmA
F12	GT-126|C8C79ED_008251-T1	1	B14132	4	4	ambiguous_linkage,unexplained_physical	B14132:scaffold_34:91919-126236	scaffold_34	91919	126236	APH,HrmA
F02	578-1_L_NEW_CPA0049|C79DB71_000776-T1	1	COCPO_175712	4	1	unexplained_physical	COCPO_175712:scaffold_154:48343-52585	scaffold_154	48343	52585	Fung_rhodopsin
F26	4M3|CB16A6A_002786-T1	1	GT-127	4	3	unexplained_physical	GT-127:scaffold_49:13426-52181	scaffold_49	13426	52181	APH,HrmA
F12	GT-126|C8C79ED_008251-T1	1	GT-127	4	3	unexplained_physical	GT-127:scaffold_49:13426-52181	scaffold_49	13426	52181	APH,HrmA
F42	730333_Guatemala|C537722_008849-T1	1	San_Antonio_1	4	2	unexplained_physical	San_Antonio_1:scaffold_227:185-5962	scaffold_227	185	5962	HrmA_middle,Pkinase,Pkinase_fungal
F42	730333_Guatemala|C537722_008849-T1	1	TX6	4	3	unexplained_physical	TX6:scaffold_329:279-7205	scaffold_329	279	7205	HrmA_middle
F12	GT-126|C8C79ED_008251-T1	1	UTAH_20380X16	4	1	unexplained_physical	UTAH_20380X16:scaffold_1:1023153-1026725	scaffold_1	1023153	1026725	APH,DUF3435,HrmA
F26	4M3|CB16A6A_002786-T1	42	A502-1	3	3	unexplained_physical	A502-1:scaffold_268:13966-15931	scaffold_268	13966	15931	APH,HrmA
F12	GT-126|C8C79ED_008251-T1	42	A502-1	3	3	unexplained_physical	A502-1:scaffold_268:13966-15931	scaffold_268	13966	15931	APH,HrmA
F09	5SD|CCCC1E1_000093-T1	2	B14286	3	3	unexplained_physical	B14286:scaffold_171:796-5714	scaffold_171	796	5714	APH,BTB,HrmA
F26	4M3|CB16A6A_002786-T1	1	4M3	3	1	unexplained_physical	4M3:scaffold_111:5280-43961	scaffold_111	5280	43961	APH,HrmA
F26	4M3|CB16A6A_002786-T1	1	B11343	3	2	ambiguous_linkage,unexplained_physical	B11343:scaffold_7:142817-143407	scaffold_7	142817	143407	HrmA
F12	GT-126|C8C79ED_008251-T1	1	B11343	3	2	ambiguous_linkage,unexplained_physical	B11343:scaffold_7:142817-143407	scaffold_7	142817	143407	HrmA
F26	4M3|CB16A6A_002786-T1	1	CA24	3	1	unexplained_physical	CA24:scaffold_156:35436-35714	scaffold_156	35436	35714	HrmA
F12	GT-126|C8C79ED_008251-T1	1	CA24	3	1	unexplained_physical	CA24:scaffold_156:35436-35714	scaffold_156	35436	35714	HrmA
F26	4M3|CB16A6A_002786-T1	1	GT-114	3	1	unexplained_physical	GT-114:scaffold_49:57337-57724	scaffold_49	57337	57724	HrmA
F12	GT-126|C8C79ED_008251-T1	1	GT-114	3	1	unexplained_physical	GT-114:scaffold_49:57337-57724	scaffold_49	57337	57724	HrmA
F12	GT-126|C8C79ED_008251-T1	1	Michoacan_2	3	1	unexplained_physical	Michoacan_2:scaffold_684:441-4337	scaffold_684	441	4337	APH,HrmA
F12	GT-126|C8C79ED_008251-T1	1	SJV_10	3	1	unexplained_physical	SJV_10:scaffold_240:8457-20605	scaffold_240	8457	20605	APH,HrmA
F12	GT-126|C8C79ED_008251-T1	1	UTAH_20380X10	3	1	unexplained_physical	UTAH_20380X10:scaffold_1:1643516-1683416	scaffold_1	1643516	1683416	APH,HrmA
F12	GT-126|C8C79ED_008251-T1	1	UTAH_23742X153	3	1	unexplained_physical	UTAH_23742X153:scaffold_10:109159-112731	scaffold_10	109159	112731	APH,HrmA
F12	GT-126|C8C79ED_008251-T1	50	21SD	2	1	unexplained_physical	21SD:scaffold_57:15984-19556	scaffold_57	15984	19556	APH,HrmA
F26	4M3|CB16A6A_002786-T1	37	3M3	2	1	unexplained_physical	-	-	-	-	HrmA
F12	GT-126|C8C79ED_008251-T1	37	3M3	2	1	unexplained_physical	-	-	-	-	HrmA
F09	5SD|CCCC1E1_000093-T1	1	COCPO_103718	2	1	unexplained_physical	COCPO_103718:scaffold_469:8893-10795	scaffold_469	8893	10795	BTB,HrmA
F42	730333_Guatemala|C537722_008849-T1	1	GT-120	2	1	unexplained_physical	GT-120:scaffold_283:8739-9768	scaffold_283	8739	9768	HrmA_middle
