family_a	family_b	classification	linkage_fraction	jaccard	fisher_p	fdr_q	permutation_p	direction_a	clade_composition	asymmetry_a	direction_a_freq	hrmA_family	partner	label	partner_label	partner_bin	partner_pfam	partner_frac_anchors_within10
CA2|CD8B963_008460-T1	CA2|CD8B963_008506-T1	trans_unconfirmed	0.0	0.4	6.61e-08	9.19e-05	0.0	ambiguous	{'Coccidioides immitis': 17}	0.0333	gain	CA2|CD8B963_008506-T1	CA2|CD8B963_008460-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	CA8|CDEC7A5_006920-T1	trans_unconfirmed	0.0	0.25	5.37e-06	0.0037	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	CA8|CDEC7A5_006920-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	COCPO_34698|C69E555_004555-T1	trans_unconfirmed	0.0	0.2424	4.01e-05	0.0183	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	COCPO_34698|C69E555_004555-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	COCSP-8945|C2B0656_001180-T1	trans_unconfirmed	0.0	0.2941	8.84e-06	0.00552	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	COCSP-8945|C2B0656_001180-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	COCSP-8945|C2B0656_002052-T1	trans_unconfirmed	0.0	0.2941	8.84e-06	0.00552	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	COCSP-8945|C2B0656_002052-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	COCSP_8725|CCC6481_006895-T1	trans_unconfirmed	0.0	0.3143	7.41e-06	0.00479	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	COCSP_8725|CCC6481_006895-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	FMC233|C6DECAF_000481-T1	trans_unconfirmed	0.0	0.35	1.41e-05	0.00803	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	FMC233|C6DECAF_000481-T1	F13		shell	BTB	0.0
CA2|CD8B963_008506-T1	GT-101|C4EFBB3_007453-T1	trans_unconfirmed	0.0	0.3889	2.55e-07	0.000289	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-101|C4EFBB3_007453-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	GT-110|C640910_007050-T1	trans_unconfirmed	0.0	0.3714	3.37e-07	0.000366	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-110|C640910_007050-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	GT-118|C574A51_008653-T1	trans_unconfirmed	0.0	0.3438	3.42e-08	5.23e-05	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-118|C574A51_008653-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	GT-121|CDB778D_002822-T1	trans_unconfirmed	0.0	0.4545	3.22e-10	9.07e-07	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-121|CDB778D_002822-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	GT-126|C8C79ED_005235-T1	trans_unconfirmed	0.0	0.375	9.02e-07	0.00084	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-126|C8C79ED_005235-T1	F13		shell		0.0
CA2|CD8B963_008506-T1	GT-126|C8C79ED_007199-T1	trans_unconfirmed	0.0	0.3667	4.28e-05	0.0193	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-126|C8C79ED_007199-T1	F13		shell		0.0
CA2|CD8B963_008506-T1	GT-127|C90F574_006464-T1	trans_unconfirmed	0.0	0.2973	6.26e-05	0.0257	0.0001	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-127|C90F574_006464-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	GT-133|C22F440_006565-T1	trans_unconfirmed	0.0	0.2188	2.71e-05	0.0134	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-133|C22F440_006565-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	GT-139|CB29A3D_002277-T1	trans_unconfirmed	0.0	0.3714	3.37e-07	0.000366	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-139|CB29A3D_002277-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	GT-139|CB29A3D_006564-T1	trans_unconfirmed	0.0	0.3659	7.91e-06	0.00505	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-139|CB29A3D_006564-T1	F13		shell		0.0
CA2|CD8B963_008506-T1	GT-161|CD86944_008225-T1	trans_unconfirmed	0.0	0.3429	1.62e-06	0.00138	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-161|CD86944_008225-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	GT-161|CD86944_008451-T1	trans_unconfirmed	0.0	0.4	6.61e-08	9.19e-05	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	GT-161|CD86944_008451-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	M197|C813B11_008552-T1	trans_unconfirmed	0.0	0.4	6.61e-08	9.19e-05	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	M197|C813B11_008552-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	NM_0369|CB04693_005965-T1	trans_unconfirmed	0.0	0.2424	4.01e-05	0.0183	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	NM_0369|CB04693_005965-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	RS|C3CED3A_001169-T1	trans_unconfirmed	0.0	0.1875	0.000132	0.045	0.0001	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	RS|C3CED3A_001169-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	RS|C3CED3A_008452-T1	trans_unconfirmed	0.0	0.1875	0.000132	0.045	0.0001	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	RS|C3CED3A_008452-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	SA14|C329EDE_008836-T1	trans_unconfirmed	0.0	0.2857	3.2e-05	0.0153	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	SA14|C329EDE_008836-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	SDVA1|C29BC70_007980-T1	trans_unconfirmed	0.0	0.3542	5.8e-05	0.0242	0.0001	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	SDVA1|C29BC70_007980-T1	F13		shell		0.0
CA2|CD8B963_008506-T1	SDVA39|C8271C8_003874-T1	trans_unconfirmed	0.0	0.25	5.37e-06	0.0037	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	SDVA39|C8271C8_003874-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	SJV_10|CFC625B_000352-T1	trans_unconfirmed	0.0	0.9394	5.39e-28	1.42e-23	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	SJV_10|CFC625B_000352-T1	F13		shell	PK_Tyr_Ser-Thr,Pkinase	0.0
CA2|CD8B963_008506-T1	SJV_10|CFC625B_006982-T1	trans_unconfirmed	0.0	0.375	5.89e-09	1.14e-05	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	SJV_10|CFC625B_006982-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	Tucson_1|C6464A9_008584-T1	trans_unconfirmed	0.0	0.3143	7.41e-06	0.00479	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	Tucson_1|C6464A9_008584-T1	F13		cloud	DUF3723,DUF3723_N	0.0
CA2|CD8B963_008506-T1	UTAH_23742X111|C2ADCEF_008431-T1	trans_unconfirmed	0.0	0.3827	1.3e-07	0.000164	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	UTAH_23742X111|C2ADCEF_008431-T1	F13		shell		0.0
CA2|CD8B963_008506-T1	UTAH_23742X153|C767353_003837-T1	trans_unconfirmed	0.0	0.4231	6.14e-07	0.000607	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	UTAH_23742X153|C767353_003837-T1	F13		shell	PI-PLC_X	0.0
CA2|CD8B963_008506-T1	UTAH_23742X253|C9A1B20_002713-T1	trans_unconfirmed	0.0	0.3951	6.04e-09	1.17e-05	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	UTAH_23742X253|C9A1B20_002713-T1	F13		shell		0.0
CA2|CD8B963_008506-T1	UTAH_23742X31|CE58396_005838-T1	trans_unconfirmed	0.0	0.3889	2.55e-07	0.000289	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	UTAH_23742X31|CE58396_005838-T1	F13		cloud		0.0
CA2|CD8B963_008506-T1	VFC085_CPA0068|CB235D1_004510-T1	trans_unconfirmed	0.0	0.3714	3.37e-07	0.000366	0.0	gain	{'Coccidioides immitis': 32}	0.0	gain	CA2|CD8B963_008506-T1	VFC085_CPA0068|CB235D1_004510-T1	F13		cloud		0.0
CA7|CFA4D20_008118-T1	GT-146|CDEB87D_007880-T1	trans_unconfirmed	0.0	0.5872	0.000144	0.0479	0.0001	ambiguous	{'Coccidioides immitis': 72}	0.1444	ambiguous	GT-146|CDEB87D_007880-T1	CA7|CFA4D20_008118-T1	F08		shell		0.0
GT-146|CDEB87D_007880-T1	M204|CE8551A_007737-T1	trans_unconfirmed	0.0	0.633	1.78e-05	0.00965	0.0	ambiguous	{'Coccidioides immitis': 101}	0.0083	gain	GT-146|CDEB87D_007880-T1	M204|CE8551A_007737-T1	F08		shell		0.0
GT-146|CDEB87D_007880-T1	UTAH_23742X214|CF30678_008241-T1	trans_unconfirmed	0.0	0.4118	9.74e-06	0.00599	0.0	ambiguous	{'Coccidioides immitis': 101}	0.0083	gain	GT-146|CDEB87D_007880-T1	UTAH_23742X214|CF30678_008241-T1	F08		shell		0.0
