label	family	Short	contig	start	overlapping_gene	overlapping_family	overlapping_is_hrmA_hit
F20	B14298|C71D630_004309-T1	SDVA5	scaffold_63	81562	SDVA5|C600EA0_006406-T1	F07	True
F20	B14298|C71D630_004309-T1	SDVA6	scaffold_63	84969	SDVA6|C2E5ED1_006287-T1	F07	True
F20	B14298|C71D630_004309-T1	SJV_1	scaffold_18	264735	SJV_1|CC24633_003328-T1	F07	True
F20	B14298|C71D630_004309-T1	SJV_10	scaffold_68	59311	SJV_10|CFC625B_002366-T1	F07	True
F20	B14298|C71D630_004309-T1	SJV_11	scaffold_8	81494	SJV_11|CA15DEC_002070-T1	F07	True
F20	B14298|C71D630_004309-T1	SJV_4	scaffold_7	81520	SJV_4|C7AD594_001657-T1	F07	True
F20	B14298|C71D630_004309-T1	SJV_5	scaffold_24	254284	SJV_5|C41EE07_004461-T1	F07	True
F20	B14298|C71D630_004309-T1	SJV_6	scaffold_3	81514	SJV_6|C9A977F_000544-T1	F07	True
F20	B14298|C71D630_004309-T1	SJV_7	scaffold_22	268507	SJV_7|C6C2D48_004173-T1	F07	True
F20	B14298|C71D630_004309-T1	SJV_8	scaffold_20	81529	SJV_8|C93969F_003596-T1	F07	True
F20	B14298|C71D630_004309-T1	San_Diego_1	scaffold_35	47646	San_Diego_1|CF4510F_004999-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_20380X10	scaffold_30	82438	UTAH_20380X10|CE3D476_006516-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_20380X16	scaffold_3	814972	UTAH_20380X16|CAD5A21_001102-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X111	scaffold_61	82381	UTAH_23742X111|C2ADCEF_005934-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X123	scaffold_6	27697	UTAH_23742X123|CF07388_001165-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X138	scaffold_12	189858	UTAH_23742X138|C48ED4E_001078-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X153	scaffold_65	89722	UTAH_23742X153|C767353_006481-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X162	scaffold_39	82267	UTAH_23742X162|C879AC5_001247-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X205	scaffold_5	193835	UTAH_23742X205|CB0BD29_000722-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X206	scaffold_30	82340	UTAH_23742X206|C3F3EFE_004702-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X211	scaffold_3	187868	UTAH_23742X211|CDB7B17_000360-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X223	scaffold_23	133590	UTAH_23742X223|CDF4F41_002007-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X235	scaffold_50	104600	UTAH_23742X235|C16CCE9_005992-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X241	scaffold_57	89681	UTAH_23742X241|CAC4C37_006384-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X242	scaffold_42	82101	UTAH_23742X242|C99E88C_005093-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X260	scaffold_4	283795	UTAH_23742X260|CC29979_000600-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X31	scaffold_2	82381	UTAH_23742X31|CE58396_000290-T1	F07	True
F20	B14298|C71D630_004309-T1	UTAH_23742X71	scaffold_126	59146	UTAH_23742X71|C4A0F93_005730-T1	F07	True
F20	B14298|C71D630_004309-T1	VFC043	scaffold_62	85046	VFC043|C267DD9_006542-T1	F07	True
F20	B14298|C71D630_004309-T1	VFC052	scaffold_5	469491	VFC052|CBE28CD_001228-T1	F07	True
F20	B14298|C71D630_004309-T1	WA_211	scaffold_42	97219	WA_211|C937D92_001636-T1	F07	True
F20	B14298|C71D630_004309-T1	WA_221	scaffold_67	59107	WA_221|C4A3E3B_001785-T1	F07	True
F20	B14298|C71D630_004309-T1	Washington_1	scaffold_41	87326	Washington_1|C08B0A4_001463-T1	F07	True
F20	B14298|C71D630_004309-T1	h5384	scaffold_66	81990	h5384|CAF011E_004821-T1	F07	True
F41	B3313|CDF0487_002293-T1	573-1_L_NEW_CPA0031	scaffold_31	197919			False
F41	B3313|CDF0487_002293-T1	GT-102	scaffold_119	81361			False
F41	B3313|CDF0487_002293-T1	M198	scaffold_130	59399			False
F41	B3313|CDF0487_002293-T1	M215	scaffold_8	36027			False
F41	B3313|CDF0487_002293-T1	M222	scaffold_57	54128			False
F41	B3313|CDF0487_002293-T1	Phoenix_1	scaffold_56	157855			False
F41	B3313|CDF0487_002293-T1	Phoenix_3	scaffold_22	4118			False
F41	B3313|CDF0487_002293-T1	Tucson_14	scaffold_106	4145			False
F41	B3313|CDF0487_002293-T1	UTAH_20380X1	scaffold_52	4096			False
F41	B3313|CDF0487_002293-T1	VFC083	scaffold_523	9985			False
F12	GT-126|C8C79ED_008251-T1	3M3	scaffold_317	19285	3M3|CC2BDEF_006167-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	5SD	scaffold_341	19299	5SD|CCCC1E1_006842-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	A391	scaffold_279	19483	A391|C68FCBD_007062-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	A502-1	scaffold_268	12362	A502-1|C7FAE4E_007279-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	A502-2	scaffold_267	19483	A502-2|C2B0F70_007185-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B0727_Argentina	scaffold_24	60621	B0727_Argentina|C5AAF22_000571-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B11002	scaffold_234	20032	B11002|C5E4193_003340-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B11019	scaffold_266	11574	B11019|C42083A_007659-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B11035	scaffold_39	96864	B11035|C5FC1D8_002093-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B11057	scaffold_119	42971	B11057|CCF9097_004774-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B11198	scaffold_189	22136	B11198|CD3667B_007294-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B11343	scaffold_7	71601	B11343|C7ABD37_000137-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B11517	scaffold_211	12152	B11517|C06DA8C_007806-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B11518	scaffold_284	11574	B11518|CF63038_005011-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B11587	scaffold_80	43149	B11587|CED3F3F_002282-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B12220	scaffold_128	43149	B12220|C161420_006208-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B12495	scaffold_184	11666	B12495|C0ACC3F_008116-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B12526	scaffold_175	15637	B12526|CF6BC4C_007994-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B14131	scaffold_125	28245	B14131|C616B44_006314-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B14132	scaffold_34	90315	B14132|C9A1339_002859-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B14133	scaffold_190	22696	B14133|CC7F067_007002-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B14286	scaffold_230	10918	B14286|CC2BA17_007330-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B14288	scaffold_2	122194	B14288|CCD8551_000129-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B14298	scaffold_235	12458	B14298|C71D630_007577-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B15142	scaffold_117	43149	B15142|CE5AC85_005945-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B15145	scaffold_131	28245	B15145|CD39A0E_006304-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B15317	scaffold_310	19513	B15317|CF7B081_007197-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B16364	scaffold_9	230183	B16364|C33716D_001068-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B16536	scaffold_600	1538	B16536|CD5BD92_008208-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B16692	scaffold_261	11452	B16692|C4E9409_007242-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B17567	scaffold_235	22348	B17567|C539AD4_005373-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	B17635	scaffold_40	94453	B17635|C3DCA43_001662-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA1	scaffold_825	4405	CA1|CEE9A5C_005776-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA14	scaffold_658	8873	CA14|CB9423C_006088-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA15	scaffold_150	19285	CA15|CEB9A78_008656-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA17	scaffold_85	106629	CA17|C6A2BBC_006071-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA2	scaffold_278	4516	CA2|CD8B963_008590-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA20	scaffold_1106	4242	CA20|CB5CE50_007667-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA24	scaffold_156	26830	CA24|C32A5BD_008459-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA25	scaffold_186	7377	CA25|C4385CC_008138-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA26	scaffold_327	12519			False
F12	GT-126|C8C79ED_008251-T1	CA27	scaffold_181	8854	CA27|C176CCC_008471-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA28	scaffold_238	12898	CA28|C8F96DF_008413-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA29	scaffold_145	19671	CA29|CCF2728_007801-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA30	scaffold_213	15469	CA30|C6BB650_008587-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA4	scaffold_159	11840	CA4|C3118D6_008320-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA5	scaffold_155	37489	CA5|C06AC60_007363-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA6	scaffold_177	8712	CA6|C814216_008618-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA7	scaffold_118	19234	CA7|CFA4D20_008325-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	CA9	scaffold_197	19261	CA9|C0F6AB4_008486-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	COCSP-3505	scaffold_828	1019	COCSP-3505|C3BD8F1_008678-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	COCSP-8945	scaffold_37	178270	COCSP-8945|C2B0656_003994-T1	F31	True
F12	GT-126|C8C79ED_008251-T1	Coahuila_1	scaffold_188	24909	Coahuila_1|C1B7581_005066-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-100	scaffold_1408	2768	GT-100|C5795B2_007810-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-107	scaffold_131	15975	GT-107|C0CA300_008175-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-108	scaffold_173	8854	GT-108|C769691_008522-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-111	scaffold_256	1788	GT-111|C5A2EA4_008434-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-114	scaffold_49	33471	GT-114|CAF5367_005116-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-119	scaffold_199	19239	GT-119|C5FB385_008350-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-121	scaffold_107	11822	GT-121|CDB778D_008422-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-123	scaffold_787	6307	GT-123|C56C88A_006822-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-127	scaffold_49	11822	GT-127|C90F574_006460-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-128	scaffold_121	27987	GT-128|C01BA78_008043-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-146	scaffold_162	19286	GT-146|CDEB87D_008623-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-156	scaffold_233	12913	GT-156|C9F5CC4_008363-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	GT-169	scaffold_230	4442	GT-169|C64D5CD_008252-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	SDVA1	scaffold_112	24909	SDVA1|C29BC70_007935-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	SDVA15	scaffold_169	16071	SDVA15|C06EC09_008298-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	SDVA2	scaffold_213	20141	SDVA2|C7FB516_008264-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	SDVA3	scaffold_27	213391	SDVA3|CB7B8F1_003040-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	SDVA36	scaffold_160	21133	SDVA36|C2EFA39_008276-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	SDVA4	scaffold_119	43653	SDVA4|C6CFD43_007768-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	SDVA41	scaffold_234	21133	SDVA41|C3A076D_007167-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	SDVA48	scaffold_289	21133	SDVA48|C651373_007806-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	SDVA5	scaffold_135	21133	SDVA5|C600EA0_008505-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	SDVA6	scaffold_157	13701	SDVA6|C2E5ED1_008537-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	SJV_8	scaffold_153	11840	SJV_8|C93969F_008485-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	UTAH_23742X123	scaffold_84	55641	UTAH_23742X123|CF07388_007219-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	UTAH_23742X162	scaffold_237	26342	UTAH_23742X162|C879AC5_005093-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	UTAH_23742X211	scaffold_212	13701	UTAH_23742X211|CDB7B17_007853-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	UTAH_23742X214	scaffold_96	43149	UTAH_23742X214|CF30678_007602-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	UTAH_23742X225	scaffold_109	43149	UTAH_23742X225|C759FAD_007805-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	UTAH_23742X227	scaffold_102	43149	UTAH_23742X227|C6CBCE1_008423-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	UTAH_23742X241	scaffold_126	16071	UTAH_23742X241|CAC4C37_008318-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	UTAH_23742X257	scaffold_177	12369	UTAH_23742X257|CDDFF5A_008334-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	VFC043	scaffold_116	23783	VFC043|C267DD9_008281-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	VFC052	scaffold_136	26578	VFC052|CBE28CD_008399-T1	F04	True
F12	GT-126|C8C79ED_008251-T1	h5384	scaffold_173	19239	h5384|CAF011E_007404-T1	F04	True
F39	M199|C82F880_004216-T1	573-1_L_NEW_CPA0031	scaffold_31	197919			False
F39	M199|C82F880_004216-T1	M198	scaffold_130	59399			False
F39	M199|C82F880_004216-T1	M215	scaffold_8	35997			False
F39	M199|C82F880_004216-T1	Phoenix_1	scaffold_56	157855			False
F39	M199|C82F880_004216-T1	VFC083	scaffold_523	9985			False
F33	RS|C3CED3A_008636-T1	CA24	scaffold_156	25791			False
